,,ABMF00GLP,ABMF00GLP,ABMF00GLP,ABMF00GLP,ALIC00AUS,ALIC00AUS,ALIC00AUS,ALIC00AUS,AREG00PER,AREG00PER,AREG00PER,AREG00PER,ASCG00SHN,ASCG00SHN,ASCG00SHN,ASCG00SHN,BRST00FRA,BRST00FRA,BRST00FRA,BRST00FRA,BRUX00BEL,BRUX00BEL,BRUX00BEL,BRUX00BEL,CAS100ATA,CAS100ATA,CAS100ATA,CAS100ATA,CEBR00ESP,CEBR00ESP,CEBR00ESP,CEBR00ESP,CHPG00BRA,CHPG00BRA,CHPG00BRA,CHPG00BRA,CIBG00IDN,CIBG00IDN,CIBG00IDN,CIBG00IDN,CKIS00COK,CKIS00COK,CKIS00COK,CKIS00COK,COCO00AUS,COCO00AUS,COCO00AUS,COCO00AUS,CUUT00THA,CUUT00THA,CUUT00THA,CUUT00THA,DJIG00DJI,DJIG00DJI,DJIG00DJI,DJIG00DJI,DYNG00GRC,DYNG00GRC,DYNG00GRC,DYNG00GRC,EBRE00ESP,EBRE00ESP,EBRE00ESP,EBRE00ESP,FTNA00WLF,FTNA00WLF,FTNA00WLF,FTNA00WLF,GAMB00PYF,GAMB00PYF,GAMB00PYF,GAMB00PYF,GANP00SVK,GANP00SVK,GANP00SVK,GANP00SVK,GRAC00FRA,GRAC00FRA,GRAC00FRA,GRAC00FRA,HARB00ZAF,HARB00ZAF,HARB00ZAF,HARB00ZAF,HKSL00HKG,HKSL00HKG,HKSL00HKG,HKSL00HKG,HKWS00HKG,HKWS00HKG,HKWS00HKG,HKWS00HKG,HOFN00ISL,HOFN00ISL,HOFN00ISL,HOFN00ISL,JFNG00CHN,JFNG00CHN,JFNG00CHN,JFNG00CHN,KARR00AUS,KARR00AUS,KARR00AUS,KARR00AUS,KIRI00KIR,KIRI00KIR,KIRI00KIR,KIRI00KIR,KIRU00SWE,KIRU00SWE,KIRU00SWE,KIRU00SWE,KOUG00GUF,KOUG00GUF,KOUG00GUF,KOUG00GUF,KOUR00GUF,KOUR00GUF,KOUR00GUF,KOUR00GUF,KRGG00ATF,KRGG00ATF,KRGG00ATF,KRGG00ATF,LAUT00FJI,LAUT00FJI,LAUT00FJI,LAUT00FJI,MAJU00MHL,MAJU00MHL,MAJU00MHL,MAJU00MHL,MAL200KEN,MAL200KEN,MAL200KEN,MAL200KEN,MARS00FRA,MARS00FRA,MARS00FRA,MARS00FRA,MAS100ESP,MAS100ESP,MAS100ESP,MAS100ESP,MCHL00AUS,MCHL00AUS,MCHL00AUS,MCHL00AUS,METG00FIN,METG00FIN,METG00FIN,METG00FIN,MGUE00ARG,MGUE00ARG,MGUE00ARG,MGUE00ARG,MOBS00AUS,MOBS00AUS,MOBS00AUS,MOBS00AUS,MRO100AUS,MRO100AUS,MRO100AUS,MRO100AUS,NICO00CYP,NICO00CYP,NICO00CYP,NICO00CYP,NIUM00NIU,NIUM00NIU,NIUM00NIU,NIUM00NIU,NKLG00GAB,NKLG00GAB,NKLG00GAB,NKLG00GAB,NNOR00AUS,NNOR00AUS,NNOR00AUS,NNOR00AUS,PERT00AUS,PERT00AUS,PERT00AUS,PERT00AUS,PNGM00PNG,PNGM00PNG,PNGM00PNG,PNGM00PNG,POHN00FSM,POHN00FSM,POHN00FSM,POHN00FSM,PTVL00VUT,PTVL00VUT,PTVL00VUT,PTVL00VUT,REDU00BEL,REDU00BEL,REDU00BEL,REDU00BEL,REYK00ISL,REYK00ISL,REYK00ISL,REYK00ISL,RGDG00ARG,RGDG00ARG,RGDG00ARG,RGDG00ARG,SAMO00WSM,SAMO00WSM,SAMO00WSM,SAMO00WSM,SEYG00SYC,SEYG00SYC,SEYG00SYC,SEYG00SYC,SOLO00SLB,SOLO00SLB,SOLO00SLB,SOLO00SLB,STJ300CAN,STJ300CAN,STJ300CAN,STJ300CAN,THTG00PYF,THTG00PYF,THTG00PYF,THTG00PYF,TLSE00FRA,TLSE00FRA,TLSE00FRA,TLSE00FRA,TLSG00FRA,TLSG00FRA,TLSG00FRA,TLSG00FRA,TONG00TON,TONG00TON,TONG00TON,TONG00TON,TOW200AUS,TOW200AUS,TOW200AUS,TOW200AUS,TUVA00TUV,TUVA00TUV,TUVA00TUV,TUVA00TUV,UNBN00CAN,UNBN00CAN,UNBN00CAN,UNBN00CAN,VILL00ESP,VILL00ESP,VILL00ESP,VILL00ESP,WARK00NZL,WARK00NZL,WARK00NZL,WARK00NZL,WTZR00DEU,WTZR00DEU,WTZR00DEU,WTZR00DEU,XMIS00AUS,XMIS00AUS,XMIS00AUS,XMIS00AUS,YEL200CAN,YEL200CAN,YEL200CAN,YEL200CAN
G,5Q,49.0,11570.0,119.0,0.0,49.5,11368.0,85.0,0.0,,,,,,,,,,,,,48.1,12167.0,22.0,0.0,,,,,48.8,10565.0,23.0,0.0,,,,,49.8,11827.0,32.0,0.0,,,,,45.8,8037.0,15.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.2,10035.0,59.0,0.0,,,,,48.4,10542.0,39.0,0.0,50.3,10038.0,14.0,0.0,50.3,11985.0,24.0,0.0,,,,,,,,,,,,,46.9,12834.0,24.0,0.0,50.0,12615.0,20.0,0.0,45.4,12557.0,31.0,0.0,50.2,11701.0,95.0,0.0,,,,,47.1,11944.0,20.0,0.0,45.0,12958.0,30.0,0.0,50.6,9238.0,57.0,0.0,47.8,11672.0,25.0,0.0,,,,,,,,,46.0,11288.0,20.0,0.0,31.8,2708.0,30.0,0.0,,,,,49.8,10452.0,49.0,0.0,,,,,,,,,47.2,10445.0,16.0,0.0,,,,,,,,,,,,,,,,,48.8,10430.0,12.0,0.0,50.3,11915.0,28.0,0.0,,,,,,,,,,,,,,,,,47.3,11198.0,28.0,0.0,49.6,11059.0,35.0,0.0,,,,,48.9,10978.0,13.0,0.0,,,,,46.6,11155.0,15.0,0.0,,,,,50.4,10324.0,13.0,0.0,48.8,10171.0,35.0,0.0,,,,,50.5,10367.0,14.0,0.0,,,,,46.4,12812.0,66.0,0.0
R,1C,42.9,21314.0,219.0,1.49,45.8,20569.0,116.0,1.04,45.5,20262.0,41.0,1.21,44.0,20326.0,164.0,1.73,45.3,23047.0,100.0,1.11,44.2,24034.0,51.0,0.96,44.2,25240.0,51.0,1.06,44.9,21172.0,96.0,1.04,45.0,20489.0,90.0,1.12,44.5,22388.0,139.0,1.38,45.4,19604.0,47.0,1.2,43.4,19833.0,100.0,1.24,43.4,20550.0,80.0,1.52,44.0,22064.0,82.0,1.23,45.1,21812.0,70.0,1.22,45.2,22230.0,79.0,1.35,42.6,18463.0,107.0,1.47,45.2,19558.0,121.0,1.19,44.2,23499.0,100.0,1.13,43.3,22973.0,121.0,0.79,35.2,12391.0,257.0,2.1,46.2,20630.0,87.0,1.22,46.6,20196.0,29.0,1.04,46.5,24829.0,50.0,0.68,45.3,19921.0,89.0,1.15,45.1,21179.0,52.0,1.09,43.7,20913.0,262.0,1.58,45.0,24087.0,113.0,0.76,44.2,23807.0,96.0,1.42,42.4,21372.0,178.0,1.29,46.5,24322.0,116.0,0.92,44.9,20159.0,194.0,1.61,42.9,22289.0,162.0,1.56,41.4,22326.0,145.0,1.44,43.6,19098.0,157.0,1.09,46.4,21072.0,82.0,1.17,44.8,22289.0,51.0,1.22,46.4,23415.0,161.0,1.09,46.4,21915.0,48.0,0.98,39.5,19710.0,60.0,1.4,43.6,21541.0,126.0,1.16,45.5,21587.0,72.0,0.65,44.4,20649.0,140.0,1.32,43.4,21194.0,97.0,1.25,45.0,18946.0,65.0,1.16,45.6,19639.0,112.0,1.52,43.4,22150.0,127.0,1.71,43.9,19786.0,207.0,1.63,44.9,16496.0,153.0,2.06,45.5,21276.0,142.0,1.02,46.5,25276.0,42.0,0.9,45.2,24708.0,68.0,1.03,45.3,20423.0,160.0,1.21,42.3,20160.0,161.0,1.63,41.2,15743.0,134.0,1.46,45.9,22014.0,138.0,0.94,46.1,20612.0,49.0,1.17,45.0,23552.0,81.0,1.1,44.5,22907.0,45.0,1.16,42.9,19216.0,352.0,1.52,46.6,20132.0,50.0,1.1,44.6,21339.0,126.0,1.39,44.6,21588.0,34.0,1.17,45.1,19643.0,145.0,1.02,45.6,19910.0,70.0,1.43,46.7,23645.0,44.0,0.9,44.1,20029.0,62.0,1.73,47.3,23641.0,128.0,0.83
R,2P,41.8,20507.0,294.0,1.4,40.5,19914.0,162.0,1.02,40.9,19842.0,90.0,1.09,39.8,19848.0,253.0,1.53,40.5,22580.0,185.0,1.03,42.3,22919.0,53.0,0.92,40.3,24918.0,128.0,0.69,41.8,19597.0,74.0,0.8,39.9,20079.0,117.0,0.97,39.4,20742.0,198.0,1.35,40.4,19021.0,132.0,1.13,43.0,14339.0,32.0,1.59,39.3,19886.0,100.0,1.41,38.3,21782.0,132.0,1.2,40.4,21471.0,88.0,1.11,40.1,21629.0,138.0,1.17,39.9,18218.0,145.0,1.33,40.5,19072.0,211.0,1.08,37.9,22335.0,256.0,1.17,41.8,22301.0,237.0,0.93,28.2,6566.0,289.0,1.87,40.1,19688.0,252.0,1.3,41.4,19673.0,125.0,1.03,40.9,24028.0,345.0,0.7,40.3,19458.0,129.0,1.16,39.9,20702.0,104.0,1.03,39.8,20325.0,279.0,1.37,41.8,22732.0,76.0,0.64,37.5,21349.0,237.0,1.31,40.0,18533.0,153.0,1.2,40.8,23706.0,233.0,0.88,40.1,19685.0,215.0,1.39,41.5,21282.0,128.0,1.41,40.0,20588.0,115.0,1.29,42.3,18785.0,180.0,0.97,42.1,19645.0,91.0,1.05,39.7,21860.0,92.0,1.11,41.0,22961.0,239.0,1.08,41.4,20940.0,94.0,0.8,41.3,19403.0,45.0,1.2,39.1,20904.0,177.0,1.16,39.4,20925.0,126.0,0.69,40.4,20154.0,174.0,1.11,40.5,20455.0,129.0,1.04,41.7,17821.0,66.0,1.01,40.6,19160.0,152.0,1.18,38.3,21433.0,195.0,1.56,39.0,19204.0,242.0,1.59,40.0,16101.0,166.0,1.89,42.2,19898.0,89.0,0.77,40.9,24539.0,279.0,0.83,40.7,24102.0,137.0,0.85,40.2,19955.0,182.0,1.18,38.7,19217.0,203.0,1.57,37.0,15200.0,155.0,1.35,42.1,20823.0,97.0,0.83,40.9,20039.0,110.0,1.18,40.4,22893.0,133.0,1.19,42.1,21489.0,60.0,0.97,39.4,18242.0,424.0,1.48,41.5,18349.0,42.0,0.96,39.6,20908.0,149.0,1.2,43.0,21362.0,100.0,0.99,42.2,18111.0,84.0,0.81,41.0,19718.0,84.0,1.12,42.4,23150.0,88.0,0.88,39.5,19102.0,138.0,1.32,42.8,22840.0,126.0,0.68
S,1C,43.5,11493.0,26.0,0.0,,,,,41.7,14162.0,4.0,0.7,48.0,8640.0,0.0,0.0,41.3,11414.0,483.0,0.0,,,,,,,,,44.2,12157.0,2.0,0.0,41.8,14386.0,10.0,1.18,46.5,11520.0,0.0,0.0,,,,,,,,,43.7,16982.0,44.0,0.45,43.2,12976.0,33.0,0.41,46.0,2880.0,0.0,0.0,,,,,38.4,11342.0,153.0,1.28,47.6,8640.0,0.0,0.75,37.2,2880.0,0.0,0.0,45.6,6282.0,353.0,0.0,34.1,10250.0,124.0,1.08,44.4,5759.0,1.0,0.0,44.6,5760.0,0.0,0.0,44.7,6322.0,358.0,0.0,40.9,11520.0,0.0,0.63,,,,,,,,,36.7,9296.0,3.0,0.0,47.2,11499.0,0.0,0.0,,,,,45.8,7589.0,411.0,0.0,,,,,,,,,42.9,23673.0,4.0,0.0,45.9,6307.0,355.0,0.0,45.5,12760.0,0.0,0.0,,,,,36.0,11278.0,105.0,1.21,41.7,17280.0,0.0,0.0,,,,,,,,,46.7,6314.0,369.0,0.0,,,,,44.5,11563.0,6.0,1.04,40.2,11520.0,0.0,0.0,,,,,,,,,,,,,,,,,41.2,15038.0,1.0,0.0,43.2,6320.0,354.0,0.0,36.7,9694.0,542.0,1.4,,,,,46.2,8843.0,112.0,0.32,,,,,41.2,14400.0,0.0,1.97,47.0,10311.0,5.0,0.0,40.4,8226.0,160.0,1.88,43.1,13607.0,5.0,2.01,,,,,,,,,,,,,42.3,11519.0,1.0,0.0,43.9,12976.0,1.0,0.0,,,,,47.2,6394.0,383.0,0.0,,,,,43.1,8100.0,30.0,0.96
C,1I,,,,,43.0,22397.0,17.0,0.0,,,,,,,,,,,,,,,,,39.3,24136.0,164.0,0.0,,,,,,,,,,,,,39.2,10739.0,9.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.2,32276.0,8.0,0.0,40.4,19933.0,53.0,0.0,,,,,,,,,,,,,,,,,40.3,19176.0,130.0,0.0,40.7,21279.0,71.0,0.0,,,,,,,,,,,,,40.6,25637.0,414.0,0.0,,,,,,,,,42.4,23862.0,21.0,0.0,40.8,31219.0,42.0,0.0,,,,,38.9,14668.0,104.0,0.0,,,,,,,,,41.8,28523.0,20.0,0.0,41.5,26703.0,604.0,0.0,42.0,22459.0,32.0,0.0,40.6,16264.0,37.0,0.0,,,,,,,,,,,,,39.4,14965.0,177.0,0.0,,,,,37.7,16924.0,161.0,0.0,,,,,,,,,,,,,,,,,39.2,14347.0,34.0,0.0,44.3,21488.0,26.0,0.0,39.6,18677.0,550.0,0.0,,,,,,,,,,,,,,,,,42.3,32705.0,3.0,0.0,,,,
J,1C,,,,,47.3,2880.0,0.0,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.3,2880.0,0.0,0.27,,,,,40.8,2880.0,0.0,0.16,43.0,2880.0,0.0,0.27,,,,,,,,,,,,,,,,,,,,,37.4,578.0,4.0,0.55,,,,,,,,,47.4,2880.0,0.0,0.19,47.4,2880.0,0.0,0.23,,,,,46.3,2064.0,2.0,0.24,,,,,,,,,38.2,832.0,3.0,0.39,,,,,,,,,,,,,,,,,43.4,2880.0,0.0,0.22,,,,,,,,,,,,,,,,,,,,,,,,,44.2,2511.0,2.0,0.24,,,,,,,,,,,,,,,,,42.9,2880.0,0.0,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.8,2880.0,0.0,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J,2S,,,,,45.5,2880.0,0.0,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.2,2880.0,0.0,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.7,2880.0,0.0,0.08,44.9,2880.0,0.0,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J,5Q,,,,,50.2,2880.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,2880.0,0.0,0.0,,,,,44.3,2880.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.0,2880.0,0.0,0.0,50.6,2880.0,0.0,0.0,,,,,,,,,,,,,,,,,40.7,849.0,1.0,0.0,,,,,,,,,,,,,,,,,47.6,2880.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,31.7,1267.0,11.0,0.0,,,,,,,,,,,,,,,,,45.5,2880.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.2,2880.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R,2C,,,,,40.9,19816.0,184.0,0.99,41.3,20131.0,63.0,1.15,40.2,20153.0,222.0,1.59,41.0,22891.0,123.0,1.06,41.9,23057.0,79.0,0.96,40.9,25171.0,68.0,0.83,41.4,19756.0,94.0,1.06,40.4,20369.0,107.0,1.03,,,,,40.7,19517.0,60.0,1.05,42.0,17689.0,135.0,1.26,39.6,20308.0,114.0,1.48,38.9,21973.0,92.0,1.15,40.9,21741.0,88.0,1.14,40.6,21975.0,112.0,1.23,40.4,18420.0,120.0,1.42,40.9,19414.0,161.0,1.24,38.2,23007.0,182.0,1.11,42.2,22277.0,234.0,0.78,28.3,9061.0,205.0,1.86,40.7,19412.0,251.0,1.45,41.8,19569.0,137.0,1.0,41.3,24103.0,294.0,0.68,40.7,19821.0,92.0,1.15,40.3,21079.0,59.0,1.09,40.2,20684.0,270.0,1.36,41.5,22550.0,100.0,0.83,,,,,39.6,18802.0,166.0,1.49,,,,,40.5,19986.0,202.0,1.48,41.1,21522.0,147.0,1.51,39.7,20403.0,128.0,1.3,42.7,18753.0,190.0,0.87,41.7,19830.0,100.0,1.04,40.2,22149.0,68.0,1.11,41.5,23276.0,182.0,1.07,41.0,21009.0,79.0,1.0,41.0,19438.0,50.0,1.16,39.5,21322.0,141.0,1.04,39.9,20819.0,160.0,0.78,40.9,20432.0,164.0,1.29,40.7,20995.0,137.0,1.01,41.4,17747.0,85.0,1.22,41.0,19453.0,126.0,1.34,38.7,21941.0,142.0,1.63,39.5,19553.0,213.0,1.47,40.4,16322.0,174.0,1.97,41.7,20140.0,137.0,1.04,41.3,24531.0,247.0,0.81,41.0,24578.0,85.0,0.99,40.7,20190.0,188.0,1.16,39.0,19856.0,184.0,1.48,38.3,15578.0,148.0,1.21,41.9,20594.0,123.0,0.92,,,,,40.8,23304.0,129.0,1.01,41.6,21696.0,83.0,1.02,39.7,18770.0,410.0,1.43,41.3,18861.0,50.0,1.08,40.1,21213.0,131.0,1.3,43.4,21349.0,94.0,1.15,41.7,18306.0,134.0,1.0,41.5,19838.0,67.0,1.23,42.8,23139.0,98.0,0.91,39.7,19768.0,95.0,1.38,42.4,22876.0,161.0,0.83
C,6I,,,,,,,,,46.2,2956.0,11.0,0.0,40.4,6455.0,37.0,0.0,41.3,9252.0,45.0,0.0,,,,,,,,,,,,,45.0,3154.0,27.0,0.0,,,,,41.4,10727.0,17.0,0.0,,,,,,,,,40.8,22039.0,267.0,0.0,40.2,15104.0,118.0,0.0,,,,,40.9,15196.0,100.0,0.0,44.6,2250.0,33.0,0.0,,,,,,,,,27.0,2258.0,68.0,0.0,,,,,,,,,,,,,44.3,28597.0,32.0,0.0,44.0,32245.0,31.0,0.0,42.8,19868.0,79.0,0.0,,,,,,,,,,,,,,,,,42.3,19082.0,170.0,0.0,,,,,,,,,,,,,,,,,43.6,24771.0,301.0,0.0,42.0,13727.0,73.0,0.0,,,,,,,,,43.4,31158.0,82.0,0.0,,,,,41.0,14493.0,161.0,0.0,42.2,9276.0,505.0,0.0,,,,,44.7,28497.0,30.0,0.0,44.0,26553.0,627.0,0.0,43.8,22423.0,50.0,0.0,42.4,16214.0,59.0,0.0,,,,,,,,,41.4,5501.0,32.0,0.0,41.5,14745.0,86.0,0.0,43.0,25003.0,81.0,0.0,,,,,,,,,,,,,41.1,10338.0,24.0,0.0,,,,,41.9,14281.0,62.0,0.0,,,,,41.8,18512.0,603.0,0.0,,,,,,,,,43.3,18961.0,44.0,0.0,,,,,44.4,32697.0,7.0,0.0,,,,
E,1X,,,,,,,,,45.4,8829.0,10.0,0.19,39.9,10687.0,66.0,0.29,45.3,11502.0,20.0,0.25,,,,,45.1,11289.0,13.0,0.25,,,,,45.0,9442.0,25.0,0.25,,,,,45.0,9012.0,7.0,0.3,,,,,43.0,11771.0,14.0,0.21,44.3,11627.0,10.0,0.19,45.7,9788.0,12.0,0.18,45.8,10211.0,8.0,0.35,43.1,8672.0,14.0,0.21,45.5,8363.0,40.0,0.22,42.9,10852.0,24.0,0.35,,,,,37.7,6241.0,4.0,0.25,,,,,,,,,,,,,44.8,9204.0,9.0,0.21,44.8,10408.0,8.0,0.31,45.8,9469.0,16.0,0.35,,,,,,,,,,,,,,,,,44.8,9787.0,28.0,0.35,,,,,,,,,,,,,,,,,44.8,10639.0,13.0,0.22,45.3,10779.0,43.0,0.26,,,,,,,,,43.9,10553.0,14.0,0.38,,,,,44.4,9740.0,20.0,0.32,43.1,10915.0,3.0,0.23,,,,,45.8,8779.0,17.0,0.33,44.0,10816.0,25.0,0.3,44.1,9897.0,27.0,0.55,45.5,7689.0,20.0,0.55,,,,,,,,,44.5,9962.0,23.0,0.19,44.2,10240.0,59.0,0.32,42.9,11220.0,8.0,0.22,41.9,6462.0,9.0,0.39,,,,,,,,,45.4,10096.0,10.0,0.22,,,,,44.3,8752.0,54.0,0.54,,,,,44.8,10056.0,8.0,0.3,,,,,,,,,46.6,9916.0,8.0,0.33,,,,,44.6,10473.0,7.0,0.26,,,,
E,5X,,,,,,,,,45.9,8455.0,10.0,0.23,45.7,10146.0,76.0,0.34,44.4,10953.0,21.0,0.4,,,,,44.5,10255.0,13.0,0.24,,,,,46.7,9142.0,18.0,0.35,,,,,45.9,7866.0,7.0,0.25,,,,,42.8,10298.0,13.0,0.27,43.5,10297.0,12.0,0.22,47.4,8821.0,13.0,0.23,45.7,9430.0,8.0,0.35,36.9,7689.0,11.0,0.28,47.4,7495.0,41.0,0.3,43.5,9897.0,25.0,0.46,,,,,33.7,5789.0,11.0,0.23,,,,,,,,,,,,,46.2,7818.0,10.0,0.32,45.6,9124.0,11.0,0.27,47.0,8446.0,16.0,0.3,,,,,,,,,,,,,,,,,46.5,8646.0,26.0,0.36,,,,,,,,,,,,,,,,,45.6,9351.0,12.0,0.24,46.3,9775.0,38.0,0.31,,,,,,,,,45.1,9314.0,13.0,0.26,,,,,46.5,8465.0,15.0,0.26,45.4,10265.0,4.0,0.29,,,,,47.0,7663.0,20.0,0.32,45.9,9328.0,28.0,0.28,46.4,8459.0,26.0,0.51,46.4,6496.0,18.0,0.49,,,,,,,,,45.8,9463.0,19.0,0.25,46.4,8872.0,52.0,0.26,43.7,9769.0,13.0,0.28,45.8,5271.0,8.0,0.36,,,,,,,,,47.6,9241.0,13.0,0.3,,,,,45.9,7800.0,66.0,0.55,,,,,46.8,8758.0,5.0,0.26,,,,,,,,,46.8,9137.0,8.0,0.36,,,,,44.8,9146.0,7.0,0.23,,,,
E,7X,,,,,,,,,46.2,8455.0,10.0,0.0,45.7,10143.0,79.0,0.0,44.8,10954.0,21.0,0.0,,,,,44.8,10256.0,12.0,0.0,,,,,45.9,9143.0,18.0,0.0,,,,,45.6,7866.0,7.0,0.0,,,,,41.7,10298.0,12.0,0.0,43.8,10296.0,13.0,0.0,47.2,8821.0,13.0,0.0,45.5,9431.0,8.0,0.0,44.9,7690.0,11.0,0.0,47.3,7494.0,41.0,0.0,43.7,9896.0,25.0,0.0,,,,,29.8,5736.0,11.0,0.0,,,,,,,,,,,,,46.0,7818.0,10.0,0.0,45.5,9124.0,11.0,0.0,47.3,8453.0,14.0,0.0,,,,,,,,,,,,,,,,,45.8,8651.0,27.0,0.0,,,,,,,,,,,,,,,,,45.6,9351.0,12.0,0.0,46.4,9771.0,42.0,0.0,,,,,,,,,44.9,9314.0,13.0,0.0,,,,,45.6,8465.0,15.0,0.0,45.4,10265.0,4.0,0.0,,,,,46.8,7661.0,20.0,0.0,45.0,9329.0,29.0,0.0,46.1,8455.0,27.0,0.0,46.1,6496.0,18.0,0.0,,,,,,,,,43.7,9463.0,19.0,0.0,45.6,8871.0,52.0,0.0,43.1,9769.0,13.0,0.0,44.4,5271.0,8.0,0.0,,,,,,,,,47.1,9238.0,12.0,0.0,,,,,45.3,7796.0,68.0,0.0,,,,,46.1,8757.0,5.0,0.0,,,,,,,,,45.9,9137.0,8.0,0.0,,,,,46.0,9145.0,8.0,0.0,,,,
E,8X,,,,,,,,,50.4,8446.0,10.0,0.0,50.1,10134.0,66.0,0.0,49.2,10952.0,21.0,0.0,,,,,48.9,10256.0,12.0,0.0,,,,,50.7,9136.0,18.0,0.0,,,,,51.8,7415.0,7.0,0.0,,,,,48.1,10298.0,10.0,0.0,48.6,10193.0,12.0,0.0,51.9,8820.0,13.0,0.0,51.4,9325.0,8.0,0.0,44.4,7567.0,17.0,0.0,53.3,7419.0,35.0,0.0,49.3,9894.0,26.0,0.0,,,,,36.3,5739.0,10.0,0.0,,,,,,,,,,,,,50.5,7774.0,10.0,0.0,50.2,9071.0,11.0,0.0,51.8,8314.0,12.0,0.0,,,,,,,,,,,,,,,,,50.8,8424.0,19.0,0.0,,,,,,,,,,,,,,,,,51.3,9351.0,12.0,0.0,50.6,9777.0,38.0,0.0,,,,,,,,,50.8,9303.0,12.0,0.0,,,,,51.8,8465.0,15.0,0.0,49.9,10140.0,3.0,0.0,,,,,51.5,7663.0,20.0,0.0,49.9,9314.0,26.0,0.0,52.1,8363.0,24.0,0.0,51.0,6434.0,16.0,0.0,,,,,,,,,49.4,9462.0,18.0,0.0,51.8,8666.0,40.0,0.0,47.9,9715.0,11.0,0.0,50.5,5271.0,8.0,0.0,,,,,,,,,51.6,9231.0,12.0,0.0,,,,,51.5,7681.0,52.0,0.0,,,,,52.2,8742.0,2.0,0.0,,,,,,,,,52.0,9137.0,8.0,0.0,,,,,49.9,9131.0,7.0,0.0,,,,
G,2X,,,,,,,,,44.3,17724.0,55.0,0.29,43.4,17769.0,167.0,0.32,43.7,16702.0,79.0,0.37,,,,,43.4,20364.0,56.0,0.36,,,,,43.3,17903.0,113.0,0.32,,,,,43.4,17219.0,47.0,0.44,,,,,41.7,19842.0,110.0,0.33,42.5,20084.0,144.0,0.31,44.2,16993.0,72.0,0.27,43.5,16350.0,61.0,0.46,42.9,16160.0,136.0,0.33,44.1,16184.0,137.0,0.31,41.2,17638.0,88.0,0.46,,,,,29.1,9087.0,43.0,0.44,,,,,,,,,,,,,44.0,16342.0,110.0,0.32,43.2,18396.0,115.0,0.42,43.6,17341.0,185.0,0.57,,,,,,,,,,,,,,,,,42.7,17338.0,237.0,0.54,,,,,,,,,,,,,,,,,42.7,19099.0,136.0,0.45,43.7,18150.0,196.0,0.38,,,,,,,,,42.7,18401.0,115.0,0.48,,,,,43.1,18265.0,213.0,0.49,43.3,18993.0,144.0,0.34,,,,,44.1,15968.0,101.0,0.48,42.5,19219.0,148.0,0.49,43.4,16913.0,167.0,0.61,42.7,13679.0,136.0,0.65,,,,,,,,,43.0,19340.0,114.0,0.33,42.8,18838.0,254.0,0.53,42.7,17928.0,93.0,0.32,41.9,14176.0,99.0,0.54,,,,,,,,,44.1,17245.0,130.0,0.34,,,,,42.4,16140.0,409.0,0.64,,,,,42.6,18315.0,83.0,0.49,,,,,,,,,,,,,,,,,43.1,18479.0,85.0,0.46,,,,
