,,ABMF00GLP,ABMF00GLP,ABMF00GLP,ABMF00GLP,ALIC00AUS,ALIC00AUS,ALIC00AUS,ALIC00AUS,AREG00PER,AREG00PER,AREG00PER,AREG00PER,ASCG00SHN,ASCG00SHN,ASCG00SHN,ASCG00SHN,BRST00FRA,BRST00FRA,BRST00FRA,BRST00FRA,BRUX00BEL,BRUX00BEL,BRUX00BEL,BRUX00BEL,CAS100ATA,CAS100ATA,CAS100ATA,CAS100ATA,CEBR00ESP,CEBR00ESP,CEBR00ESP,CEBR00ESP,CHPG00BRA,CHPG00BRA,CHPG00BRA,CHPG00BRA,CIBG00IDN,CIBG00IDN,CIBG00IDN,CIBG00IDN,CKIS00COK,CKIS00COK,CKIS00COK,CKIS00COK,COCO00AUS,COCO00AUS,COCO00AUS,COCO00AUS,CUUT00THA,CUUT00THA,CUUT00THA,CUUT00THA,DJIG00DJI,DJIG00DJI,DJIG00DJI,DJIG00DJI,DYNG00GRC,DYNG00GRC,DYNG00GRC,DYNG00GRC,EBRE00ESP,EBRE00ESP,EBRE00ESP,EBRE00ESP,FTNA00WLF,FTNA00WLF,FTNA00WLF,FTNA00WLF,GAMB00PYF,GAMB00PYF,GAMB00PYF,GAMB00PYF,GANP00SVK,GANP00SVK,GANP00SVK,GANP00SVK,GRAC00FRA,GRAC00FRA,GRAC00FRA,GRAC00FRA,HARB00ZAF,HARB00ZAF,HARB00ZAF,HARB00ZAF,HKSL00HKG,HKSL00HKG,HKSL00HKG,HKSL00HKG,HKWS00HKG,HKWS00HKG,HKWS00HKG,HKWS00HKG,HOFN00ISL,HOFN00ISL,HOFN00ISL,HOFN00ISL,JFNG00CHN,JFNG00CHN,JFNG00CHN,JFNG00CHN,KARR00AUS,KARR00AUS,KARR00AUS,KARR00AUS,KIRI00KIR,KIRI00KIR,KIRI00KIR,KIRI00KIR,KIRU00SWE,KIRU00SWE,KIRU00SWE,KIRU00SWE,KOUG00GUF,KOUG00GUF,KOUG00GUF,KOUG00GUF,KOUR00GUF,KOUR00GUF,KOUR00GUF,KOUR00GUF,KRGG00ATF,KRGG00ATF,KRGG00ATF,KRGG00ATF,LAUT00FJI,LAUT00FJI,LAUT00FJI,LAUT00FJI,LMMF00MTQ,LMMF00MTQ,LMMF00MTQ,LMMF00MTQ,MAJU00MHL,MAJU00MHL,MAJU00MHL,MAJU00MHL,MAL200KEN,MAL200KEN,MAL200KEN,MAL200KEN,MARS00FRA,MARS00FRA,MARS00FRA,MARS00FRA,MAS100ESP,MAS100ESP,MAS100ESP,MAS100ESP,MCHL00AUS,MCHL00AUS,MCHL00AUS,MCHL00AUS,MGUE00ARG,MGUE00ARG,MGUE00ARG,MGUE00ARG,MOBS00AUS,MOBS00AUS,MOBS00AUS,MOBS00AUS,MRO100AUS,MRO100AUS,MRO100AUS,MRO100AUS,NICO00CYP,NICO00CYP,NICO00CYP,NICO00CYP,NIUM00NIU,NIUM00NIU,NIUM00NIU,NIUM00NIU,NNOR00AUS,NNOR00AUS,NNOR00AUS,NNOR00AUS,PERT00AUS,PERT00AUS,PERT00AUS,PERT00AUS,PNGM00PNG,PNGM00PNG,PNGM00PNG,PNGM00PNG,POHN00FSM,POHN00FSM,POHN00FSM,POHN00FSM,PTVL00VUT,PTVL00VUT,PTVL00VUT,PTVL00VUT,REDU00BEL,REDU00BEL,REDU00BEL,REDU00BEL,REUN00REU,REUN00REU,REUN00REU,REUN00REU,REYK00ISL,REYK00ISL,REYK00ISL,REYK00ISL,RGDG00ARG,RGDG00ARG,RGDG00ARG,RGDG00ARG,SAMO00WSM,SAMO00WSM,SAMO00WSM,SAMO00WSM,SEYG00SYC,SEYG00SYC,SEYG00SYC,SEYG00SYC,SOLO00SLB,SOLO00SLB,SOLO00SLB,SOLO00SLB,STJ300CAN,STJ300CAN,STJ300CAN,STJ300CAN,THTG00PYF,THTG00PYF,THTG00PYF,THTG00PYF,TLSE00FRA,TLSE00FRA,TLSE00FRA,TLSE00FRA,TLSG00FRA,TLSG00FRA,TLSG00FRA,TLSG00FRA,TONG00TON,TONG00TON,TONG00TON,TONG00TON,TOW200AUS,TOW200AUS,TOW200AUS,TOW200AUS,TUVA00TUV,TUVA00TUV,TUVA00TUV,TUVA00TUV,UNBN00CAN,UNBN00CAN,UNBN00CAN,UNBN00CAN,VILL00ESP,VILL00ESP,VILL00ESP,VILL00ESP,WARK00NZL,WARK00NZL,WARK00NZL,WARK00NZL,WTZR00DEU,WTZR00DEU,WTZR00DEU,WTZR00DEU,XMIS00AUS,XMIS00AUS,XMIS00AUS,XMIS00AUS,YEL200CAN,YEL200CAN,YEL200CAN,YEL200CAN
G,5Q,49.0,11482.0,170.0,0.0,49.5,11245.0,85.0,0.0,,,,,,,,,,,,,48.2,12137.0,24.0,0.0,,,,,48.9,10617.0,17.0,0.0,,,,,49.8,11756.0,30.0,0.0,,,,,46.2,7762.0,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.2,10027.0,57.0,0.0,,,,,48.7,10559.0,56.0,0.0,50.4,10023.0,23.0,0.0,50.3,11974.0,31.0,0.0,,,,,,,,,,,,,47.0,12789.0,31.0,0.0,49.9,12435.0,23.0,0.0,45.6,12295.0,44.0,0.0,50.2,11712.0,92.0,0.0,,,,,,,,,47.1,11941.0,22.0,0.0,45.0,12927.0,40.0,0.0,50.6,9242.0,61.0,0.0,47.8,11774.0,26.0,0.0,,,,,46.2,11093.0,20.0,0.0,31.7,2906.0,33.0,0.0,,,,,49.8,10444.0,40.0,0.0,,,,,47.5,10216.0,15.0,0.0,,,,,,,,,,,,,,,,,49.1,10338.0,14.0,0.0,,,,,50.3,11897.0,20.0,0.0,,,,,,,,,,,,,,,,,46.9,11450.0,31.0,0.0,49.7,11020.0,51.0,0.0,,,,,48.7,11054.0,11.0,0.0,,,,,46.6,11132.0,13.0,0.0,,,,,50.5,10322.0,13.0,0.0,49.0,10144.0,30.0,0.0,,,,,50.5,10363.0,13.0,0.0,,,,,46.4,13692.0,18.0,0.0
R,1C,43.0,19168.0,250.0,1.18,45.9,18732.0,201.0,1.16,45.3,20835.0,81.0,1.51,42.9,20241.0,250.0,1.58,45.4,22456.0,103.0,1.01,44.1,23512.0,44.0,0.87,44.4,25353.0,50.0,1.21,45.0,20458.0,78.0,1.26,45.2,19667.0,138.0,0.94,44.8,21161.0,83.0,1.56,45.4,20127.0,30.0,1.47,43.5,19159.0,75.0,1.35,43.1,18899.0,104.0,1.34,44.7,20430.0,86.0,1.29,45.2,21081.0,80.0,1.14,45.2,21579.0,88.0,1.27,41.5,20028.0,149.0,1.83,45.2,19608.0,124.0,1.07,44.4,22871.0,118.0,1.13,43.3,21994.0,97.0,0.94,34.9,9437.0,248.0,1.69,46.3,19101.0,69.0,1.09,46.7,18631.0,35.0,0.76,46.5,23448.0,50.0,0.79,45.6,19886.0,104.0,1.16,45.5,20966.0,60.0,1.31,42.8,22447.0,316.0,1.81,45.0,23733.0,107.0,1.06,44.3,20927.0,123.0,1.51,42.9,19915.0,173.0,1.44,46.7,22915.0,116.0,1.0,44.0,21561.0,182.0,1.92,42.7,21123.0,201.0,1.47,42.2,20751.0,153.0,1.74,42.6,20458.0,143.0,1.23,43.5,18389.0,151.0,1.32,46.1,21045.0,71.0,1.13,44.6,22233.0,51.0,1.22,46.3,21583.0,54.0,1.02,39.6,18019.0,77.0,1.14,43.8,21189.0,105.0,1.46,45.8,20166.0,87.0,1.33,44.1,21761.0,119.0,1.45,45.3,18430.0,67.0,1.19,45.8,19298.0,110.0,1.32,43.5,21911.0,111.0,1.24,43.4,20175.0,257.0,1.88,44.5,20240.0,249.0,1.65,45.4,20467.0,114.0,0.92,40.9,17511.0,104.0,1.37,46.4,23551.0,46.0,0.85,45.2,24813.0,76.0,0.88,44.6,21940.0,155.0,1.86,42.9,18728.0,109.0,1.31,41.4,19269.0,121.0,1.76,46.3,22304.0,155.0,0.87,46.2,18453.0,39.0,0.98,45.2,22971.0,82.0,1.19,44.4,22922.0,43.0,1.07,42.6,19139.0,639.0,1.61,46.5,19727.0,52.0,1.56,43.4,23318.0,176.0,1.85,44.9,20219.0,143.0,0.74,45.0,19253.0,156.0,1.4,45.3,20921.0,58.0,1.47,46.7,21989.0,40.0,0.75,44.6,20114.0,61.0,1.6,47.2,25179.0,50.0,0.64
R,2P,41.9,18934.0,299.0,1.25,41.3,18141.0,211.0,1.06,40.3,20508.0,153.0,1.38,39.0,19695.0,321.0,1.46,40.8,21789.0,154.0,0.95,42.4,22185.0,51.0,0.8,40.3,25079.0,112.0,0.94,41.8,19295.0,83.0,1.19,40.0,19386.0,187.0,1.03,39.6,20491.0,121.0,1.51,40.4,19853.0,54.0,1.34,43.0,14402.0,13.0,1.16,39.4,18031.0,124.0,1.38,39.6,19629.0,90.0,1.26,40.7,20362.0,120.0,1.03,40.5,20849.0,98.0,1.09,39.1,19688.0,193.0,1.43,40.5,18974.0,214.0,0.96,38.2,21747.0,236.0,1.11,42.1,21377.0,147.0,1.01,25.8,4149.0,363.0,2.74,40.9,18312.0,130.0,1.11,42.2,17974.0,56.0,0.69,41.1,22648.0,197.0,0.76,40.9,19081.0,117.0,1.12,40.6,20517.0,84.0,0.98,38.6,21754.0,345.0,1.74,41.8,22319.0,79.0,0.73,37.6,19911.0,278.0,1.53,39.9,18416.0,160.0,1.28,41.2,22511.0,231.0,1.04,39.4,20850.0,233.0,1.73,40.0,20821.0,321.0,1.28,41.0,19987.0,115.0,1.67,40.8,19315.0,98.0,1.11,42.3,17858.0,184.0,1.12,41.6,20034.0,102.0,0.78,39.7,21660.0,116.0,1.06,41.2,20536.0,112.0,0.88,41.9,17603.0,33.0,0.87,39.7,20613.0,130.0,1.18,40.2,19031.0,134.0,1.2,40.1,21342.0,164.0,1.3,42.3,17736.0,65.0,1.15,41.3,18808.0,132.0,1.06,38.5,20992.0,207.0,1.22,38.5,19329.0,243.0,1.8,39.6,19470.0,226.0,1.28,41.9,19114.0,69.0,0.83,40.5,17290.0,111.0,1.1,41.1,22728.0,152.0,0.85,40.2,24523.0,119.0,0.76,39.7,21368.0,192.0,1.58,39.2,18131.0,153.0,1.18,37.4,18523.0,204.0,1.54,42.1,21123.0,112.0,0.8,41.6,18314.0,63.0,0.84,40.3,22194.0,140.0,0.85,41.9,21593.0,77.0,1.08,39.2,18105.0,666.0,1.38,42.2,17226.0,21.0,1.42,38.6,22531.0,240.0,1.53,43.4,19895.0,134.0,1.0,42.1,17996.0,97.0,0.91,40.5,20644.0,94.0,1.36,42.7,21380.0,72.0,0.78,39.8,19728.0,83.0,1.56,42.8,24427.0,67.0,0.61
S,1C,43.8,11371.0,130.0,0.0,,,,,41.8,14113.0,7.0,0.69,47.4,8640.0,0.0,6.35,41.5,11549.0,457.0,0.0,,,,,,,,,44.5,11516.0,4.0,0.0,41.6,14350.0,37.0,1.24,46.6,11520.0,0.0,0.0,,,,,,,,,43.7,17016.0,22.0,0.43,43.0,13481.0,28.0,0.4,46.0,2880.0,0.0,6.16,,,,,38.5,11315.0,171.0,1.55,47.8,8640.0,0.0,0.76,37.3,2880.0,0.0,0.0,45.5,6190.0,319.0,0.0,33.3,8632.0,85.0,1.2,44.3,5760.0,0.0,0.0,44.6,5760.0,0.0,0.0,45.1,6223.0,315.0,0.0,41.2,11520.0,0.0,0.63,,,,,,,,,37.1,8528.0,5.0,0.0,47.1,11450.0,6.0,0.0,,,,,46.0,7658.0,350.0,0.0,,,,,40.8,17232.0,7.0,0.76,,,,,43.3,23040.0,0.0,0.0,46.0,6205.0,321.0,0.0,46.3,11581.0,0.0,0.0,,,,,41.8,17280.0,0.0,0.0,,,,,,,,,46.7,6213.0,323.0,0.0,,,,,40.4,11199.0,2.0,0.0,,,,,,,,,,,,,,,,,41.2,14400.0,0.0,0.0,44.5,11806.0,781.0,0.0,43.1,6246.0,330.0,0.0,36.6,9775.0,563.0,1.45,,,,,46.2,8900.0,122.0,0.83,,,,,42.3,14400.0,0.0,1.75,47.1,10048.0,7.0,0.0,40.6,8173.0,162.0,1.72,43.4,12785.0,2.0,2.13,,,,,,,,,,,,,42.8,11520.0,0.0,0.0,43.6,12971.0,2.0,0.0,,,,,47.1,6296.0,352.0,0.0,,,,,43.4,8640.0,0.0,1.04
C,1I,,,,,43.3,22974.0,16.0,0.0,,,,,,,,,,,,,,,,,39.4,24146.0,180.0,0.0,,,,,,,,,,,,,39.8,12063.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.4,31937.0,7.0,0.0,40.6,21147.0,46.0,0.0,,,,,,,,,,,,,,,,,40.4,20467.0,152.0,0.0,,,,,40.8,22831.0,63.0,0.0,,,,,,,,,,,,,41.1,26327.0,307.0,0.0,,,,,42.6,24454.0,15.0,0.0,41.2,31054.0,25.0,0.0,,,,,39.2,16249.0,53.0,0.0,,,,,42.2,28374.0,20.0,0.0,41.6,27437.0,603.0,0.0,41.9,23377.0,31.0,0.0,41.0,21966.0,42.0,0.0,,,,,,,,,,,,,,,,,39.7,16558.0,78.0,0.0,,,,,38.2,23019.0,186.0,0.0,,,,,,,,,,,,,,,,,39.6,15566.0,67.0,0.0,44.7,19557.0,16.0,0.0,40.0,19457.0,557.0,0.0,,,,,,,,,,,,,,,,,42.5,32009.0,3.0,0.0,,,,
J,1C,,,,,47.4,2880.0,0.0,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.3,2880.0,0.0,0.28,,,,,40.8,2880.0,0.0,0.16,42.9,2880.0,0.0,0.28,,,,,,,,,,,,,40.0,2880.0,0.0,0.37,,,,,37.9,535.0,5.0,0.62,,,,,,,,,47.4,2880.0,0.0,0.18,47.5,2880.0,0.0,0.22,,,,,46.5,2080.0,5.0,0.24,,,,,,,,,38.3,853.0,3.0,0.36,,,,,,,,,,,,,,,,,,,,,43.3,2880.0,0.0,0.23,,,,,,,,,,,,,,,,,,,,,44.4,2450.0,0.0,0.25,,,,,,,,,,,,,42.9,2880.0,0.0,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.8,2880.0,0.0,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J,2S,,,,,45.5,2880.0,0.0,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.1,2880.0,0.0,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.9,2880.0,0.0,0.08,45.0,2880.0,0.0,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J,5Q,,,,,50.1,2880.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.9,2880.0,0.0,0.0,,,,,44.2,2880.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.3,2880.0,0.0,0.0,50.6,2880.0,0.0,0.0,,,,,,,,,,,,,,,,,40.9,874.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,47.7,2880.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,31.6,1272.0,9.0,0.0,,,,,,,,,,,,,45.4,2880.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.2,2880.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R,2C,,,,,41.7,18281.0,227.0,1.14,40.8,20704.0,124.0,1.28,39.5,20078.0,283.0,1.52,41.5,22373.0,120.0,0.94,42.2,22609.0,49.0,0.82,40.9,25282.0,68.0,1.15,41.5,19668.0,95.0,1.25,40.6,19577.0,158.0,0.88,,,,,40.9,20071.0,35.0,1.36,42.2,16568.0,65.0,1.33,40.0,18829.0,118.0,1.31,40.1,20313.0,105.0,1.15,41.4,21044.0,88.0,1.16,41.0,21494.0,93.0,1.17,39.7,19947.0,163.0,1.93,40.8,19376.0,172.0,1.11,38.8,22647.0,179.0,1.05,42.6,21790.0,160.0,0.88,26.3,7368.0,154.0,1.86,41.4,18757.0,149.0,1.22,42.7,18458.0,61.0,0.7,41.6,23126.0,188.0,0.83,41.7,19483.0,113.0,1.16,41.2,20744.0,64.0,1.05,39.3,22114.0,326.0,1.7,41.5,22910.0,113.0,1.0,,,,,39.5,18658.0,173.0,1.51,,,,,39.8,21377.0,181.0,1.75,40.6,20976.0,262.0,1.25,40.6,20377.0,122.0,1.63,40.3,19871.0,112.0,1.19,42.7,18218.0,179.0,1.1,41.2,20564.0,103.0,1.13,40.2,22135.0,74.0,1.16,40.8,20784.0,115.0,1.06,41.3,17926.0,62.0,1.13,40.3,20929.0,111.0,1.2,40.7,19427.0,135.0,1.08,40.6,21629.0,124.0,1.37,41.9,17987.0,74.0,1.31,41.7,19147.0,121.0,1.13,39.1,21593.0,131.0,1.16,39.3,19728.0,239.0,1.62,40.1,19980.0,236.0,1.38,41.6,19584.0,90.0,0.92,41.1,17484.0,102.0,1.23,41.5,23201.0,140.0,0.82,40.8,24745.0,89.0,0.83,40.1,21780.0,176.0,1.71,39.7,18681.0,109.0,1.25,38.5,19155.0,122.0,1.57,41.7,21616.0,125.0,0.93,,,,,40.9,22914.0,91.0,1.12,41.5,22191.0,65.0,1.01,39.6,18554.0,713.0,1.52,41.6,18653.0,37.0,1.55,39.1,23116.0,185.0,1.69,43.8,20165.0,156.0,0.81,41.7,18556.0,135.0,1.25,41.0,20859.0,68.0,1.35,43.1,21850.0,67.0,0.76,40.5,19963.0,75.0,1.66,42.5,24850.0,61.0,0.66
C,6I,,,,,,,,,47.5,3082.0,1.0,0.0,39.3,5263.0,63.0,0.0,41.0,8220.0,25.0,0.0,,,,,,,,,,,,,47.3,2528.0,9.0,0.0,,,,,42.0,12049.0,11.0,0.0,,,,,,,,,40.5,20643.0,236.0,0.0,40.1,13611.0,111.0,0.0,,,,,41.2,16296.0,107.0,0.0,44.2,3728.0,76.0,0.0,,,,,,,,,30.9,1107.0,21.0,0.0,,,,,,,,,,,,,44.3,28770.0,44.0,0.0,44.2,31916.0,26.0,0.0,42.7,21077.0,84.0,0.0,,,,,,,,,,,,,,,,,42.4,20392.0,201.0,0.0,45.9,3221.0,21.0,0.0,,,,,,,,,,,,,,,,,43.5,25569.0,239.0,0.0,,,,,,,,,43.5,31004.0,63.0,0.0,,,,,41.4,16089.0,142.0,0.0,,,,,44.8,28342.0,40.0,0.0,44.1,27237.0,644.0,0.0,44.1,23340.0,43.0,0.0,42.8,21917.0,58.0,0.0,,,,,44.3,17039.0,296.0,0.0,,,,,41.9,5487.0,38.0,0.0,41.8,16456.0,64.0,0.0,42.9,24287.0,104.0,0.0,,,,,,,,,,,,,40.3,9282.0,19.0,0.0,,,,,42.3,15443.0,94.0,0.0,,,,,42.0,19292.0,538.0,0.0,,,,,,,,,43.4,19951.0,54.0,0.0,,,,,44.5,32004.0,7.0,0.0,,,,
E,1X,,,,,,,,,45.6,9829.0,19.0,0.19,38.2,9209.0,51.0,0.32,45.3,9852.0,16.0,0.24,,,,,45.2,11486.0,12.0,0.23,,,,,44.9,10129.0,33.0,0.26,,,,,45.2,8774.0,10.0,0.3,,,,,42.7,11104.0,19.0,0.22,43.6,11994.0,10.0,0.21,45.3,10010.0,8.0,0.18,45.9,9747.0,8.0,0.33,42.8,8127.0,18.0,0.23,45.9,8085.0,42.0,0.21,43.1,10484.0,27.0,0.33,,,,,36.7,5202.0,2.0,0.26,,,,,,,,,,,,,44.7,9269.0,7.0,0.22,44.5,10598.0,10.0,0.3,44.6,9764.0,37.0,0.41,,,,,,,,,,,,,,,,,44.6,9199.0,35.0,0.35,44.6,10520.0,56.0,0.26,,,,,,,,,,,,,,,,,45.2,9945.0,9.0,0.21,,,,,,,,,43.8,10376.0,16.0,0.37,,,,,44.2,9543.0,30.0,0.34,,,,,45.3,9348.0,19.0,0.36,44.9,10004.0,10.0,0.29,45.1,9187.0,12.0,0.47,45.1,8816.0,20.0,0.55,,,,,44.7,10326.0,38.0,0.26,,,,,44.6,10705.0,21.0,0.19,44.2,9501.0,32.0,0.32,43.7,10150.0,7.0,0.2,42.4,7250.0,5.0,0.39,,,,,,,,,45.2,10268.0,12.0,0.22,,,,,43.9,8139.0,146.0,0.64,,,,,44.2,9565.0,21.0,0.42,,,,,,,,,46.2,8176.0,16.0,0.34,,,,,44.2,10064.0,36.0,0.32,,,,
E,5X,,,,,,,,,45.7,9491.0,9.0,0.22,46.6,8452.0,60.0,0.35,44.2,9183.0,20.0,0.38,,,,,44.5,10280.0,12.0,0.22,,,,,46.3,9474.0,47.0,0.33,,,,,46.5,7900.0,12.0,0.25,,,,,43.0,9292.0,17.0,0.29,42.7,10566.0,10.0,0.25,47.0,8913.0,9.0,0.23,45.9,8758.0,7.0,0.34,36.7,7161.0,18.0,0.36,47.6,7763.0,43.0,0.29,43.5,9366.0,28.0,0.42,,,,,31.9,4687.0,5.0,0.21,,,,,,,,,,,,,46.1,7896.0,9.0,0.32,45.1,9282.0,11.0,0.27,46.0,8610.0,36.0,0.33,,,,,,,,,,,,,,,,,46.2,8158.0,32.0,0.35,45.2,10457.0,72.0,0.34,,,,,,,,,,,,,,,,,45.9,8774.0,12.0,0.24,,,,,,,,,44.8,9128.0,15.0,0.31,,,,,46.5,8371.0,28.0,0.31,,,,,46.3,8278.0,18.0,0.35,47.1,8651.0,6.0,0.26,47.0,8114.0,9.0,0.44,45.9,7776.0,20.0,0.47,,,,,39.3,8964.0,37.0,0.4,,,,,45.8,10108.0,17.0,0.25,46.5,8328.0,33.0,0.28,44.9,8549.0,10.0,0.25,45.6,6389.0,8.0,0.35,,,,,,,,,47.2,9331.0,11.0,0.3,,,,,45.8,7106.0,148.0,0.59,,,,,46.0,8357.0,21.0,0.3,,,,,,,,,46.3,7475.0,17.0,0.35,,,,,44.4,8644.0,40.0,0.3,,,,
E,7X,,,,,,,,,46.1,9492.0,8.0,0.0,46.7,8451.0,61.0,0.0,44.6,9183.0,18.0,0.0,,,,,44.8,10279.0,13.0,0.0,,,,,45.6,9464.0,55.0,0.0,,,,,46.1,7901.0,11.0,0.0,,,,,41.9,9292.0,17.0,0.0,43.0,10567.0,11.0,0.0,46.8,8913.0,9.0,0.0,45.7,8757.0,8.0,0.0,44.7,7164.0,19.0,0.0,47.5,7764.0,43.0,0.0,43.9,9364.0,28.0,0.0,,,,,28.0,4463.0,4.0,0.0,,,,,,,,,,,,,46.1,7896.0,9.0,0.0,45.1,9282.0,11.0,0.0,46.1,8612.0,38.0,0.0,,,,,,,,,,,,,,,,,45.5,8155.0,31.0,0.0,44.9,10450.0,72.0,0.0,,,,,,,,,,,,,,,,,45.9,8774.0,12.0,0.0,,,,,,,,,44.6,9128.0,15.0,0.0,,,,,45.5,8368.0,28.0,0.0,,,,,46.1,8277.0,18.0,0.0,46.2,8651.0,6.0,0.0,46.7,8117.0,9.0,0.0,45.4,7781.0,20.0,0.0,,,,,45.9,9017.0,43.0,0.0,,,,,43.7,10108.0,17.0,0.0,45.7,8328.0,34.0,0.0,44.4,8551.0,8.0,0.0,44.2,6389.0,8.0,0.0,,,,,,,,,46.7,9331.0,11.0,0.0,,,,,45.1,7098.0,156.0,0.0,,,,,45.3,8356.0,21.0,0.0,,,,,,,,,45.4,7475.0,17.0,0.0,,,,,45.5,8642.0,40.0,0.0,,,,
E,8X,,,,,,,,,50.4,9349.0,8.0,0.0,51.6,8233.0,45.0,0.0,48.9,9182.0,20.0,0.0,,,,,49.0,10236.0,12.0,0.0,,,,,50.2,9477.0,41.0,0.0,,,,,52.3,7676.0,9.0,0.0,,,,,48.3,9218.0,18.0,0.0,47.8,10216.0,10.0,0.0,51.4,8883.0,8.0,0.0,51.5,8622.0,7.0,0.0,44.2,7082.0,31.0,0.0,53.5,7694.0,35.0,0.0,49.4,9368.0,26.0,0.0,,,,,34.4,4683.0,5.0,0.0,,,,,,,,,,,,,50.5,7865.0,8.0,0.0,49.7,9264.0,11.0,0.0,50.5,8422.0,29.0,0.0,,,,,,,,,,,,,,,,,50.3,8028.0,26.0,0.0,49.1,10473.0,69.0,0.0,,,,,,,,,,,,,,,,,51.6,8766.0,12.0,0.0,,,,,,,,,50.5,9127.0,15.0,0.0,,,,,52.1,7993.0,24.0,0.0,,,,,50.8,8250.0,17.0,0.0,51.1,8506.0,4.0,0.0,52.6,8111.0,8.0,0.0,50.4,7692.0,16.0,0.0,,,,,48.3,8986.0,40.0,0.0,,,,,49.3,10107.0,17.0,0.0,52.1,8039.0,22.0,0.0,49.1,8552.0,7.0,0.0,50.4,6369.0,8.0,0.0,,,,,,,,,51.2,9330.0,11.0,0.0,,,,,51.4,6934.0,133.0,0.0,,,,,51.3,8355.0,18.0,0.0,,,,,,,,,51.5,7452.0,17.0,0.0,,,,,49.6,8497.0,38.0,0.0,,,,
G,2X,,,,,,,,,44.1,17701.0,71.0,0.3,43.5,17780.0,128.0,0.31,43.8,16703.0,75.0,0.36,,,,,43.4,20350.0,54.0,0.36,,,,,43.3,17675.0,234.0,0.32,,,,,43.5,17182.0,56.0,0.44,,,,,41.7,19835.0,112.0,0.34,42.5,20115.0,132.0,0.31,44.1,16983.0,65.0,0.27,43.5,16341.0,74.0,0.46,42.9,16172.0,124.0,0.34,44.1,16190.0,132.0,0.36,41.5,17556.0,97.0,0.43,,,,,27.7,6392.0,19.0,0.45,,,,,,,,,,,,,44.2,16376.0,117.0,0.31,43.1,18361.0,123.0,0.42,43.7,17313.0,172.0,0.54,,,,,,,,,,,,,,,,,42.7,17382.0,222.0,0.55,42.5,19773.0,187.0,0.39,,,,,,,,,,,,,,,,,42.6,19095.0,127.0,0.4,,,,,,,,,42.5,18418.0,105.0,0.48,,,,,43.2,18309.0,172.0,0.45,,,,,44.1,15949.0,129.0,0.49,42.7,19220.0,145.0,0.47,43.4,16857.0,185.0,0.63,43.1,16367.0,156.0,0.67,,,,,43.7,17021.0,129.0,0.34,,,,,43.0,19333.0,116.0,0.32,42.8,18944.0,187.0,0.52,42.7,17998.0,76.0,0.29,42.3,17100.0,87.0,0.52,,,,,,,,,44.0,17263.0,96.0,0.32,,,,,42.7,15414.0,598.0,0.72,,,,,42.5,18318.0,83.0,0.49,,,,,,,,,,,,,,,,,43.2,18452.0,107.0,0.45,,,,
