,,CAS100ATA,CAS100ATA,CAS100ATA,CAS100ATA,CEBR00ESP,CEBR00ESP,CEBR00ESP,CEBR00ESP,CKIS00COK,CKIS00COK,CKIS00COK,CKIS00COK,COCO00AUS,COCO00AUS,COCO00AUS,COCO00AUS,EBRE00ESP,EBRE00ESP,EBRE00ESP,EBRE00ESP,GANP00SVK,GANP00SVK,GANP00SVK,GANP00SVK,HKSL00HKG,HKSL00HKG,HKSL00HKG,HKSL00HKG,HKWS00HKG,HKWS00HKG,HKWS00HKG,HKWS00HKG,HOFN00ISL,HOFN00ISL,HOFN00ISL,HOFN00ISL,KARR00AUS,KARR00AUS,KARR00AUS,KARR00AUS,KIRI00KIR,KIRI00KIR,KIRI00KIR,KIRI00KIR,KIRU00SWE,KIRU00SWE,KIRU00SWE,KIRU00SWE,KOUR00GUF,KOUR00GUF,KOUR00GUF,KOUR00GUF,MAL200KEN,MAL200KEN,MAL200KEN,MAL200KEN,MAS100ESP,MAS100ESP,MAS100ESP,MAS100ESP,MGUE00ARG,MGUE00ARG,MGUE00ARG,MGUE00ARG,MRO100AUS,MRO100AUS,MRO100AUS,MRO100AUS,NICO00CYP,NICO00CYP,NICO00CYP,NICO00CYP,NNOR00AUS,NNOR00AUS,NNOR00AUS,NNOR00AUS,OHI300ATA,OHI300ATA,OHI300ATA,OHI300ATA,PERT00AUS,PERT00AUS,PERT00AUS,PERT00AUS,PNGM00PNG,PNGM00PNG,PNGM00PNG,PNGM00PNG,POHN00FSM,POHN00FSM,POHN00FSM,POHN00FSM,PTVL00VUT,PTVL00VUT,PTVL00VUT,PTVL00VUT,REDU00BEL,REDU00BEL,REDU00BEL,REDU00BEL,REYK00ISL,REYK00ISL,REYK00ISL,REYK00ISL,SAMO00WSM,SAMO00WSM,SAMO00WSM,SAMO00WSM,SOLO00SLB,SOLO00SLB,SOLO00SLB,SOLO00SLB,TONG00TON,TONG00TON,TONG00TON,TONG00TON,TOW200AUS,TOW200AUS,TOW200AUS,TOW200AUS,VILL00ESP,VILL00ESP,VILL00ESP,VILL00ESP,WARK00NZL,WARK00NZL,WARK00NZL,WARK00NZL,WTZR00DEU,WTZR00DEU,WTZR00DEU,WTZR00DEU,XMIS00AUS,XMIS00AUS,XMIS00AUS,XMIS00AUS,YAR200AUS,YAR200AUS,YAR200AUS,YAR200AUS
,,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath
C,2I,,,,,40.1,8541.0,32.0,0.5,,,,,43.7,27236.0,9.0,0.18,39.7,8458.0,25.0,0.64,39.2,14269.0,176.0,0.54,45.2,22999.0,41.0,0.18,45.7,22789.0,27.0,0.15,,,,,,,,,,,,,42.4,14380.0,53.0,0.43,43.1,2227.0,15.0,0.39,40.1,22886.0,54.0,0.41,43.3,7088.0,9.0,0.43,46.4,2052.0,5.0,0.33,,,,,,,,,44.0,33119.0,32.0,0.28,41.4,6022.0,16.0,0.35,,,,,,,,,,,,,,,,,41.3,11546.0,16.0,0.45,41.9,7755.0,12.0,0.3,,,,,,,,,,,,,,,,,40.4,8531.0,14.0,0.51,40.5,19785.0,32.0,0.59,42.6,13009.0,11.0,0.28,,,,,,,,
E,1C,,,,,44.6,8125.0,19.0,0.26,,,,,39.7,5123.0,4.0,0.15,,,,,,,,,48.2,4616.0,17.0,0.47,48.6,4564.0,11.0,0.35,49.0,7533.0,14.0,0.37,,,,,,,,,43.8,10320.0,47.0,0.32,43.0,7751.0,32.0,0.23,41.2,9401.0,51.0,0.25,45.3,9128.0,28.0,0.31,45.8,7183.0,5.0,0.2,,,,,49.5,9118.0,8.0,0.25,43.5,8256.0,25.0,0.26,49.8,7808.0,30.0,0.37,,,,,,,,,,,,,,,,,44.2,8750.0,24.0,0.24,49.8,9229.0,14.0,0.3,,,,,,,,,,,,,42.6,4157.0,1.0,0.22,44.9,7820.0,24.0,0.26,,,,,49.8,8099.0,13.0,0.33,,,,,39.4,9252.0,22.0,0.09
E,5Q,,,,,45.4,7862.0,15.0,0.23,,,,,40.6,3506.0,4.0,0.1,,,,,,,,,45.3,4579.0,25.0,0.56,47.1,4559.0,11.0,0.33,48.0,6704.0,21.0,0.42,,,,,,,,,44.4,9565.0,18.0,0.27,42.3,7422.0,21.0,0.21,42.1,8806.0,31.0,0.21,44.2,8494.0,32.0,0.2,43.1,6523.0,7.0,0.16,,,,,47.8,8729.0,12.0,0.23,44.0,7210.0,18.0,0.23,48.2,7772.0,39.0,0.39,,,,,,,,,,,,,,,,,45.4,8118.0,11.0,0.19,48.3,8977.0,14.0,0.23,,,,,,,,,,,,,41.7,3252.0,1.0,0.15,45.8,7556.0,17.0,0.26,,,,,48.4,8087.0,17.0,0.25,,,,,32.7,4298.0,69.0,0.18
E,7Q,,,,,45.2,7853.0,18.0,0.0,,,,,41.5,3362.0,2.0,0.0,,,,,,,,,44.8,4548.0,35.0,0.0,46.9,4556.0,12.0,0.0,49.3,6716.0,13.0,0.0,,,,,,,,,44.4,9546.0,16.0,0.0,42.5,7425.0,21.0,0.0,42.8,8805.0,28.0,0.0,44.4,8500.0,28.0,0.0,44.1,6528.0,8.0,0.0,,,,,49.1,8752.0,12.0,0.0,44.5,7221.0,16.0,0.0,49.6,7777.0,35.0,0.0,,,,,,,,,,,,,,,,,45.3,8112.0,13.0,0.0,49.5,8979.0,13.0,0.0,,,,,,,,,,,,,42.3,3199.0,2.0,0.0,45.9,7555.0,8.0,0.0,,,,,47.9,8087.0,14.0,0.0,,,,,42.2,8262.0,13.0,0.0
E,8Q,,,,,48.2,7903.0,12.0,0.0,,,,,,,,,,,,,,,,,41.0,4563.0,14.0,0.0,43.3,4562.0,11.0,0.0,45.0,6692.0,23.0,0.0,,,,,,,,,47.4,9454.0,11.0,0.0,45.1,7552.0,20.0,0.0,45.3,8882.0,14.0,0.0,47.2,8542.0,15.0,0.0,46.5,6532.0,4.0,0.0,,,,,44.8,8760.0,8.0,0.0,47.1,7274.0,12.0,0.0,45.4,7783.0,31.0,0.0,,,,,,,,,,,,,,,,,48.3,8153.0,9.0,0.0,45.5,8963.0,15.0,0.0,,,,,,,,,,,,,45.9,479.0,0.0,0.0,48.8,7602.0,10.0,0.0,,,,,45.0,8095.0,13.0,0.0,,,,,44.6,5533.0,5.0,0.0
G,1W,,,,,31.8,27774.0,70.0,0.37,,,,,30.8,31676.0,58.0,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.8,33213.0,190.0,0.42,27.6,32559.0,85.0,0.36,27.4,33077.0,85.0,0.33,32.2,30079.0,102.0,0.41,32.3,30129.0,43.0,0.33,,,,,,,,,31.6,27334.0,98.0,0.4,,,,,,,,,,,,,,,,,,,,,32.0,28267.0,64.0,0.36,,,,,,,,,,,,,,,,,32.3,31189.0,50.0,0.33,32.7,25949.0,69.0,0.41,,,,,,,,,,,,,25.9,29328.0,33.0,0.23
G,2L,,,,,42.2,15552.0,62.0,0.36,,,,,41.7,17056.0,99.0,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.1,19325.0,152.0,0.39,39.5,18812.0,146.0,0.4,40.0,19420.0,87.0,0.31,41.7,16831.0,90.0,0.36,41.1,17145.0,50.0,0.32,,,,,,,,,41.6,16062.0,74.0,0.42,,,,,,,,,,,,,,,,,,,,,42.1,15844.0,67.0,0.36,,,,,,,,,,,,,,,,,41.1,17053.0,38.0,0.35,42.6,14636.0,79.0,0.38,,,,,,,,,,,,,39.5,16960.0,42.0,0.29
G,5Q,,,,,49.0,9720.0,11.0,0.0,,,,,47.3,9118.0,14.0,0.0,,,,,,,,,48.8,10565.0,46.0,0.0,50.4,10066.0,14.0,0.0,50.4,11938.0,25.0,0.0,,,,,,,,,47.4,12047.0,31.0,0.0,45.3,11396.0,36.0,0.0,45.2,11749.0,21.0,0.0,47.7,10704.0,35.0,0.0,46.4,10257.0,19.0,0.0,,,,,49.9,10469.0,36.0,0.0,47.6,9550.0,14.0,0.0,50.5,10960.0,32.0,0.0,,,,,,,,,,,,,,,,,49.0,9549.0,10.0,0.0,50.4,11627.0,21.0,0.0,,,,,,,,,,,,,46.6,9521.0,12.0,0.0,49.0,9345.0,31.0,0.0,,,,,50.5,10248.0,16.0,0.0,,,,,34.4,8429.0,35.0,0.0
S,1C,,,,,44.6,8640.0,0.0,0.0,,,,,,,,,,,,,38.8,2880.0,0.0,0.0,44.5,5760.0,0.0,0.0,44.2,5760.0,0.0,0.0,45.0,5760.0,0.0,0.0,,,,,,,,,35.6,7506.0,9.0,0.0,,,,,42.0,19669.0,3.0,0.0,45.4,9462.0,3.0,0.0,42.0,17272.0,3.0,0.0,,,,,46.5,5760.0,0.0,0.0,40.7,10941.0,3.0,0.0,41.8,8443.0,592.0,0.0,,,,,,,,,,,,,,,,,40.6,11516.0,1.0,0.0,43.4,5760.0,0.0,0.0,,,,,,,,,,,,,,,,,43.3,10228.0,2.0,0.0,,,,,46.6,5760.0,0.0,0.0,,,,,,,,
C,6I,,,,,,,,,41.6,11271.0,10.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,44.3,29046.0,67.0,0.0,42.7,20852.0,104.0,0.0,,,,,,,,,,,,,,,,,,,,,43.8,30484.0,153.0,0.0,,,,,,,,,,,,,44.7,28088.0,50.0,0.0,44.1,27154.0,488.0,0.0,44.2,23214.0,59.0,0.0,42.7,21937.0,74.0,0.0,,,,,,,,,41.7,15653.0,102.0,0.0,,,,,42.2,15203.0,33.0,0.0,,,,,,,,,43.4,19757.0,48.0,0.0,,,,,43.9,29300.0,56.0,0.0,,,,
J,2L,,,,,,,,,,,,,39.9,2880.0,0.0,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.1,800.0,3.0,0.51,,,,,,,,,,,,,,,,,,,,,,,,,40.6,2880.0,0.0,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.9,2880.0,0.0,0.2,,,,,,,,,,,,,,,,,38.8,2880.0,0.0,0.26
J,5Q,,,,,,,,,,,,,44.6,2880.0,0.0,0.0,,,,,,,,,49.3,2880.0,0.0,0.0,50.6,2880.0,0.0,0.0,,,,,,,,,,,,,40.7,863.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,45.6,2880.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.3,2880.0,0.0,0.0,,,,,,,,,,,,,,,,,34.6,1905.0,17.0,0.0
R,3Q,,,,,,,,,,,,,42.2,906.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.1,353.0,0.0,0.0,,,,,,,,,,,,,,,,,41.5,905.0,2.0,0.0
G,2S,,,,,,,,,,,,,,,,,,,,,,,,,42.7,17770.0,75.0,0.19,44.2,16975.0,20.0,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.0,18252.0,43.0,0.14,,,,,,,,,,,,,,,,,,,,,44.4,19245.0,37.0,0.15,,,,,,,,,,,,,,,,,,,,,,,,,45.5,17240.0,31.0,0.13,,,,,,,,
J,2S,,,,,,,,,,,,,,,,,,,,,,,,,43.7,2880.0,0.0,0.08,44.8,2880.0,0.0,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J,1X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.9,2880.0,0.0,0.37,,,,,,,,,,,,,,,,,,,,,46.1,2879.0,1.0,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S,2I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.9,2407.0,1.0,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S,7I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.1,2407.0,1.0,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
