,,CAS100ATA,CAS100ATA,CAS100ATA,CAS100ATA,CEBR00ESP,CEBR00ESP,CEBR00ESP,CEBR00ESP,CKIS00COK,CKIS00COK,CKIS00COK,CKIS00COK,COCO00AUS,COCO00AUS,COCO00AUS,COCO00AUS,CUUT00THA,CUUT00THA,CUUT00THA,CUUT00THA,EBRE00ESP,EBRE00ESP,EBRE00ESP,EBRE00ESP,GANP00SVK,GANP00SVK,GANP00SVK,GANP00SVK,HKSL00HKG,HKSL00HKG,HKSL00HKG,HKSL00HKG,HKWS00HKG,HKWS00HKG,HKWS00HKG,HKWS00HKG,HOFN00ISL,HOFN00ISL,HOFN00ISL,HOFN00ISL,KARR00AUS,KARR00AUS,KARR00AUS,KARR00AUS,KIRI00KIR,KIRI00KIR,KIRI00KIR,KIRI00KIR,KIRU00SWE,KIRU00SWE,KIRU00SWE,KIRU00SWE,KOUR00GUF,KOUR00GUF,KOUR00GUF,KOUR00GUF,MAL200KEN,MAL200KEN,MAL200KEN,MAL200KEN,MAS100ESP,MAS100ESP,MAS100ESP,MAS100ESP,MGUE00ARG,MGUE00ARG,MGUE00ARG,MGUE00ARG,MOBS00AUS,MOBS00AUS,MOBS00AUS,MOBS00AUS,MRO100AUS,MRO100AUS,MRO100AUS,MRO100AUS,NICO00CYP,NICO00CYP,NICO00CYP,NICO00CYP,NNOR00AUS,NNOR00AUS,NNOR00AUS,NNOR00AUS,OHI300ATA,OHI300ATA,OHI300ATA,OHI300ATA,PERT00AUS,PERT00AUS,PERT00AUS,PERT00AUS,PNGM00PNG,PNGM00PNG,PNGM00PNG,PNGM00PNG,POHN00FSM,POHN00FSM,POHN00FSM,POHN00FSM,PTVL00VUT,PTVL00VUT,PTVL00VUT,PTVL00VUT,REDU00BEL,REDU00BEL,REDU00BEL,REDU00BEL,REYK00ISL,REYK00ISL,REYK00ISL,REYK00ISL,SAMO00WSM,SAMO00WSM,SAMO00WSM,SAMO00WSM,SOLO00SLB,SOLO00SLB,SOLO00SLB,SOLO00SLB,TONG00TON,TONG00TON,TONG00TON,TONG00TON,TOW200AUS,TOW200AUS,TOW200AUS,TOW200AUS,VILL00ESP,VILL00ESP,VILL00ESP,VILL00ESP,WARK00NZL,WARK00NZL,WARK00NZL,WARK00NZL,WTZR00DEU,WTZR00DEU,WTZR00DEU,WTZR00DEU,XMIS00AUS,XMIS00AUS,XMIS00AUS,XMIS00AUS,YAR200AUS,YAR200AUS,YAR200AUS,YAR200AUS
,,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath
E,1C,,,,,43.8,7590.0,27.0,0.27,,,,,42.2,2096.0,0.0,0.11,,,,,,,,,,,,,49.7,2905.0,102.0,0.69,50.2,2571.0,52.0,0.5,49.1,6962.0,21.0,0.35,,,,,,,,,43.3,8360.0,41.0,0.3,42.1,10362.0,46.0,0.25,41.3,8518.0,16.0,0.24,44.6,8707.0,37.0,0.36,44.9,10323.0,21.0,0.2,42.7,9030.0,20.0,0.1,,,,,49.5,7419.0,7.0,0.23,44.9,7936.0,20.0,0.24,49.6,8933.0,21.0,0.27,,,,,,,,,,,,,,,,,44.3,7096.0,32.0,0.27,49.7,7762.0,22.0,0.28,,,,,,,,,,,,,43.7,3155.0,2.0,0.3,44.2,7161.0,20.0,0.26,,,,,49.7,7161.0,13.0,0.3,,,,,41.5,8179.0,6.0,0.09
E,5Q,,,,,44.5,6652.0,18.0,0.24,,,,,41.4,1679.0,0.0,0.08,,,,,,,,,,,,,46.8,2879.0,88.0,0.62,49.0,2565.0,48.0,0.52,47.9,6122.0,25.0,0.4,,,,,,,,,43.7,7720.0,22.0,0.27,42.1,9012.0,33.0,0.23,42.3,7589.0,14.0,0.17,43.6,7434.0,32.0,0.28,42.2,9097.0,24.0,0.16,30.2,1587.0,44.0,0.19,,,,,48.2,6396.0,9.0,0.23,45.0,7248.0,11.0,0.19,48.3,8701.0,28.0,0.24,,,,,,,,,,,,,,,,,45.1,6268.0,17.0,0.22,48.4,7554.0,20.0,0.22,,,,,,,,,,,,,42.5,2633.0,2.0,0.17,45.1,6239.0,9.0,0.25,,,,,48.2,6842.0,14.0,0.26,,,,,32.5,4909.0,59.0,0.17
E,7Q,,,,,44.4,6664.0,18.0,0.0,,,,,42.8,1634.0,1.0,0.0,,,,,,,,,,,,,45.9,2850.0,103.0,0.0,48.8,2563.0,48.0,0.0,49.3,6127.0,23.0,0.0,,,,,,,,,43.6,7703.0,29.0,0.0,42.2,9026.0,29.0,0.0,43.1,7611.0,16.0,0.0,43.9,7445.0,35.0,0.0,43.1,9126.0,24.0,0.0,43.4,8501.0,13.0,0.0,,,,,49.4,6411.0,11.0,0.0,45.4,7271.0,12.0,0.0,49.6,8709.0,22.0,0.0,,,,,,,,,,,,,,,,,45.2,6279.0,21.0,0.0,49.6,7554.0,20.0,0.0,,,,,,,,,,,,,42.9,2542.0,1.0,0.0,45.3,6250.0,14.0,0.0,,,,,47.7,6844.0,12.0,0.0,,,,,43.7,7606.0,11.0,0.0
E,8Q,,,,,47.3,6722.0,15.0,0.0,,,,,50.5,131.0,0.0,0.0,,,,,,,,,,,,,42.2,2867.0,87.0,0.0,45.6,2564.0,47.0,0.0,45.0,6080.0,35.0,0.0,,,,,,,,,46.5,7728.0,10.0,0.0,45.0,9105.0,16.0,0.0,45.6,7653.0,7.0,0.0,46.6,7494.0,23.0,0.0,45.5,9160.0,12.0,0.0,47.4,2628.0,1.0,0.0,,,,,45.1,6417.0,7.0,0.0,48.0,7314.0,9.0,0.0,45.4,8696.0,21.0,0.0,,,,,,,,,,,,,,,,,48.0,6309.0,10.0,0.0,45.5,7553.0,20.0,0.0,,,,,,,,,,,,,41.8,284.0,0.0,0.0,48.1,6286.0,11.0,0.0,,,,,44.7,6856.0,12.0,0.0,,,,,45.1,5840.0,7.0,0.0
G,1W,,,,,31.6,27740.0,75.0,0.4,,,,,30.9,31632.0,69.0,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,32819.0,159.0,0.41,27.6,32534.0,91.0,0.33,27.1,33102.0,71.0,0.34,32.2,30130.0,81.0,0.42,32.1,30071.0,48.0,0.32,31.0,28012.0,64.0,0.31,,,,,,,,,31.6,27363.0,81.0,0.39,,,,,,,,,,,,,,,,,,,,,32.0,27995.0,72.0,0.35,,,,,,,,,,,,,,,,,32.5,31153.0,53.0,0.34,32.5,25855.0,82.0,0.41,,,,,,,,,,,,,26.0,29335.0,30.0,0.22
G,2L,,,,,42.1,15519.0,59.0,0.37,,,,,41.7,15279.0,98.0,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.7,19032.0,155.0,0.41,39.5,18819.0,110.0,0.36,40.0,19422.0,87.0,0.32,41.7,16825.0,96.0,0.33,41.0,17117.0,46.0,0.33,41.1,16548.0,48.0,0.36,,,,,,,,,41.6,16050.0,64.0,0.42,,,,,,,,,,,,,,,,,,,,,42.1,15658.0,80.0,0.36,,,,,,,,,,,,,,,,,41.2,16919.0,37.0,0.36,42.6,14572.0,80.0,0.41,,,,,,,,,,,,,39.5,16963.0,46.0,0.28
G,5Q,,,,,49.0,9699.0,21.0,0.0,,,,,47.0,8070.0,16.0,0.0,,,,,,,,,,,,,48.6,10328.0,36.0,0.0,50.5,9758.0,17.0,0.0,50.4,11147.0,21.0,0.0,,,,,,,,,47.0,11886.0,27.0,0.0,45.5,11401.0,35.0,0.0,45.0,11758.0,23.0,0.0,47.8,10738.0,21.0,0.0,46.3,10231.0,21.0,0.0,31.7,2763.0,36.0,0.0,,,,,49.8,10181.0,44.0,0.0,47.7,9515.0,10.0,0.0,50.6,10744.0,30.0,0.0,,,,,,,,,,,,,,,,,49.0,9459.0,15.0,0.0,50.5,11181.0,21.0,0.0,,,,,,,,,,,,,46.6,9207.0,13.0,0.0,49.0,9300.0,26.0,0.0,,,,,50.5,9746.0,19.0,0.0,,,,,34.7,8378.0,46.0,0.0
S,1C,,,,,44.7,11520.0,0.0,0.0,,,,,,,,,43.7,16288.0,584.0,0.43,,,,,38.1,2880.0,0.0,0.0,44.3,5760.0,0.0,0.0,44.5,5760.0,0.0,0.0,44.9,6266.0,326.0,0.0,,,,,,,,,36.7,10012.0,6.0,0.0,,,,,42.5,23017.0,3.0,0.0,46.3,11616.0,0.0,0.0,41.9,17272.0,1.0,0.0,,,,,,,,,46.9,6251.0,322.0,0.0,40.3,11520.0,0.0,0.0,41.9,8192.0,620.0,0.0,,,,,,,,,,,,,,,,,41.2,14244.0,6.0,0.0,43.2,6284.0,361.0,0.0,,,,,,,,,,,,,,,,,43.9,12693.0,1.0,0.0,,,,,47.2,6351.0,387.0,0.0,,,,,,,,
C,6I,,,,,,,,,41.9,12000.0,15.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.2,32081.0,22.0,0.0,42.8,21009.0,97.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,43.8,31016.0,104.0,0.0,,,,,,,,,,,,,44.5,28309.0,24.0,0.0,43.9,27685.0,520.0,0.0,43.9,23266.0,68.0,0.0,42.9,21797.0,57.0,0.0,,,,,,,,,42.0,15890.0,73.0,0.0,,,,,42.4,15382.0,29.0,0.0,,,,,,,,,43.5,19651.0,40.0,0.0,,,,,44.8,32125.0,8.0,0.0,,,,
J,2L,,,,,,,,,,,,,39.8,2880.0,0.0,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.7,796.0,5.0,0.49,,,,,,,,,,,,,,,,,41.6,2462.0,0.0,0.27,,,,,,,,,40.6,2880.0,0.0,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0,2880.0,0.0,0.2,,,,,,,,,,,,,,,,,38.9,2880.0,0.0,0.27
J,5Q,,,,,,,,,,,,,44.6,2880.0,0.0,0.0,,,,,,,,,,,,,49.1,2880.0,0.0,0.0,50.6,2880.0,0.0,0.0,,,,,,,,,,,,,40.4,842.0,1.0,0.0,,,,,,,,,,,,,,,,,31.7,1255.0,9.0,0.0,,,,,,,,,45.6,2880.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.3,2880.0,0.0,0.0,,,,,,,,,,,,,,,,,34.3,2055.0,21.0,0.0
R,3Q,,,,,,,,,,,,,47.0,622.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.3,1096.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.5,167.0,1.0,0.0,,,,,,,,,,,,,,,,,40.8,1070.0,2.0,0.0
J,1X,,,,,,,,,,,,,,,,,45.0,2880.0,0.0,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S,2I,,,,,,,,,,,,,,,,,40.3,2880.0,0.0,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.8,2880.0,0.0,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S,5I,,,,,,,,,,,,,,,,,46.8,5758.0,2.0,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S,7I,,,,,,,,,,,,,,,,,45.0,2880.0,0.0,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.2,2880.0,0.0,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G,2S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.7,17523.0,55.0,0.17,44.3,16675.0,29.0,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.0,18006.0,45.0,0.14,,,,,,,,,,,,,,,,,,,,,44.5,18843.0,36.0,0.16,,,,,,,,,,,,,,,,,,,,,,,,,45.5,16718.0,34.0,0.14,,,,,,,,
J,2S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.6,2880.0,0.0,0.08,44.8,2880.0,0.0,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
