,,CAS100ATA,CAS100ATA,CAS100ATA,CAS100ATA,CEBR00ESP,CEBR00ESP,CEBR00ESP,CEBR00ESP,CKIS00COK,CKIS00COK,CKIS00COK,CKIS00COK,COCO00AUS,COCO00AUS,COCO00AUS,COCO00AUS,EBRE00ESP,EBRE00ESP,EBRE00ESP,EBRE00ESP,GANP00SVK,GANP00SVK,GANP00SVK,GANP00SVK,HKSL00HKG,HKSL00HKG,HKSL00HKG,HKSL00HKG,HKWS00HKG,HKWS00HKG,HKWS00HKG,HKWS00HKG,HOFN00ISL,HOFN00ISL,HOFN00ISL,HOFN00ISL,KARR00AUS,KARR00AUS,KARR00AUS,KARR00AUS,KIRI00KIR,KIRI00KIR,KIRI00KIR,KIRI00KIR,KIRU00SWE,KIRU00SWE,KIRU00SWE,KIRU00SWE,KOUR00GUF,KOUR00GUF,KOUR00GUF,KOUR00GUF,MAL200KEN,MAL200KEN,MAL200KEN,MAL200KEN,MAS100ESP,MAS100ESP,MAS100ESP,MAS100ESP,MGUE00ARG,MGUE00ARG,MGUE00ARG,MGUE00ARG,MOBS00AUS,MOBS00AUS,MOBS00AUS,MOBS00AUS,MRO100AUS,MRO100AUS,MRO100AUS,MRO100AUS,NICO00CYP,NICO00CYP,NICO00CYP,NICO00CYP,NNOR00AUS,NNOR00AUS,NNOR00AUS,NNOR00AUS,OHI300ATA,OHI300ATA,OHI300ATA,OHI300ATA,PERT00AUS,PERT00AUS,PERT00AUS,PERT00AUS,PNGM00PNG,PNGM00PNG,PNGM00PNG,PNGM00PNG,POHN00FSM,POHN00FSM,POHN00FSM,POHN00FSM,PTVL00VUT,PTVL00VUT,PTVL00VUT,PTVL00VUT,REDU00BEL,REDU00BEL,REDU00BEL,REDU00BEL,REYK00ISL,REYK00ISL,REYK00ISL,REYK00ISL,SAMO00WSM,SAMO00WSM,SAMO00WSM,SAMO00WSM,SOLO00SLB,SOLO00SLB,SOLO00SLB,SOLO00SLB,TONG00TON,TONG00TON,TONG00TON,TONG00TON,TOW200AUS,TOW200AUS,TOW200AUS,TOW200AUS,VILL00ESP,VILL00ESP,VILL00ESP,VILL00ESP,WARK00NZL,WARK00NZL,WARK00NZL,WARK00NZL,WTZR00DEU,WTZR00DEU,WTZR00DEU,WTZR00DEU,XMIS00AUS,XMIS00AUS,XMIS00AUS,XMIS00AUS,YAR200AUS,YAR200AUS,YAR200AUS,YAR200AUS
,,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath
E,1C,,,,,43.6,8672.0,29.0,0.27,,,,,41.6,3962.0,0.0,0.12,,,,,,,,,49.2,3134.0,9.0,0.24,49.7,2951.0,2.0,0.27,49.1,7634.0,17.0,0.39,,,,,,,,,43.6,10065.0,38.0,0.31,44.4,8313.0,24.0,0.2,41.0,8917.0,69.0,0.28,44.7,9574.0,31.0,0.4,45.5,8491.0,8.0,0.21,42.5,8545.0,27.0,0.1,,,,,49.6,8969.0,6.0,0.23,42.4,8302.0,44.0,0.29,49.8,8083.0,37.0,0.35,,,,,,,,,,,,,,,,,44.0,8802.0,19.0,0.26,49.7,9283.0,17.0,0.28,,,,,,,,,,,,,42.6,5138.0,6.0,0.25,43.6,8198.0,37.0,0.31,,,,,49.9,8806.0,14.0,0.27,,,,,39.0,8729.0,24.0,0.1
E,5Q,,,,,44.2,8271.0,26.0,0.25,,,,,41.5,3441.0,6.0,0.09,,,,,,,,,46.5,3118.0,12.0,0.25,48.5,2947.0,2.0,0.26,47.9,6840.0,22.0,0.39,,,,,,,,,44.2,9243.0,22.0,0.29,43.8,7653.0,17.0,0.19,42.0,8595.0,33.0,0.22,43.3,8787.0,32.0,0.28,42.6,7477.0,13.0,0.18,28.6,1174.0,45.0,0.22,,,,,48.1,8505.0,14.0,0.25,42.6,7596.0,27.0,0.23,48.3,7850.0,38.0,0.35,,,,,,,,,,,,,,,,,44.8,8238.0,13.0,0.21,48.1,9129.0,21.0,0.24,,,,,,,,,,,,,41.4,4214.0,2.0,0.17,44.5,7791.0,24.0,0.29,,,,,48.3,8685.0,17.0,0.25,,,,,31.6,3457.0,70.0,0.19
E,7Q,,,,,44.1,8262.0,25.0,0.0,,,,,42.3,3362.0,1.0,0.0,,,,,,,,,45.6,3106.0,18.0,0.0,48.3,2950.0,2.0,0.0,49.2,6844.0,20.0,0.0,,,,,,,,,44.1,9255.0,19.0,0.0,44.0,7672.0,19.0,0.0,42.7,8626.0,33.0,0.0,43.6,8805.0,35.0,0.0,43.6,7484.0,12.0,0.0,43.6,7688.0,22.0,0.0,,,,,49.3,8525.0,13.0,0.0,43.2,7604.0,35.0,0.0,49.6,7857.0,38.0,0.0,,,,,,,,,,,,,,,,,44.9,8235.0,14.0,0.0,49.4,9135.0,20.0,0.0,,,,,,,,,,,,,42.2,3949.0,7.0,0.0,44.6,7811.0,29.0,0.0,,,,,47.7,8689.0,14.0,0.0,,,,,41.7,8065.0,21.0,0.0
E,8Q,,,,,47.0,8345.0,21.0,0.0,,,,,,,,,,,,,,,,,42.0,3099.0,6.0,0.0,44.9,2950.0,2.0,0.0,44.9,6816.0,34.0,0.0,,,,,,,,,47.0,9298.0,11.0,0.0,46.7,7729.0,6.0,0.0,45.1,8747.0,26.0,0.0,46.3,8862.0,14.0,0.0,46.1,7498.0,8.0,0.0,47.1,2373.0,2.0,0.0,,,,,45.0,8532.0,7.0,0.0,45.7,7687.0,18.0,0.0,45.5,7860.0,35.0,0.0,,,,,,,,,,,,,,,,,47.8,8273.0,9.0,0.0,45.3,9117.0,23.0,0.0,,,,,,,,,,,,,41.8,247.0,0.0,0.0,47.3,7893.0,17.0,0.0,,,,,44.7,8696.0,14.0,0.0,,,,,43.8,4868.0,11.0,0.0
G,1W,,,,,31.6,27657.0,83.0,0.39,,,,,30.9,31635.0,61.0,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.4,33014.0,170.0,0.42,27.5,32543.0,95.0,0.34,27.3,33049.0,93.0,0.32,32.2,30099.0,70.0,0.41,32.1,30055.0,57.0,0.34,31.2,28073.0,79.0,0.32,,,,,,,,,31.6,27388.0,70.0,0.4,,,,,,,,,,,,,,,,,,,,,32.2,28268.0,64.0,0.38,,,,,,,,,,,,,,,,,32.2,31190.0,54.0,0.34,32.4,25860.0,82.0,0.39,,,,,,,,,,,,,25.8,29294.0,27.0,0.22
G,2L,,,,,42.2,15478.0,59.0,0.37,,,,,41.6,16948.0,88.0,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.9,19147.0,142.0,0.43,39.5,18800.0,142.0,0.39,40.0,19427.0,87.0,0.32,41.7,16837.0,66.0,0.34,41.1,17068.0,72.0,0.34,41.2,16571.0,47.0,0.34,,,,,,,,,41.6,16057.0,72.0,0.43,,,,,,,,,,,,,,,,,,,,,42.2,15818.0,74.0,0.36,,,,,,,,,,,,,,,,,41.2,16696.0,32.0,0.33,42.5,14608.0,80.0,0.4,,,,,,,,,,,,,39.4,16957.0,45.0,0.29
G,5Q,,,,,49.0,9659.0,20.0,0.0,,,,,47.3,9329.0,14.0,0.0,,,,,,,,,48.8,10187.0,48.0,0.0,50.4,10066.0,12.0,0.0,50.3,11624.0,21.0,0.0,,,,,,,,,47.1,11959.0,27.0,0.0,45.5,11373.0,39.0,0.0,45.1,11726.0,27.0,0.0,47.8,10698.0,20.0,0.0,46.3,10237.0,25.0,0.0,31.7,2746.0,44.0,0.0,,,,,49.9,10223.0,39.0,0.0,47.7,9559.0,12.0,0.0,50.6,10811.0,31.0,0.0,,,,,,,,,,,,,,,,,49.1,9535.0,11.0,0.0,50.3,11161.0,21.0,0.0,,,,,,,,,,,,,46.5,9874.0,11.0,0.0,48.8,9347.0,28.0,0.0,,,,,50.5,9996.0,16.0,0.0,,,,,34.7,7874.0,36.0,0.0
S,1C,,,,,44.6,11519.0,1.0,0.0,,,,,,,,,,,,,38.1,2880.0,0.0,0.0,44.2,5679.0,3.0,0.0,44.5,5760.0,0.0,0.0,44.8,6209.0,322.0,0.0,,,,,,,,,37.3,9717.0,8.0,0.0,,,,,42.6,23009.0,12.0,0.0,46.3,11614.0,1.0,0.0,41.8,17257.0,3.0,0.0,,,,,,,,,46.8,6191.0,302.0,0.0,40.3,11401.0,0.0,0.0,41.9,8435.0,623.0,0.0,,,,,,,,,,,,,,,,,41.3,14371.0,3.0,0.0,43.0,6242.0,331.0,0.0,,,,,,,,,,,,,,,,,44.5,12012.0,1.0,0.0,,,,,47.2,6287.0,348.0,0.0,,,,,,,,
C,6I,,,,,,,,,41.9,11418.0,21.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,44.2,2680.0,55.0,0.0,42.6,19943.0,92.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,43.5,26009.0,76.0,0.0,,,,,,,,,,,,,44.5,27680.0,40.0,0.0,43.8,26455.0,483.0,0.0,43.8,22070.0,64.0,0.0,42.7,20802.0,57.0,0.0,,,,,,,,,41.9,15054.0,62.0,0.0,,,,,42.1,14589.0,32.0,0.0,,,,,,,,,43.4,18911.0,70.0,0.0,,,,,44.7,31022.0,21.0,0.0,,,,
J,2L,,,,,,,,,,,,,39.9,2880.0,0.0,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,774.0,5.0,0.5,,,,,,,,,,,,,,,,,41.4,2522.0,0.0,0.29,,,,,,,,,40.6,2880.0,0.0,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0,2880.0,0.0,0.2,,,,,,,,,,,,,,,,,38.8,2880.0,0.0,0.27
J,5Q,,,,,,,,,,,,,44.7,2880.0,0.0,0.0,,,,,,,,,49.3,2840.0,1.0,0.0,50.6,2880.0,0.0,0.0,,,,,,,,,,,,,41.1,805.0,2.0,0.0,,,,,,,,,,,,,,,,,31.6,1299.0,8.0,0.0,,,,,,,,,45.6,2880.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.3,2880.0,0.0,0.0,,,,,,,,,,,,,,,,,34.7,1880.0,13.0,0.0
R,3Q,,,,,,,,,,,,,43.6,270.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.5,991.0,5.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.7,740.0,0.0,0.0,,,,,,,,,,,,,,,,,40.8,1074.0,3.0,0.0
J,1Z,,,,,,,,,,,,,,,,,,,,,37.3,328.0,14.0,1.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G,2S,,,,,,,,,,,,,,,,,,,,,,,,,42.8,17344.0,60.0,0.17,44.2,16972.0,26.0,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.0,18110.0,41.0,0.13,,,,,,,,,,,,,,,,,,,,,44.2,18871.0,38.0,0.15,,,,,,,,,,,,,,,,,,,,,,,,,45.5,16986.0,33.0,0.14,,,,,,,,
J,2S,,,,,,,,,,,,,,,,,,,,,,,,,43.7,2840.0,1.0,0.08,44.8,2880.0,0.0,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S,2I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.8,2879.0,1.0,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S,7I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.1,2879.0,1.0,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
