,,ABMF00GLP,ABMF00GLP,ABMF00GLP,ABMF00GLP,ALIC00AUS,ALIC00AUS,ALIC00AUS,ALIC00AUS,ASCG00SHN,ASCG00SHN,ASCG00SHN,ASCG00SHN,BRST00FRA,BRST00FRA,BRST00FRA,BRST00FRA,BRUX00BEL,BRUX00BEL,BRUX00BEL,BRUX00BEL,CAS100ATA,CAS100ATA,CAS100ATA,CAS100ATA,CEBR00ESP,CEBR00ESP,CEBR00ESP,CEBR00ESP,CHPG00BRA,CHPG00BRA,CHPG00BRA,CHPG00BRA,CIBG00IDN,CIBG00IDN,CIBG00IDN,CIBG00IDN,CKIS00COK,CKIS00COK,CKIS00COK,CKIS00COK,COCO00AUS,COCO00AUS,COCO00AUS,COCO00AUS,CPVG00CPV,CPVG00CPV,CPVG00CPV,CPVG00CPV,CUUT00THA,CUUT00THA,CUUT00THA,CUUT00THA,DJIG00DJI,DJIG00DJI,DJIG00DJI,DJIG00DJI,DYNG00GRC,DYNG00GRC,DYNG00GRC,DYNG00GRC,EBRE00ESP,EBRE00ESP,EBRE00ESP,EBRE00ESP,FTNA00WLF,FTNA00WLF,FTNA00WLF,FTNA00WLF,GAMB00PYF,GAMB00PYF,GAMB00PYF,GAMB00PYF,GANP00SVK,GANP00SVK,GANP00SVK,GANP00SVK,GRAC00FRA,GRAC00FRA,GRAC00FRA,GRAC00FRA,HKSL00HKG,HKSL00HKG,HKSL00HKG,HKSL00HKG,HKWS00HKG,HKWS00HKG,HKWS00HKG,HKWS00HKG,HOFN00ISL,HOFN00ISL,HOFN00ISL,HOFN00ISL,JFNG00CHN,JFNG00CHN,JFNG00CHN,JFNG00CHN,KARR00AUS,KARR00AUS,KARR00AUS,KARR00AUS,KIRI00KIR,KIRI00KIR,KIRI00KIR,KIRI00KIR,KIRU00SWE,KIRU00SWE,KIRU00SWE,KIRU00SWE,KOUG00GUF,KOUG00GUF,KOUG00GUF,KOUG00GUF,KOUR00GUF,KOUR00GUF,KOUR00GUF,KOUR00GUF,KRGG00ATF,KRGG00ATF,KRGG00ATF,KRGG00ATF,LAUT00FJI,LAUT00FJI,LAUT00FJI,LAUT00FJI,LMMF00MTQ,LMMF00MTQ,LMMF00MTQ,LMMF00MTQ,MAJU00MHL,MAJU00MHL,MAJU00MHL,MAJU00MHL,MAL200KEN,MAL200KEN,MAL200KEN,MAL200KEN,MARS00FRA,MARS00FRA,MARS00FRA,MARS00FRA,MAS100ESP,MAS100ESP,MAS100ESP,MAS100ESP,MCHL00AUS,MCHL00AUS,MCHL00AUS,MCHL00AUS,METG00FIN,METG00FIN,METG00FIN,METG00FIN,MGUE00ARG,MGUE00ARG,MGUE00ARG,MGUE00ARG,MOBS00AUS,MOBS00AUS,MOBS00AUS,MOBS00AUS,MRO100AUS,MRO100AUS,MRO100AUS,MRO100AUS,NICO00CYP,NICO00CYP,NICO00CYP,NICO00CYP,NIUM00NIU,NIUM00NIU,NIUM00NIU,NIUM00NIU,NNOR00AUS,NNOR00AUS,NNOR00AUS,NNOR00AUS,PERT00AUS,PERT00AUS,PERT00AUS,PERT00AUS,PNGM00PNG,PNGM00PNG,PNGM00PNG,PNGM00PNG,POHN00FSM,POHN00FSM,POHN00FSM,POHN00FSM,PTVL00VUT,PTVL00VUT,PTVL00VUT,PTVL00VUT,REDU00BEL,REDU00BEL,REDU00BEL,REDU00BEL,REUN00REU,REUN00REU,REUN00REU,REUN00REU,REYK00ISL,REYK00ISL,REYK00ISL,REYK00ISL,RGDG00ARG,RGDG00ARG,RGDG00ARG,RGDG00ARG,SAMO00WSM,SAMO00WSM,SAMO00WSM,SAMO00WSM,SEYG00SYC,SEYG00SYC,SEYG00SYC,SEYG00SYC,STJ300CAN,STJ300CAN,STJ300CAN,STJ300CAN,THTG00PYF,THTG00PYF,THTG00PYF,THTG00PYF,TLSE00FRA,TLSE00FRA,TLSE00FRA,TLSE00FRA,TLSG00FRA,TLSG00FRA,TLSG00FRA,TLSG00FRA,TONG00TON,TONG00TON,TONG00TON,TONG00TON,TOW200AUS,TOW200AUS,TOW200AUS,TOW200AUS,TUVA00TUV,TUVA00TUV,TUVA00TUV,TUVA00TUV,UNBN00CAN,UNBN00CAN,UNBN00CAN,UNBN00CAN,VILL00ESP,VILL00ESP,VILL00ESP,VILL00ESP,WARK00NZL,WARK00NZL,WARK00NZL,WARK00NZL,WTZR00DEU,WTZR00DEU,WTZR00DEU,WTZR00DEU,XMIS00AUS,XMIS00AUS,XMIS00AUS,XMIS00AUS,YEL200CAN,YEL200CAN,YEL200CAN,YEL200CAN
G,5Q,49.0,11489.0,186.0,0.0,49.5,11281.0,84.0,0.0,,,,,,,,,48.2,12134.0,23.0,0.0,,,,,48.9,10579.0,19.0,0.0,,,,,49.8,11759.0,27.0,0.0,,,,,46.5,7779.0,13.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.2,10033.0,55.0,0.0,48.8,10555.0,45.0,0.0,50.4,10041.0,10.0,0.0,50.3,11979.0,28.0,0.0,,,,,,,,,,,,,47.1,7159.0,15.0,0.0,50.0,12214.0,32.0,0.0,45.5,12394.0,50.0,0.0,50.2,11695.0,93.0,0.0,,,,,,,,,47.0,11923.0,31.0,0.0,45.1,12950.0,36.0,0.0,50.6,9261.0,56.0,0.0,47.8,11723.0,27.0,0.0,,,,,,,,,46.2,11190.0,22.0,0.0,31.8,2936.0,40.0,0.0,,,,,49.8,10448.0,43.0,0.0,,,,,47.4,10193.0,14.0,0.0,,,,,,,,,,,,,,,,,49.4,6473.0,10.0,0.0,,,,,50.3,11904.0,19.0,0.0,,,,,,,,,,,,,47.0,6815.0,9.0,0.0,49.6,11076.0,33.0,0.0,,,,,49.3,6904.0,5.0,0.0,,,,,46.5,10342.0,14.0,0.0,,,,,50.2,10278.0,17.0,0.0,49.1,10183.0,30.0,0.0,,,,,50.5,10344.0,15.0,0.0,,,,,46.3,13186.0,38.0,0.0
R,1C,42.7,21543.0,250.0,1.29,46.2,19542.0,126.0,1.73,43.7,19943.0,205.0,1.59,45.4,23246.0,99.0,1.21,44.3,22097.0,43.0,0.84,44.3,25325.0,60.0,1.02,44.9,20774.0,104.0,1.25,45.4,19834.0,137.0,1.56,44.3,23220.0,102.0,1.62,45.1,20055.0,35.0,1.77,43.0,20160.0,108.0,1.33,43.9,21798.0,162.0,1.23,43.1,20476.0,87.0,1.32,44.7,21131.0,78.0,1.36,45.1,22056.0,63.0,1.22,45.2,22437.0,70.0,1.42,41.6,19236.0,170.0,1.47,45.6,18999.0,111.0,1.09,45.0,23690.0,84.0,1.16,43.3,22472.0,121.0,0.93,46.2,20432.0,77.0,1.47,46.7,19950.0,22.0,1.05,46.5,24202.0,49.0,1.11,45.6,19960.0,89.0,1.26,45.2,21776.0,68.0,1.33,43.0,21213.0,295.0,1.57,45.1,12229.0,50.0,0.79,44.6,22857.0,102.0,1.38,42.8,21070.0,127.0,1.34,46.4,23606.0,115.0,0.71,44.3,20624.0,184.0,1.79,42.6,22087.0,245.0,1.44,42.2,22220.0,170.0,1.64,42.4,20730.0,139.0,1.25,43.5,18814.0,128.0,0.95,46.2,20457.0,88.0,0.93,45.0,21843.0,57.0,1.12,46.5,23687.0,161.0,1.01,46.5,21491.0,35.0,0.95,39.9,18753.0,87.0,1.02,43.8,21944.0,103.0,1.33,45.5,21033.0,68.0,1.03,43.9,21483.0,109.0,1.37,45.2,18821.0,48.0,1.2,45.6,20084.0,143.0,1.32,44.2,20934.0,119.0,1.48,44.0,19063.0,193.0,1.61,45.0,19273.0,196.0,1.87,45.1,11628.0,51.0,0.98,40.9,17970.0,108.0,1.46,46.4,24740.0,46.0,0.99,45.4,24449.0,68.0,0.88,44.4,21658.0,139.0,1.73,43.3,18696.0,93.0,1.05,46.4,12358.0,84.0,0.78,46.0,20275.0,47.0,1.21,45.2,23821.0,65.0,1.21,44.4,12928.0,18.0,1.4,42.5,19414.0,514.0,1.54,46.7,18708.0,50.0,0.9,43.7,21985.0,146.0,1.79,44.5,21098.0,34.0,1.12,45.2,19347.0,175.0,1.28,45.4,20468.0,81.0,1.39,46.7,22920.0,43.0,0.85,44.0,21093.0,87.0,1.32,47.3,23823.0,83.0,0.94
R,2P,41.6,21041.0,331.0,1.3,41.6,19083.0,124.0,1.69,39.0,19087.0,277.0,1.49,40.7,22736.0,169.0,1.04,42.5,21569.0,38.0,0.69,40.3,24986.0,116.0,1.03,41.6,19987.0,82.0,1.06,40.5,19343.0,177.0,1.21,39.2,22401.0,251.0,1.58,40.3,19730.0,57.0,1.51,42.9,14950.0,23.0,1.06,39.1,21318.0,312.0,1.01,39.1,20148.0,125.0,1.16,39.4,20750.0,137.0,1.43,40.6,21598.0,75.0,0.87,40.2,22000.0,106.0,1.17,39.2,18757.0,215.0,1.36,41.1,18570.0,156.0,0.82,38.8,22824.0,182.0,1.04,42.0,22129.0,204.0,0.96,40.8,19902.0,186.0,1.45,42.1,19690.0,78.0,1.03,41.1,23584.0,317.0,1.1,40.9,19559.0,98.0,1.07,40.3,21414.0,104.0,1.11,38.9,20372.0,375.0,1.41,42.0,11823.0,31.0,0.68,37.7,21857.0,246.0,1.37,39.7,19397.0,184.0,1.37,41.0,22918.0,262.0,0.7,39.6,19909.0,211.0,1.55,39.9,21508.0,352.0,1.4,41.3,20443.0,137.0,1.32,40.7,19976.0,112.0,1.25,42.6,18632.0,140.0,1.06,41.6,19689.0,126.0,0.72,40.3,21205.0,139.0,0.97,41.3,23266.0,207.0,0.79,41.4,20554.0,82.0,0.84,41.9,18736.0,39.0,0.94,39.4,21557.0,132.0,1.13,40.0,20272.0,111.0,0.9,40.1,20903.0,177.0,1.19,42.0,18300.0,53.0,1.13,40.8,19716.0,159.0,1.09,39.3,20373.0,162.0,1.15,39.4,18201.0,232.0,1.47,40.2,18574.0,171.0,1.64,42.6,11158.0,33.0,1.03,40.2,17662.0,139.0,1.25,41.1,24095.0,221.0,0.79,40.5,23981.0,126.0,0.67,39.4,20934.0,205.0,1.4,39.5,18325.0,108.0,0.86,42.5,11953.0,58.0,0.71,41.3,19946.0,101.0,1.16,40.4,23106.0,170.0,1.15,42.4,12558.0,25.0,1.14,39.0,18332.0,611.0,1.23,42.5,15918.0,48.0,0.78,39.0,21050.0,181.0,1.62,42.7,20671.0,81.0,1.27,42.1,18494.0,93.0,1.38,40.5,20187.0,119.0,1.16,42.8,22614.0,74.0,0.82,39.1,20749.0,156.0,1.28,42.8,23288.0,87.0,0.9
S,1C,43.9,11405.0,106.0,0.0,,,,,48.1,8527.0,0.0,6.09,41.4,9980.0,352.0,0.0,,,,,,,,,44.4,9815.0,7.0,0.0,41.8,14238.0,42.0,1.22,46.6,11520.0,0.0,0.0,,,,,,,,,46.1,9860.0,140.0,3.3,43.7,17024.0,14.0,0.43,42.9,13760.0,15.0,0.39,40.5,9912.0,3.0,0.97,,,,,38.5,11106.0,319.0,1.8,47.9,8640.0,0.0,0.79,37.4,2880.0,0.0,0.0,45.4,5914.0,170.0,0.0,44.3,5760.0,0.0,0.0,44.5,5760.0,0.0,0.0,44.5,5892.0,145.0,0.0,41.1,11520.0,0.0,0.62,,,,,,,,,37.1,3628.0,0.0,0.0,47.0,11361.0,11.0,0.0,,,,,46.1,7315.0,329.0,0.0,,,,,40.7,17077.0,17.0,0.75,,,,,42.8,21321.0,17.0,0.0,45.9,5929.0,167.0,0.0,45.9,10225.0,11.0,0.0,,,,,36.1,13026.0,97.0,1.17,41.8,17234.0,2.0,0.0,,,,,,,,,46.5,5930.0,165.0,0.0,,,,,40.7,10540.0,5.0,0.0,,,,,,,,,,,,,,,,,40.8,7509.0,6.0,0.0,43.8,11096.0,491.0,0.0,42.9,5920.0,162.0,0.0,36.7,9633.0,588.0,1.33,,,,,46.5,8812.0,132.0,1.16,42.2,8255.0,0.0,1.79,47.2,9907.0,1.0,0.0,40.8,9842.0,177.0,1.99,42.8,7160.0,3.0,2.39,,,,,,,,,,,,,42.6,11479.0,1.0,0.0,43.2,11589.0,5.0,0.0,,,,,47.0,5937.0,160.0,0.0,,,,,43.4,8343.0,12.0,0.99
C,1I,,,,,43.1,22716.0,16.0,0.0,,,,,,,,,39.6,11680.0,11.0,0.0,39.3,24217.0,176.0,0.0,,,,,,,,,,,,,39.6,11996.0,6.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.4,31984.0,5.0,0.0,40.6,21006.0,54.0,0.0,,,,,,,,,,,,,,,,,40.3,20629.0,122.0,0.0,,,,,40.7,22705.0,102.0,0.0,,,,,,,,,,,,,40.8,26472.0,381.0,0.0,,,,,,,,,42.4,24710.0,14.0,0.0,41.1,31212.0,25.0,0.0,,,,,39.1,16033.0,43.0,0.0,,,,,42.1,28524.0,18.0,0.0,41.5,27372.0,573.0,0.0,41.8,23266.0,44.0,0.0,40.8,22194.0,61.0,0.0,,,,,,,,,,,,,,,,,39.6,16527.0,151.0,0.0,,,,,,,,,,,,,,,,,,,,,39.5,15602.0,60.0,0.0,44.3,21160.0,17.0,0.0,40.0,19476.0,534.0,0.0,,,,,,,,,,,,,,,,,42.5,32256.0,5.0,0.0,,,,
J,1C,,,,,47.4,2880.0,0.0,0.21,,,,,,,,,,,,,,,,,,,,,,,,,47.3,2880.0,0.0,0.27,,,,,40.7,2880.0,0.0,0.16,,,,,42.9,2880.0,0.0,0.28,,,,,,,,,,,,,40.2,2714.0,0.0,0.36,,,,,37.7,561.0,5.0,0.51,,,,,47.4,2880.0,0.0,0.18,47.4,2880.0,0.0,0.23,,,,,46.5,2070.0,2.0,0.23,,,,,,,,,36.2,216.0,1.0,0.57,,,,,,,,,,,,,,,,,,,,,43.1,2880.0,0.0,0.23,,,,,,,,,,,,,,,,,,,,,,,,,44.4,2482.0,2.0,0.24,,,,,,,,,,,,,42.9,2880.0,0.0,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.8,2880.0,0.0,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J,2S,,,,,45.6,2880.0,0.0,0.08,,,,,,,,,,,,,,,,,,,,,,,,,45.1,2880.0,0.0,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.9,2880.0,0.0,0.08,44.9,2880.0,0.0,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J,5Q,,,,,50.2,2880.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,50.0,2880.0,0.0,0.0,,,,,44.2,2880.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.3,2880.0,0.0,0.0,50.6,2880.0,0.0,0.0,,,,,,,,,,,,,,,,,39.0,233.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,47.6,2880.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,31.6,1307.0,10.0,0.0,,,,,,,,,,,,,45.4,2880.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.2,2880.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R,2C,,,,,41.9,19078.0,118.0,1.65,39.4,19573.0,257.0,1.48,41.2,23069.0,147.0,1.05,42.2,21615.0,53.0,0.83,40.9,25210.0,85.0,1.01,41.3,20014.0,90.0,1.12,41.0,19604.0,167.0,1.37,,,,,40.8,19944.0,56.0,1.68,42.0,17753.0,88.0,1.34,39.6,21667.0,214.0,1.1,39.6,20421.0,86.0,1.26,39.9,21030.0,96.0,1.37,41.2,21792.0,72.0,1.08,40.7,22257.0,88.0,1.22,39.7,19143.0,176.0,1.41,41.6,18779.0,147.0,0.89,39.2,23312.0,159.0,1.25,42.4,22096.0,197.0,0.96,41.3,19832.0,197.0,1.44,42.5,19673.0,76.0,0.96,41.4,23612.0,293.0,1.07,41.5,19771.0,95.0,1.25,40.7,21670.0,83.0,1.18,39.2,20973.0,319.0,1.48,41.7,11824.0,48.0,0.83,,,,,39.3,19670.0,190.0,1.39,,,,,40.0,20325.0,213.0,1.66,40.4,21771.0,287.0,1.4,40.7,20790.0,171.0,1.54,40.3,20165.0,122.0,1.26,43.0,18606.0,152.0,0.99,41.3,19669.0,120.0,0.87,40.6,21692.0,75.0,0.97,41.8,23520.0,178.0,0.91,41.1,20636.0,90.0,0.96,41.6,18856.0,51.0,1.01,39.9,21814.0,119.0,1.19,40.4,20187.0,136.0,1.13,40.4,21315.0,143.0,1.13,41.7,18294.0,65.0,1.11,41.2,19960.0,148.0,1.12,39.8,20650.0,147.0,1.47,39.7,18627.0,226.0,1.52,40.6,18994.0,193.0,1.66,42.2,11237.0,41.0,1.06,40.7,17870.0,122.0,1.43,41.5,24091.0,216.0,0.81,41.0,24351.0,81.0,0.83,40.0,21425.0,173.0,1.52,40.1,18538.0,100.0,0.98,42.1,12035.0,73.0,0.8,,,,,40.8,23450.0,159.0,1.05,41.9,12657.0,26.0,1.36,39.3,18937.0,554.0,1.39,41.8,17376.0,47.0,0.91,39.3,21659.0,154.0,1.69,43.1,20676.0,80.0,1.08,41.7,18558.0,160.0,1.24,41.1,20388.0,88.0,1.3,43.2,22596.0,76.0,0.78,39.7,21010.0,102.0,1.36,42.3,23421.0,103.0,1.0
C,6I,,,,,,,,,39.2,5424.0,59.0,0.0,41.0,8233.0,32.0,0.0,,,,,,,,,,,,,45.7,2216.0,29.0,0.0,,,,,41.8,11983.0,8.0,0.0,,,,,44.9,2464.0,16.0,0.0,,,,,40.8,21445.0,222.0,0.0,40.3,14118.0,109.0,0.0,,,,,41.2,16066.0,88.0,0.0,45.2,3212.0,40.0,0.0,,,,,,,,,,,,,,,,,,,,,44.2,29015.0,35.0,0.0,44.1,31960.0,26.0,0.0,42.9,20943.0,89.0,0.0,,,,,,,,,,,,,,,,,42.3,20562.0,161.0,0.0,44.8,2444.0,25.0,0.0,,,,,,,,,,,,,,,,,43.5,26045.0,371.0,0.0,41.7,13144.0,91.0,0.0,,,,,,,,,43.5,31167.0,57.0,0.0,,,,,41.3,15889.0,119.0,0.0,,,,,44.7,28493.0,30.0,0.0,44.0,27235.0,603.0,0.0,44.1,23210.0,62.0,0.0,42.6,22128.0,83.0,0.0,,,,,44.3,17873.0,337.0,0.0,,,,,41.4,5212.0,32.0,0.0,41.7,16287.0,79.0,0.0,43.0,25348.0,78.0,0.0,,,,,,,,,40.8,9202.0,18.0,0.0,,,,,42.0,15509.0,79.0,0.0,,,,,42.0,19325.0,564.0,0.0,,,,,,,,,43.3,20067.0,48.0,0.0,,,,,44.6,32247.0,7.0,0.0,,,,
E,1X,,,,,,,,,41.2,10559.0,44.0,0.27,45.4,9180.0,16.0,0.23,,,,,44.8,12304.0,16.0,0.27,,,,,44.5,11304.0,42.0,0.25,,,,,45.1,10662.0,10.0,0.3,,,,,44.3,10863.0,35.0,0.24,44.2,9644.0,16.0,0.2,43.1,10624.0,14.0,0.21,44.8,8816.0,11.0,0.18,46.0,8759.0,16.0,0.34,42.6,9763.0,22.0,0.22,45.6,10070.0,44.0,0.24,43.9,9109.0,30.0,0.29,,,,,,,,,,,,,,,,,45.5,7805.0,6.0,0.22,45.4,10083.0,6.0,0.32,45.8,9293.0,27.0,0.34,,,,,,,,,,,,,,,,,44.8,10496.0,37.0,0.39,44.1,11492.0,31.0,0.26,,,,,,,,,,,,,,,,,45.0,10577.0,13.0,0.2,45.4,8936.0,40.0,0.29,,,,,,,,,44.2,10468.0,12.0,0.4,,,,,44.7,11061.0,22.0,0.35,,,,,45.8,8963.0,19.0,0.35,45.0,10370.0,5.0,0.27,44.7,9462.0,17.0,0.52,45.4,9754.0,27.0,0.52,,,,,45.6,9117.0,6.0,0.25,,,,,44.4,12037.0,18.0,0.2,44.4,11490.0,35.0,0.35,43.2,9350.0,21.0,0.22,,,,,,,,,45.4,8775.0,13.0,0.23,,,,,44.2,9579.0,116.0,0.6,,,,,44.4,10920.0,29.0,0.38,,,,,,,,,46.2,9852.0,13.0,0.3,,,,,45.2,9746.0,14.0,0.26,,,,
E,5X,,,,,,,,,46.5,9006.0,59.0,0.32,44.7,8319.0,18.0,0.37,,,,,44.2,11051.0,13.0,0.27,,,,,46.4,9858.0,48.0,0.35,,,,,45.7,10039.0,13.0,0.26,,,,,44.3,9462.0,49.0,0.25,43.8,9004.0,16.0,0.27,42.6,9022.0,21.0,0.26,46.9,7646.0,11.0,0.25,46.4,7585.0,14.0,0.34,36.1,9311.0,22.0,0.32,47.3,9172.0,51.0,0.3,44.4,7971.0,27.0,0.41,,,,,,,,,,,,,,,,,46.2,7388.0,7.0,0.36,45.9,9311.0,8.0,0.29,46.9,8919.0,26.0,0.29,,,,,,,,,,,,,,,,,46.2,10018.0,41.0,0.4,45.0,10480.0,39.0,0.34,,,,,,,,,,,,,,,,,46.1,9721.0,11.0,0.22,46.4,7899.0,36.0,0.32,,,,,,,,,45.1,9655.0,13.0,0.28,,,,,46.4,10475.0,21.0,0.26,,,,,46.8,8162.0,19.0,0.35,46.7,9898.0,4.0,0.25,46.5,9235.0,14.0,0.46,45.9,9361.0,25.0,0.47,,,,,39.8,8001.0,6.0,0.36,,,,,45.6,10642.0,16.0,0.26,46.0,10955.0,36.0,0.31,44.0,7975.0,22.0,0.29,,,,,,,,,47.9,7599.0,16.0,0.29,,,,,45.5,8993.0,140.0,0.6,,,,,45.7,10447.0,31.0,0.3,,,,,,,,,46.0,9483.0,14.0,0.32,,,,,45.2,8973.0,17.0,0.24,,,,
E,7X,,,,,,,,,46.5,9009.0,58.0,0.0,45.1,8319.0,18.0,0.0,,,,,44.5,11051.0,13.0,0.0,,,,,45.6,9851.0,54.0,0.0,,,,,45.3,10039.0,13.0,0.0,,,,,44.5,9472.0,44.0,0.0,42.9,9004.0,16.0,0.0,42.8,9019.0,23.0,0.0,46.6,7646.0,11.0,0.0,46.2,7588.0,13.0,0.0,44.0,9318.0,24.0,0.0,47.1,9168.0,48.0,0.0,44.8,7971.0,27.0,0.0,,,,,,,,,,,,,,,,,46.1,7388.0,7.0,0.0,46.0,9311.0,8.0,0.0,47.1,8914.0,23.0,0.0,,,,,,,,,,,,,,,,,45.4,10012.0,42.0,0.0,44.6,10474.0,44.0,0.0,,,,,,,,,,,,,,,,,46.0,9721.0,11.0,0.0,46.5,7901.0,36.0,0.0,,,,,,,,,44.9,9655.0,13.0,0.0,,,,,45.3,10478.0,19.0,0.0,,,,,46.5,8165.0,19.0,0.0,45.7,9898.0,4.0,0.0,46.0,9235.0,14.0,0.0,45.4,9357.0,24.0,0.0,,,,,46.5,8008.0,7.0,0.0,,,,,43.6,10640.0,16.0,0.0,45.1,10955.0,34.0,0.0,43.4,7973.0,22.0,0.0,,,,,,,,,47.4,7603.0,16.0,0.0,,,,,44.9,8967.0,140.0,0.0,,,,,44.9,10451.0,29.0,0.0,,,,,,,,,45.1,9483.0,14.0,0.0,,,,,46.2,8975.0,16.0,0.0,,,,
E,8X,,,,,,,,,51.3,8604.0,44.0,0.0,49.6,8319.0,18.0,0.0,,,,,48.6,11050.0,14.0,0.0,,,,,50.4,9714.0,37.0,0.0,,,,,51.5,9637.0,10.0,0.0,,,,,48.5,9027.0,35.0,0.0,49.2,8990.0,15.0,0.0,47.5,9013.0,20.0,0.0,51.6,7616.0,11.0,0.0,51.9,7577.0,10.0,0.0,43.7,9079.0,32.0,0.0,53.0,9156.0,47.0,0.0,50.3,7973.0,27.0,0.0,,,,,,,,,,,,,,,,,50.7,7246.0,6.0,0.0,50.5,9274.0,9.0,0.0,51.6,8662.0,9.0,0.0,,,,,,,,,,,,,,,,,50.6,9049.0,22.0,0.0,48.9,10467.0,39.0,0.0,,,,,,,,,,,,,,,,,51.9,9551.0,10.0,0.0,50.8,7897.0,35.0,0.0,,,,,,,,,50.8,9630.0,13.0,0.0,,,,,51.9,9938.0,17.0,0.0,,,,,51.3,8112.0,16.0,0.0,50.5,9756.0,4.0,0.0,52.1,8712.0,9.0,0.0,50.4,9182.0,16.0,0.0,,,,,49.0,8009.0,6.0,0.0,,,,,49.2,10641.0,16.0,0.0,51.6,10271.0,18.0,0.0,48.2,7967.0,22.0,0.0,,,,,,,,,52.1,7547.0,14.0,0.0,,,,,51.2,8403.0,103.0,0.0,,,,,51.4,9376.0,14.0,0.0,,,,,,,,,51.2,9477.0,14.0,0.0,,,,,50.3,8886.0,12.0,0.0,,,,
G,2X,,,,,,,,,43.4,17818.0,140.0,0.32,43.8,16716.0,81.0,0.37,,,,,43.3,20351.0,51.0,0.37,,,,,43.4,17732.0,208.0,0.33,,,,,43.4,17225.0,37.0,0.45,,,,,43.3,18881.0,136.0,0.36,41.7,19806.0,141.0,0.34,42.5,20150.0,123.0,0.31,44.1,16954.0,60.0,0.29,43.5,16372.0,48.0,0.46,43.0,16146.0,137.0,0.33,44.1,16205.0,114.0,0.36,42.1,17596.0,85.0,0.44,,,,,,,,,,,,,,,,,44.1,16391.0,105.0,0.31,43.1,18373.0,102.0,0.41,43.6,17374.0,172.0,0.54,,,,,,,,,,,,,,,,,42.7,17405.0,209.0,0.55,42.5,19754.0,222.0,0.4,,,,,,,,,,,,,,,,,42.7,19118.0,112.0,0.41,43.7,18279.0,196.0,0.39,,,,,,,,,42.6,18434.0,95.0,0.48,,,,,43.2,18266.0,197.0,0.48,,,,,44.0,15947.0,104.0,0.47,42.6,19186.0,155.0,0.45,43.4,16872.0,196.0,0.62,43.0,16377.0,158.0,0.65,,,,,43.7,17023.0,124.0,0.35,,,,,43.0,19347.0,101.0,0.31,42.8,18955.0,192.0,0.54,42.8,17984.0,78.0,0.3,,,,,,,,,44.0,17207.0,109.0,0.33,,,,,42.5,15909.0,483.0,0.69,,,,,42.6,18309.0,69.0,0.5,,,,,,,,,,,,,,,,,43.2,18444.0,113.0,0.49,,,,
G,5X,,,,,,,,,48.7,11642.0,81.0,0.0,48.0,9957.0,51.0,0.0,,,,,47.3,12412.0,32.0,0.0,,,,,49.8,10564.0,151.0,0.0,,,,,48.9,10288.0,24.0,0.0,,,,,47.2,11855.0,90.0,0.0,45.6,12235.0,109.0,0.0,46.5,11944.0,100.0,0.0,50.7,9961.0,45.0,0.0,49.5,9824.0,32.0,0.0,39.2,10030.0,101.0,0.0,50.3,9945.0,74.0,0.0,47.3,10629.0,46.0,0.0,,,,,,,,,,,,,,,,,49.0,9691.0,58.0,0.0,49.2,10596.0,55.0,0.0,49.0,11154.0,105.0,0.0,,,,,,,,,,,,,,,,,48.3,11295.0,157.0,0.0,47.4,11623.0,149.0,0.0,,,,,,,,,,,,,,,,,47.9,11799.0,79.0,0.0,49.2,11043.0,132.0,0.0,,,,,,,,,48.6,10687.0,69.0,0.0,,,,,49.0,11239.0,161.0,0.0,,,,,50.5,9240.0,66.0,0.0,48.6,11911.0,72.0,0.0,48.8,10883.0,123.0,0.0,47.7,10693.0,122.0,0.0,,,,,43.0,10206.0,71.0,0.0,,,,,49.0,11697.0,72.0,0.0,48.8,11709.0,150.0,0.0,47.5,11066.0,52.0,0.0,,,,,,,,,51.1,10148.0,69.0,0.0,,,,,47.8,9927.0,302.0,0.0,,,,,48.7,11742.0,33.0,0.0,,,,,,,,,48.0,10641.0,75.0,0.0,,,,,48.3,10739.0,48.0,0.0,,,,
