,,ABMF00GLP,ABMF00GLP,ABMF00GLP,ABMF00GLP,ALIC00AUS,ALIC00AUS,ALIC00AUS,ALIC00AUS,AREG00PER,AREG00PER,AREG00PER,AREG00PER,ASCG00SHN,ASCG00SHN,ASCG00SHN,ASCG00SHN,BRST00FRA,BRST00FRA,BRST00FRA,BRST00FRA,BRUX00BEL,BRUX00BEL,BRUX00BEL,BRUX00BEL,CAS100ATA,CAS100ATA,CAS100ATA,CAS100ATA,CEBR00ESP,CEBR00ESP,CEBR00ESP,CEBR00ESP,CHPG00BRA,CHPG00BRA,CHPG00BRA,CHPG00BRA,CIBG00IDN,CIBG00IDN,CIBG00IDN,CIBG00IDN,CKIS00COK,CKIS00COK,CKIS00COK,CKIS00COK,COCO00AUS,COCO00AUS,COCO00AUS,COCO00AUS,CUUT00THA,CUUT00THA,CUUT00THA,CUUT00THA,DJIG00DJI,DJIG00DJI,DJIG00DJI,DJIG00DJI,DYNG00GRC,DYNG00GRC,DYNG00GRC,DYNG00GRC,EBRE00ESP,EBRE00ESP,EBRE00ESP,EBRE00ESP,FTNA00WLF,FTNA00WLF,FTNA00WLF,FTNA00WLF,GAMB00PYF,GAMB00PYF,GAMB00PYF,GAMB00PYF,GANP00SVK,GANP00SVK,GANP00SVK,GANP00SVK,GRAC00FRA,GRAC00FRA,GRAC00FRA,GRAC00FRA,HARB00ZAF,HARB00ZAF,HARB00ZAF,HARB00ZAF,HKSL00HKG,HKSL00HKG,HKSL00HKG,HKSL00HKG,HKWS00HKG,HKWS00HKG,HKWS00HKG,HKWS00HKG,HOFN00ISL,HOFN00ISL,HOFN00ISL,HOFN00ISL,JFNG00CHN,JFNG00CHN,JFNG00CHN,JFNG00CHN,KARR00AUS,KARR00AUS,KARR00AUS,KARR00AUS,KIRI00KIR,KIRI00KIR,KIRI00KIR,KIRI00KIR,KIRU00SWE,KIRU00SWE,KIRU00SWE,KIRU00SWE,KOUG00GUF,KOUG00GUF,KOUG00GUF,KOUG00GUF,KOUR00GUF,KOUR00GUF,KOUR00GUF,KOUR00GUF,KRGG00ATF,KRGG00ATF,KRGG00ATF,KRGG00ATF,LAUT00FJI,LAUT00FJI,LAUT00FJI,LAUT00FJI,LMMF00MTQ,LMMF00MTQ,LMMF00MTQ,LMMF00MTQ,MAJU00MHL,MAJU00MHL,MAJU00MHL,MAJU00MHL,MAL200KEN,MAL200KEN,MAL200KEN,MAL200KEN,MARS00FRA,MARS00FRA,MARS00FRA,MARS00FRA,MAS100ESP,MAS100ESP,MAS100ESP,MAS100ESP,MAYG00MYT,MAYG00MYT,MAYG00MYT,MAYG00MYT,MCHL00AUS,MCHL00AUS,MCHL00AUS,MCHL00AUS,METG00FIN,METG00FIN,METG00FIN,METG00FIN,MGUE00ARG,MGUE00ARG,MGUE00ARG,MGUE00ARG,MOBS00AUS,MOBS00AUS,MOBS00AUS,MOBS00AUS,MRO100AUS,MRO100AUS,MRO100AUS,MRO100AUS,NICO00CYP,NICO00CYP,NICO00CYP,NICO00CYP,NIUM00NIU,NIUM00NIU,NIUM00NIU,NIUM00NIU,NNOR00AUS,NNOR00AUS,NNOR00AUS,NNOR00AUS,PERT00AUS,PERT00AUS,PERT00AUS,PERT00AUS,PNGM00PNG,PNGM00PNG,PNGM00PNG,PNGM00PNG,POHN00FSM,POHN00FSM,POHN00FSM,POHN00FSM,PTVL00VUT,PTVL00VUT,PTVL00VUT,PTVL00VUT,REDU00BEL,REDU00BEL,REDU00BEL,REDU00BEL,REUN00REU,REUN00REU,REUN00REU,REUN00REU,REYK00ISL,REYK00ISL,REYK00ISL,REYK00ISL,RGDG00ARG,RGDG00ARG,RGDG00ARG,RGDG00ARG,SAMO00WSM,SAMO00WSM,SAMO00WSM,SAMO00WSM,SOLO00SLB,SOLO00SLB,SOLO00SLB,SOLO00SLB,STJ300CAN,STJ300CAN,STJ300CAN,STJ300CAN,THTG00PYF,THTG00PYF,THTG00PYF,THTG00PYF,TLSE00FRA,TLSE00FRA,TLSE00FRA,TLSE00FRA,TLSG00FRA,TLSG00FRA,TLSG00FRA,TLSG00FRA,TONG00TON,TONG00TON,TONG00TON,TONG00TON,TOW200AUS,TOW200AUS,TOW200AUS,TOW200AUS,TUVA00TUV,TUVA00TUV,TUVA00TUV,TUVA00TUV,UNBN00CAN,UNBN00CAN,UNBN00CAN,UNBN00CAN,VILL00ESP,VILL00ESP,VILL00ESP,VILL00ESP,WARK00NZL,WARK00NZL,WARK00NZL,WARK00NZL,WTZR00DEU,WTZR00DEU,WTZR00DEU,WTZR00DEU,XMIS00AUS,XMIS00AUS,XMIS00AUS,XMIS00AUS,YEL200CAN,YEL200CAN,YEL200CAN,YEL200CAN
G,5Q,49.0,11567.0,145.0,0.0,49.7,11173.0,82.0,0.0,,,,,,,,,,,,,48.5,11903.0,22.0,0.0,,,,,48.7,10644.0,15.0,0.0,,,,,49.7,12109.0,23.0,0.0,,,,,46.1,5970.0,10.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.1,10025.0,67.0,0.0,,,,,48.8,10541.0,41.0,0.0,50.3,10018.0,12.0,0.0,50.3,11988.0,26.0,0.0,,,,,,,,,,,,,46.8,12352.0,30.0,0.0,50.1,12227.0,16.0,0.0,45.4,12309.0,39.0,0.0,50.1,11801.0,105.0,0.0,,,,,,,,,47.2,11921.0,26.0,0.0,45.1,12649.0,40.0,0.0,50.6,9291.0,42.0,0.0,47.7,11735.0,27.0,0.0,,,,,,,,,,,,,46.2,11227.0,15.0,0.0,31.7,2796.0,30.0,0.0,,,,,49.9,10430.0,42.0,0.0,,,,,47.4,10424.0,15.0,0.0,,,,,,,,,,,,,,,,,49.2,10357.0,12.0,0.0,,,,,50.3,11913.0,19.0,0.0,,,,,,,,,,,,,47.3,11223.0,28.0,0.0,49.6,11048.0,55.0,0.0,,,,,49.1,11061.0,10.0,0.0,,,,,46.7,9766.0,12.0,0.0,,,,,50.4,10324.0,12.0,0.0,48.8,10254.0,27.0,0.0,,,,,50.5,10337.0,16.0,0.0,,,,,46.4,13210.0,43.0,0.0
R,1C,42.8,22342.0,242.0,1.42,45.7,21357.0,126.0,1.24,45.1,22457.0,69.0,1.54,42.9,22272.0,247.0,1.78,45.1,24997.0,117.0,1.27,43.9,26088.0,58.0,1.11,44.0,27515.0,68.0,1.27,44.5,22976.0,102.0,1.23,44.8,21851.0,144.0,1.17,44.5,23741.0,102.0,1.61,45.0,21576.0,45.0,1.66,43.3,19626.0,100.0,1.5,43.2,21626.0,73.0,1.56,43.9,23169.0,77.0,1.27,44.9,23745.0,73.0,1.32,44.9,24081.0,86.0,1.56,41.9,20826.0,150.0,1.8,45.0,21288.0,133.0,1.22,44.4,25546.0,112.0,1.28,43.3,23722.0,132.0,1.15,35.5,12810.0,260.0,1.82,46.0,21571.0,83.0,1.44,46.3,21030.0,31.0,1.19,46.1,25879.0,57.0,0.87,45.1,21426.0,111.0,1.41,44.9,23003.0,53.0,1.62,43.1,23685.0,297.0,2.08,44.6,26052.0,133.0,1.03,44.1,24466.0,129.0,1.5,42.6,22649.0,211.0,1.53,46.2,25492.0,140.0,1.02,44.5,22649.0,191.0,1.79,42.5,23496.0,234.0,1.63,42.5,23576.0,204.0,1.96,41.4,23036.0,154.0,1.34,43.4,19994.0,148.0,0.98,46.1,23079.0,105.0,1.41,44.1,22044.0,238.0,1.51,44.8,24133.0,56.0,1.25,46.1,25289.0,160.0,1.07,46.1,24053.0,54.0,1.14,39.2,20614.0,89.0,1.13,43.4,23426.0,125.0,1.52,45.5,22387.0,81.0,0.93,44.0,22929.0,157.0,1.7,44.7,20549.0,85.0,1.3,45.3,21493.0,124.0,1.38,43.4,23748.0,145.0,1.68,43.7,21628.0,228.0,1.87,44.8,21744.0,215.0,2.01,45.1,22994.0,122.0,1.07,40.3,19684.0,138.0,1.55,46.4,26269.0,45.0,0.93,45.0,26867.0,80.0,1.27,44.7,23115.0,160.0,1.53,42.2,21174.0,186.0,1.76,45.5,24004.0,152.0,1.36,45.9,21648.0,55.0,1.28,44.9,25576.0,80.0,1.3,44.1,25492.0,58.0,1.24,42.2,21099.0,372.0,1.86,46.5,21525.0,62.0,1.2,44.0,24203.0,133.0,1.81,44.5,22513.0,36.0,1.02,44.8,21243.0,154.0,1.35,45.3,22157.0,67.0,1.48,46.4,24581.0,46.0,0.87,44.2,21737.0,93.0,1.75,47.1,27343.0,103.0,0.92
R,2P,41.7,21914.0,309.0,1.59,40.7,20882.0,151.0,1.25,40.7,22249.0,109.0,1.57,39.6,21682.0,326.0,1.82,40.5,24736.0,185.0,1.13,42.1,25341.0,64.0,1.1,40.4,27302.0,114.0,1.18,41.4,21648.0,75.0,1.05,40.1,21590.0,176.0,1.04,39.5,22702.0,117.0,1.63,40.2,21320.0,85.0,1.36,43.1,15362.0,32.0,1.21,39.2,21421.0,91.0,1.36,38.7,22987.0,114.0,1.13,40.6,23527.0,94.0,1.28,40.1,23772.0,129.0,1.59,39.6,20650.0,160.0,1.67,40.6,20905.0,210.0,1.25,38.6,24943.0,230.0,1.27,41.9,23412.0,225.0,1.15,27.6,8180.0,445.0,1.6,40.3,21062.0,192.0,1.43,41.5,20743.0,85.0,1.22,41.0,25563.0,145.0,0.91,40.6,21092.0,131.0,1.55,40.1,22757.0,93.0,1.41,39.3,23079.0,337.0,2.22,41.5,25066.0,90.0,0.84,37.6,22881.0,305.0,1.49,39.9,20699.0,217.0,1.36,40.8,24988.0,265.0,1.0,39.9,22215.0,233.0,1.69,40.2,23026.0,341.0,1.68,41.3,22238.0,150.0,1.77,40.1,22051.0,116.0,1.36,42.0,19764.0,166.0,1.1,41.9,21894.0,149.0,1.03,39.8,21742.0,283.0,1.59,40.3,23899.0,110.0,1.0,41.1,24998.0,222.0,0.94,41.3,23204.0,104.0,0.99,41.1,20568.0,45.0,1.03,39.3,23018.0,170.0,1.3,39.8,21830.0,99.0,1.02,40.2,22697.0,195.0,1.6,41.8,19610.0,62.0,1.12,40.7,21109.0,151.0,1.34,38.6,23067.0,214.0,1.57,39.1,20958.0,287.0,1.57,39.8,21287.0,204.0,1.86,42.2,21960.0,91.0,1.01,40.0,19550.0,156.0,1.41,40.9,25916.0,127.0,0.74,40.6,26615.0,122.0,1.12,39.8,22844.0,174.0,1.31,38.1,20630.0,199.0,1.74,42.2,23074.0,105.0,1.3,40.9,21360.0,91.0,1.25,40.1,25133.0,161.0,1.25,41.9,24389.0,75.0,1.1,39.0,20308.0,468.0,1.71,42.2,16949.0,32.0,1.1,39.2,23841.0,172.0,1.68,43.1,22376.0,78.0,1.05,42.0,19985.0,95.0,1.17,40.8,21983.0,76.0,1.44,42.4,24368.0,87.0,0.86,39.6,21352.0,145.0,1.58,42.9,26910.0,112.0,0.85
S,1C,43.9,11332.0,171.0,0.0,,,,,41.8,14024.0,3.0,0.68,47.4,8640.0,0.0,6.99,41.3,11520.0,438.0,0.0,,,,,,,,,44.4,11519.0,1.0,0.0,41.5,14382.0,14.0,1.58,46.5,11520.0,0.0,0.0,,,,,,,,,43.7,16590.0,28.0,0.42,43.0,13527.0,27.0,0.36,46.1,2880.0,0.0,4.01,,,,,38.6,11104.0,317.0,3.44,47.8,8640.0,0.0,0.79,37.7,2880.0,0.0,0.0,45.5,6255.0,354.0,0.0,33.6,11708.0,108.0,1.18,44.0,5760.0,0.0,0.0,44.4,5760.0,0.0,0.0,44.1,6221.0,315.0,0.0,40.8,11520.0,0.0,0.63,,,,,,,,,37.5,8898.0,2.0,0.0,47.1,11499.0,2.0,0.0,,,,,46.1,7449.0,449.0,0.0,,,,,40.8,17280.0,0.0,0.75,,,,,42.9,23029.0,11.0,0.0,46.2,6264.0,339.0,0.0,46.4,11520.0,1.0,0.0,44.0,11554.0,100.0,0.5,,,,,36.2,11247.0,103.0,1.34,41.9,17280.0,0.0,0.0,,,,,,,,,46.9,6219.0,324.0,0.0,,,,,40.5,10871.0,2.0,0.0,,,,,,,,,,,,,,,,,41.2,14399.0,1.0,0.0,44.0,12449.0,812.0,0.0,43.2,6251.0,328.0,0.0,36.6,9977.0,490.0,1.49,,,,,,,,,41.2,14400.0,0.0,2.11,47.7,9437.0,1.0,0.0,40.9,7760.0,221.0,1.99,43.8,12248.0,3.0,1.91,,,,,,,,,,,,,42.5,11520.0,0.0,0.0,44.8,11631.0,1.0,0.0,,,,,47.2,6315.0,334.0,0.0,,,,,43.9,8478.0,15.0,1.06
C,1I,,,,,43.2,22684.0,17.0,0.0,,,,,,,,,,,,,,,,,39.4,24261.0,191.0,0.0,,,,,,,,,,,,,39.3,11221.0,15.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.3,32225.0,4.0,0.0,40.6,20643.0,60.0,0.0,,,,,,,,,,,,,,,,,40.4,20016.0,159.0,0.0,,,,,40.8,22402.0,77.0,0.0,,,,,,,,,,,,,,,,,41.1,26689.0,219.0,0.0,,,,,,,,,42.3,24579.0,15.0,0.0,40.9,31540.0,30.0,0.0,,,,,38.9,15321.0,97.0,0.0,,,,,41.8,28716.0,17.0,0.0,41.5,27500.0,589.0,0.0,41.7,23193.0,25.0,0.0,40.9,21644.0,52.0,0.0,,,,,,,,,,,,,,,,,39.8,15175.0,60.0,0.0,38.7,23352.0,68.0,0.0,,,,,,,,,,,,,,,,,39.1,14941.0,23.0,0.0,44.7,21383.0,16.0,0.0,39.7,19715.0,437.0,0.0,,,,,,,,,,,,,,,,,42.5,32461.0,3.0,0.0,,,,
J,1C,,,,,47.3,2880.0,0.0,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.3,2880.0,0.0,0.29,,,,,40.8,2880.0,0.0,0.16,42.9,2880.0,0.0,0.29,,,,,,,,,,,,,40.0,2880.0,0.0,0.38,,,,,37.8,579.0,3.0,0.61,,,,,,,,,47.3,2880.0,0.0,0.17,47.4,2880.0,0.0,0.24,,,,,46.5,2081.0,1.0,0.22,,,,,,,,,38.0,851.0,2.0,0.4,,,,,,,,,,,,,,,,,,,,,43.4,2880.0,0.0,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.2,2493.0,0.0,0.25,,,,,,,,,,,,,42.7,2880.0,0.0,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.8,2880.0,0.0,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J,2S,,,,,45.5,2880.0,0.0,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.1,2880.0,0.0,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.9,2880.0,0.0,0.08,44.8,2880.0,0.0,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J,5Q,,,,,50.1,2880.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.9,2880.0,0.0,0.0,,,,,44.2,2880.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.3,2880.0,0.0,0.0,50.5,2880.0,0.0,0.0,,,,,,,,,,,,,,,,,40.2,897.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,47.7,2880.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.6,1273.0,10.0,0.0,,,,,,,,,,,,,45.3,2880.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.1,2880.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R,2C,,,,,41.1,20867.0,145.0,1.17,41.3,22395.0,84.0,1.64,40.0,22047.0,310.0,1.63,41.2,24896.0,145.0,1.19,41.7,25512.0,82.0,1.14,41.1,27462.0,79.0,1.26,41.0,21842.0,111.0,1.27,40.7,21759.0,153.0,1.17,,,,,40.7,21544.0,52.0,1.46,42.2,17136.0,81.0,1.57,39.8,21587.0,77.0,1.4,39.3,23105.0,94.0,1.19,41.2,23701.0,81.0,1.31,40.7,24001.0,94.0,1.45,40.2,20785.0,164.0,1.79,41.1,21153.0,177.0,1.21,39.1,25343.0,166.0,1.3,42.3,23452.0,228.0,1.1,28.2,10856.0,229.0,1.88,40.8,21002.0,220.0,1.41,41.9,20781.0,81.0,1.09,41.3,25589.0,159.0,0.88,41.1,21358.0,119.0,1.37,40.7,22962.0,57.0,1.58,39.8,23467.0,317.0,1.95,41.2,25058.0,120.0,0.96,,,,,39.5,21046.0,230.0,1.47,,,,,40.4,22517.0,197.0,1.85,40.7,23321.0,280.0,1.54,40.8,22701.0,196.0,1.89,39.7,22451.0,148.0,1.29,42.3,19753.0,162.0,1.09,41.5,22178.0,138.0,1.27,40.3,21917.0,251.0,1.5,40.9,24087.0,69.0,1.14,41.7,25181.0,189.0,1.08,41.0,23298.0,92.0,1.2,40.8,20669.0,70.0,1.08,39.8,23310.0,145.0,1.37,40.1,21838.0,131.0,0.96,40.7,22858.0,167.0,1.61,41.4,19763.0,81.0,1.26,41.2,21381.0,132.0,1.37,38.9,23595.0,150.0,1.55,39.5,21410.0,236.0,1.71,40.4,21522.0,220.0,1.85,41.7,22196.0,124.0,1.11,40.7,19634.0,145.0,1.4,41.3,25943.0,138.0,0.72,41.2,26815.0,85.0,1.15,40.4,23021.0,154.0,1.42,39.1,21007.0,195.0,1.73,41.8,23312.0,127.0,1.27,,,,,40.7,25393.0,121.0,1.17,41.4,24765.0,99.0,1.16,39.4,20770.0,423.0,1.67,41.4,19474.0,54.0,1.22,39.7,24128.0,139.0,1.7,43.4,22434.0,80.0,0.97,41.5,20239.0,127.0,1.28,41.4,22089.0,67.0,1.4,42.7,24403.0,74.0,0.82,40.2,21603.0,112.0,1.58,42.6,27005.0,129.0,0.78
C,6I,,,,,,,,,46.2,2123.0,7.0,0.0,40.2,5753.0,62.0,0.0,42.1,8777.0,53.0,0.0,,,,,,,,,,,,,45.3,2511.0,57.0,0.0,,,,,41.5,11200.0,25.0,0.0,,,,,,,,,40.5,22418.0,155.0,0.0,40.5,14885.0,104.0,0.0,,,,,41.1,15719.0,94.0,0.0,44.0,2558.0,44.0,0.0,,,,,,,,,29.2,2627.0,96.0,0.0,,,,,,,,,,,,,44.1,28917.0,29.0,0.0,44.0,32212.0,11.0,0.0,42.9,20586.0,87.0,0.0,,,,,,,,,,,,,,,,,42.5,19911.0,214.0,0.0,45.6,2736.0,60.0,0.0,,,,,,,,,,,,,,,,,42.5,25031.0,276.0,0.0,43.6,26559.0,304.0,0.0,41.9,13963.0,110.0,0.0,,,,,,,,,43.4,31482.0,70.0,0.0,,,,,41.2,15155.0,148.0,0.0,,,,,44.6,28678.0,32.0,0.0,43.9,27318.0,620.0,0.0,44.1,23149.0,42.0,0.0,42.7,21588.0,76.0,0.0,,,,,44.4,17631.0,255.0,0.0,,,,,41.1,5120.0,33.0,0.0,41.8,15097.0,54.0,0.0,,,,,,,,,,,,,41.2,9984.0,17.0,0.0,,,,,41.9,14904.0,38.0,0.0,,,,,41.8,19335.0,476.0,0.0,,,,,,,,,43.3,19351.0,59.0,0.0,,,,,44.5,32455.0,6.0,0.0,,,,
E,1X,,,,,,,,,44.3,11494.0,8.0,0.2,38.2,8124.0,50.0,0.27,44.9,8222.0,23.0,0.28,,,,,45.0,12176.0,15.0,0.24,,,,,45.3,9513.0,35.0,0.22,,,,,44.9,10679.0,6.0,0.26,,,,,43.8,11293.0,4.0,0.2,44.9,9381.0,9.0,0.18,44.6,8490.0,9.0,0.18,44.9,8817.0,17.0,0.4,42.6,10326.0,10.0,0.21,45.2,9578.0,51.0,0.23,43.2,9078.0,36.0,0.37,,,,,38.0,6720.0,5.0,0.26,,,,,,,,,,,,,45.6,9058.0,5.0,0.21,44.9,10743.0,6.0,0.27,44.6,11374.0,14.0,0.4,,,,,,,,,,,,,,,,,44.7,11050.0,26.0,0.39,43.6,11121.0,52.0,0.35,,,,,,,,,,,,,,,,,44.7,9891.0,40.0,0.28,44.6,10845.0,16.0,0.23,44.8,8878.0,37.0,0.25,,,,,,,,,44.2,10323.0,12.0,0.32,,,,,44.3,11694.0,17.0,0.28,,,,,45.3,9221.0,23.0,0.36,43.4,10691.0,22.0,0.36,44.9,8878.0,9.0,0.52,44.8,9675.0,36.0,0.53,,,,,46.7,8774.0,5.0,0.22,,,,,44.5,11534.0,26.0,0.2,44.3,11876.0,15.0,0.29,43.1,7337.0,3.0,0.36,,,,,,,,,44.3,8995.0,10.0,0.25,,,,,43.5,10394.0,56.0,0.6,,,,,44.4,11716.0,6.0,0.31,,,,,,,,,45.6,10083.0,9.0,0.31,,,,,44.8,10791.0,13.0,0.26,,,,
E,5X,,,,,,,,,45.0,9798.0,6.0,0.25,47.4,7252.0,60.0,0.35,43.6,7573.0,25.0,0.45,,,,,44.4,11059.0,17.0,0.22,,,,,47.7,7981.0,39.0,0.3,,,,,45.8,9413.0,8.0,0.24,,,,,43.3,10956.0,3.0,0.25,43.9,8884.0,6.0,0.22,46.5,7811.0,7.0,0.24,44.6,7971.0,19.0,0.41,36.3,9407.0,11.0,0.32,47.0,8373.0,63.0,0.32,43.6,8389.0,37.0,0.51,,,,,34.5,6370.0,14.0,0.26,,,,,,,,,,,,,46.4,8574.0,7.0,0.31,45.7,10145.0,6.0,0.25,45.6,10461.0,16.0,0.33,,,,,,,,,,,,,,,,,46.2,10063.0,27.0,0.37,44.4,9865.0,56.0,0.45,,,,,,,,,,,,,,,,,45.3,9242.0,44.0,0.39,45.7,10042.0,16.0,0.27,45.8,8092.0,37.0,0.35,,,,,,,,,45.5,9648.0,8.0,0.24,,,,,46.1,10476.0,18.0,0.24,,,,,46.9,8555.0,24.0,0.35,45.2,9850.0,25.0,0.35,46.4,8084.0,10.0,0.49,45.2,8795.0,39.0,0.47,,,,,40.7,8411.0,5.0,0.31,,,,,46.0,10063.0,19.0,0.22,46.3,10607.0,21.0,0.27,46.2,6551.0,4.0,0.33,,,,,,,,,46.4,8206.0,9.0,0.35,,,,,45.1,9491.0,48.0,0.56,,,,,45.8,10655.0,5.0,0.26,,,,,,,,,45.8,9227.0,11.0,0.34,,,,,44.5,10536.0,9.0,0.22,,,,
E,7X,,,,,,,,,45.5,9798.0,6.0,0.0,47.4,7253.0,60.0,0.0,44.0,7573.0,25.0,0.0,,,,,44.7,11059.0,17.0,0.0,,,,,47.1,7990.0,35.0,0.0,,,,,45.4,9413.0,8.0,0.0,,,,,42.2,10956.0,3.0,0.0,44.3,8884.0,6.0,0.0,46.3,7811.0,7.0,0.0,44.3,7965.0,19.0,0.0,44.1,9408.0,10.0,0.0,46.9,8366.0,63.0,0.0,43.9,8387.0,36.0,0.0,,,,,30.5,6370.0,14.0,0.0,,,,,,,,,,,,,46.2,8574.0,7.0,0.0,45.7,10145.0,6.0,0.0,45.6,10469.0,14.0,0.0,,,,,,,,,,,,,,,,,45.3,10059.0,28.0,0.0,44.1,9864.0,57.0,0.0,,,,,,,,,,,,,,,,,45.6,9240.0,44.0,0.0,45.6,10042.0,16.0,0.0,45.8,8088.0,39.0,0.0,,,,,,,,,45.3,9648.0,8.0,0.0,,,,,45.1,10474.0,18.0,0.0,,,,,46.6,8560.0,24.0,0.0,44.2,9850.0,26.0,0.0,46.1,8085.0,9.0,0.0,44.7,8800.0,38.0,0.0,,,,,47.2,8419.0,6.0,0.0,,,,,44.0,10062.0,18.0,0.0,45.4,10609.0,19.0,0.0,44.9,6551.0,4.0,0.0,,,,,,,,,45.7,8206.0,9.0,0.0,,,,,44.4,9486.0,48.0,0.0,,,,,45.0,10655.0,5.0,0.0,,,,,,,,,44.8,9223.0,11.0,0.0,,,,,45.7,10538.0,10.0,0.0,,,,
E,8X,,,,,,,,,49.6,9713.0,6.0,0.0,52.2,7254.0,60.0,0.0,48.3,7572.0,26.0,0.0,,,,,48.9,11046.0,18.0,0.0,,,,,51.9,7898.0,34.0,0.0,,,,,51.4,9029.0,8.0,0.0,,,,,48.6,10947.0,4.0,0.0,49.2,8801.0,6.0,0.0,51.0,7810.0,7.0,0.0,50.1,7925.0,19.0,0.0,43.3,9380.0,16.0,0.0,52.7,8381.0,59.0,0.0,49.4,8392.0,35.0,0.0,,,,,37.2,6148.0,12.0,0.0,,,,,,,,,,,,,50.7,8528.0,7.0,0.0,50.2,10061.0,5.0,0.0,50.0,10417.0,13.0,0.0,,,,,,,,,,,,,,,,,50.2,10038.0,24.0,0.0,48.5,9662.0,43.0,0.0,,,,,,,,,,,,,,,,,50.2,9028.0,35.0,0.0,51.4,10032.0,13.0,0.0,50.2,8094.0,36.0,0.0,,,,,,,,,51.2,9641.0,8.0,0.0,,,,,51.4,10420.0,15.0,0.0,,,,,51.3,8535.0,23.0,0.0,49.4,9271.0,21.0,0.0,52.1,8038.0,8.0,0.0,49.6,8713.0,38.0,0.0,,,,,49.7,8419.0,6.0,0.0,,,,,49.6,10057.0,18.0,0.0,51.6,10600.0,14.0,0.0,51.1,6551.0,4.0,0.0,,,,,,,,,50.4,8201.0,10.0,0.0,,,,,50.6,9275.0,38.0,0.0,,,,,51.0,10650.0,3.0,0.0,,,,,,,,,50.9,9227.0,11.0,0.0,,,,,49.7,10533.0,10.0,0.0,,,,
G,2X,,,,,,,,,44.2,17693.0,61.0,0.3,43.4,17596.0,249.0,0.31,43.8,16695.0,77.0,0.38,,,,,43.4,20336.0,58.0,0.37,,,,,43.2,17730.0,169.0,0.35,,,,,43.4,17189.0,51.0,0.44,,,,,41.7,20280.0,93.0,0.33,42.4,20123.0,140.0,0.3,44.2,16974.0,70.0,0.28,43.5,16383.0,60.0,0.47,42.9,16168.0,133.0,0.33,44.1,16204.0,125.0,0.31,42.1,17608.0,90.0,0.44,,,,,28.4,11031.0,42.0,0.44,,,,,,,,,,,,,44.0,16345.0,110.0,0.31,43.1,18366.0,108.0,0.41,43.7,17339.0,162.0,0.55,,,,,,,,,,,,,,,,,42.9,17300.0,211.0,0.52,42.5,19852.0,172.0,0.38,,,,,,,,,,,,,,,,,42.8,19377.0,217.0,0.37,43.0,19074.0,155.0,0.43,43.6,18013.0,191.0,0.43,,,,,,,,,42.6,18480.0,109.0,0.49,,,,,43.1,18293.0,214.0,0.5,,,,,44.0,15929.0,117.0,0.5,42.6,19149.0,147.0,0.46,43.4,16885.0,178.0,0.62,43.0,16403.0,161.0,0.63,,,,,43.7,17046.0,119.0,0.34,,,,,43.0,19369.0,100.0,0.33,42.8,18959.0,206.0,0.56,42.7,17227.0,98.0,0.53,,,,,,,,,44.0,17223.0,104.0,0.33,,,,,42.3,16111.0,297.0,0.69,,,,,42.5,18289.0,87.0,0.5,,,,,,,,,,,,,,,,,43.2,18624.0,135.0,0.45,,,,
