id,#StationName,X,Y,Z,Latitude,Longitude,Height,ReceiverName
109,HKSL00HKG,-2393382.414,5393861.187000001,2412592.401,22.372,113.928,95.712,LEICA GR50
110,HKWS00HKG,-2430579.004,5374285.676,2418956.331,22.434,114.335,64.197,LEICA GR50
111,HOB200AUS,-3950072.2469,2522415.3633,-4311637.4024,-42.805,147.439,41.458,SEPT POLARX5
112,HOFN00ISL,2679689.848,-727951.343,5722788.897999999,64.267,-15.198,82.741,LEICA GR50
113,HOLB00CAN,-2503040.424,-3188233.325,4908701.5430000005,50.64,-128.135,560.021,SEPT POLARX5
114,HRAG00ZAF,5085418.18,2668226.51,-2768758.21,-25.89,27.685,1407.7879999999998,JAVAD TRE_G3TH DELTA
115,HRAO00ZAF,5085352.597,2668395.992,-2768731.5510000004,-25.89,27.686999999999998,1414.744,SEPT POLARX5TR
116,HUEG00DEU,4251963.3,567043.8,4704708.7,47.833999999999996,7.596,278.745,JAVAD TRE_3 DELTA
117,IENG00ITA,4476537.4,600431.46,4488761.34,45.015,7.638999999999999,317.04900000000004,SEPT POLARX4TR
118,IISC00IND,1337936.455,6070317.1261,1427876.7852,13.020999999999999,77.57,844.117,SEPT POLARX5
119,INEG00MEX,-1260435.67,-5788547.37,2360340.12,21.855999999999998,-102.28399999999999,1888.4979999999998,TRIMBLE ALLOY
120,ISHI00JPN,-3959648.7541,3296836.3371,3747005.5756,36.209,140.219,156.249,TRIMBLE ALLOY
121,ISTA00TUR,4208830.46,2334850.14,4171267.18,41.104,29.019000000000002,147.665,LEICA GR25
122,JCTW00ZAF,5023564.462,1677795.751,-3542025.865,-33.951,18.469,84.01299999999999,TRIMBLE NETR9
123,JDPR00IND,1671950.8578,5476891.3303,2799675.5722,26.206,73.024,167.703,TRIMBLE ALLOY
124,JFNG00CHN,-2279828.8292,5004706.5483,3219777.4684,30.516,114.491,71.73899999999999,TRIMBLE ALLOY
125,JNAV00VNM,-1626346.47,5730605.79,2271881.48,21.005,105.844,35.275,TRIMBLE NETR9
126,JOG200IDN,-2200208.0871,5924895.6273,-855929.2334,-7.763999999999999,110.37200000000001,174.77599999999998,JAVAD TRE_G3TH DELTA
127,JOZ200POL,3664881.0,1409190.0,5009618.0,52.098,21.031999999999996,152.696,TRIMBLE NETR9
128,JOZE00POL,3664940.5,1409153.59,5009571.17,52.097,21.031999999999996,141.834,SEPT POLARX5
129,JPLM00USA,-2493304.6796,-4655215.1032,3565497.5918,34.205,-118.17299999999999,424.45599999999996,SEPT POLARX5
130,JPRE00ZAF,5064032.232,2724721.0539999995,-2752950.7210000004,-25.732,28.283,1387.7379999999998,TRIMBLE NETR9
131,KARR00AUS,-2713833.2672,5303935.1068,-2269513.7525,-20.980999999999998,117.09700000000001,109.54299999999999,SEPT POLARX5
132,KAT100AUS,-4147413.8151,4581462.5866,-1573359.0833,-14.376,132.153,184.69099999999997,SEPT POLARX5
133,KERG00ATF,1406337.0,3918161.0,-4816167.0,-49.351000000000006,70.256,73.04899999999999,TRIMBLE NETR9
134,KGNI00JPN,-3941949.165,3368156.3430000003,3702214.825,35.71,139.488,123.949,JAVAD TRE_G3TH DELTA
135,KIR000SWE,2248123.504,865686.5329999999,5886425.594,67.878,21.06,498.413,SEPT POLARX5
136,KIR800SWE,2248127.371,865685.468,5886424.301,67.878,21.06,498.43,TRIMBLE ALLOY
137,KIRI00KIR,-6327822.4922,785604.1018,149769.0463,1.355,172.923,36.59,TRIMBLE NETR9
138,KIRU00SWE,2251420.999,862817.095,5885476.563999999,67.857,20.968000000000004,391.348,SEPT POLARX5
139,KIT300UZB,1944944.8306,4556652.4180000005,4004326.1235,39.135,66.885,623.025,SEPT ASTERX4
140,KITG00UZB,1944879.726,4556783.77,4004205.937,39.133,66.887,621.054,SEPT POLARX5
141,KMNM00TWN,-2761837.8555,5110347.1476,2625150.8677,24.464000000000002,118.389,49.493,TRIMBLE ALLOY
142,KOKB00USA,-5543838.3609,-2054586.6103,2387810.1225,22.125999999999998,-159.665,1167.93,SEPT POLARX5TR
143,KOKV00USA,-5543838.3609,-2054586.6103,2387810.1225,22.125999999999998,-159.665,1167.93,JAVAD TRE_G3TH DELTA
144,KOS100NLD,3899613.9480000003,397361.592,5014738.666,52.173,5.818,105.235,SEPT POLARX5E
145,KOST00KAZ,1701038.957,3427939.4424,5085671.495,53.225,63.608000000000004,159.701,LEICA GR10
146,KOUC00NCL,-5751222.6620000005,1617967.645,-2225744.2180000003,-20.559,164.287,84.58,TRIMBLE NETR9
147,KOUG00GUF,3855263.0,-5049731.0,563040.0,5.098,-52.64,106.61399999999999,SEPT POLARX5TR
148,KOUR00GUF,3839591.4469999997,-5059567.538,579956.8670000001,5.252000000000001,-52.806000000000004,-25.362,SEPT POLARX5
149,KRGG00ATF,1406336.2099,3918154.6213,-4816172.8453,-49.352,70.256,73.4,TRIMBLE ALLOY
150,KSU100USA,-570504.689,-4923591.018,4001208.4839,39.101,-96.609,326.013,SEPT POLARX5
151,KUJ200CAN,773263.38,-3557025.2,5219841.77,55.29,-77.735,9.074,SEPT POLARX5
152,KZN200RUS,2352345.7,2717466.1,5251458.5,55.791000000000004,49.119,94.113,TRIMBLE ALLOY
153,LAUT00FJI,-6075194.5,270924.0,-1917189.6,-17.609,177.447,90.074,SEPT POLARX5
154,LCK300IND,894676.3053,5620593.4735,2869571.0496,26.912,80.956,64.57600000000001,TRIMBLE ALLOY
155,LCK400IND,894678.4718,5620595.0084,2869567.4303,26.912,80.956,64.594,TRIMBLE ALLOY
156,LEIJ00DEU,3898736.2,855345.5,4958372.6,51.354,12.374,178.861,JAVAD TRE_3 DELTA
157,LHAZ00CHN,-106943.5,5549296.14,3139212.6,29.656999999999996,91.104,3646.671,LEICA GR25
158,LICC00GBR,3978703.5689999997,-12141.038,4968417.218,51.5,-0.175,89.084,CHC P5E
159,LLAG00ESP,5384906.53,-1576770.73,3023828.01,28.482,-16.320999999999998,623.236,JAVAD TRE_G2T DELTA
160,LMMF00MTQ,2993387.952,-5399363.731000001,1596748.042,14.595,-60.996,-26.566,TRIMBLE ALLOY
161,LPGS00ARG,2780102.9896,-4437418.9149,-3629404.5253,-34.907,-57.931999999999995,30.285999999999998,JAVAD TRE_3
162,LROC00FRA,4424632.8,-94175.5,4577543.9,46.159,-1.219,58.323,LEICA GR25
163,M0SE00ITA,4642432.5,1028629.4,4236854.2,41.893,12.493,120.979,LEICA GR25
164,MAC100AUS,-3464038.4875,1334172.7432,-5169224.4229,-54.5,158.936,-6.2589999999999995,SEPT POLARX5
165,MADR00ESP,4849202.393999999,-360328.9929,4114913.1862,40.429,-4.25,829.8789999999999,JAVAD TRE_G3TH DELTA
166,MAJU00MHL,-6257572.5057,950332.3662,785215.1556,7.119,171.365,34.251999999999995,SEPT POLARX4TR
167,MAL200KEN,4865385.694,4110717.189,-331137.637,-2.9960000000000004,40.194,-20.506999999999998,SEPT POLARX5
168,MAR600SWE,2998189.713,931451.589,5533398.472999999,60.595,17.259,75.818,SEPT POLARX5
169,MAR700SWE,2998198.758,931449.71,5533392.637999999,60.595,17.258,74.70100000000001,TRIMBLE ALLOY
170,MARS00FRA,4630532.8,433946.1,4350142.6,43.278999999999996,5.354,62.162,LEICA GR50
171,MAS100ESP,5439192.262999999,-1522055.61,2953454.72,27.764,-15.633,197.57,SEPT POLARX5
172,MAT100ITA,4641951.507,1393053.602,4133280.8210000005,40.649,16.705,534.947,LEICA GR30
173,MATE00ITA,4641949.709,1393045.2980000002,4133287.333,40.649,16.704,536.072,LEICA GR30
174,MATG00ITA,4641953.035,1393063.5469999998,4133279.5889999997,40.649,16.705,537.424,LEICA GR10
175,MAW100ATA,1111287.138,2168911.297,-5874493.643999999,-67.605,62.871,59.633,SEPT POLARX5
176,MAYG00MYT,4379104.6069,4418744.4751,-1401897.9428,-12.782,45.258,-15.947000000000001,TRIMBLE ALLOY
177,MBAR00UGA,5482951.3876,3260442.6429,-66519.8489,-0.601,30.738000000000003,1338.0529999999999,JAVAD TRE_3 DELTA
178,MCHL00AUS,-4857858.923,3018464.3659,-2814983.2231,-26.359,148.145,534.992,TRIMBLE ALLOY
179,MCIL00JPN,-5227188.142,2551880.364,2607617.909,24.29,153.97899999999998,36.073,TRIMBLE ALLOY
180,MCM400ATA,-1311703.172,310814.982,-6213255.16,-77.83800000000001,166.669,98.476,JAVAD TRE_G3TH DELTA
181,MDO100USA,-1329998.797,-5328393.357,3236504.1410000003,30.680999999999997,-104.015,2004.891,SEPT POLARX5
182,MEDI00ITA,4461400.893999999,919593.443,4449504.669,44.52,11.647,50.471000000000004,LEICA GR10
183,MELI00ESP,5205630.0,-268410.0,3663434.0,35.281,-2.952,93.899,LEICA GR10
184,MERS00TUR,4239149.446,2886967.945,3778877.023,36.566,34.256,38.89,LEICA GR50
185,MET300FIN,2892583.975,1311799.563,5512619.853999999,60.217,24.395,79.624,JAVAD TRE_3 DELTA
186,METG00FIN,2890652.5,1310295.548,5513958.877,60.242,24.384,60.115,SEPT POLARX5
187,MGUE00ARG,1823327.909,-4850352.447,-3709085.5360000003,-35.777,-69.398,1554.141,SEPT POLARX5TR
188,MIKL00UKR,3698554.628,2308675.267,4639770.433999999,46.973,31.973000000000003,95.132,LEICA GR10
189,MIZU00JPN,-3857167.6484,3108694.9138,4004041.6876,39.135,141.13299999999998,117.427,SEPT POLARX5
190,MKEA00USA,-5464105.317000001,-2495165.8419999997,2148291.476,19.801,-155.45600000000002,3755.067,SEPT POLARX5
191,MOBS00AUS,-4130636.7539999997,2894953.14,-3890530.236,-37.829,144.975,40.989,SEPT POLARX5
192,MOIU00KEN,5207811.3703,3685972.9487,31891.7647,0.28800000000000003,35.29,2201.9320000000002,JAVAD TRE_3 DELTA
193,MQZG00NZL,-4580569.5430000005,590465.441,-4384380.166,-43.703,172.655,155.125,TRIMBLE ALLOY
194,MRC100USA,1092811.8197,-4877221.9707,3948968.1089999997,38.499,-77.37100000000001,27.622,SEPT POLARX5
195,MRO100AUS,-2556630.0377,5097138.2766,-2848384.7814,-26.697,116.637,354.463,TRIMBLE NETR9
196,MSSA00JPN,-3854396.7261,3427835.9923,3741739.5228,36.14,138.352,1626.8370000000002,TRIMBLE NETR9
197,NABG00NOR,1201009.37,252158.016,6238022.126,78.943,11.857000000000001,43.361999999999995,TRIMBLE NETR9
198,NANO00CAN,-2335726.73,-3451608.329,4812009.971,49.295,-124.086,6.989,SEPT POLARX5
199,NAUR00NRU,-6212555.1726,1442786.6229,-61006.7968,-0.552,166.926,46.678000000000004,SEPT POLARX4TR
200,NCKU00TWN,-2956913.107,5075881.93,2476417.1119999997,22.997,120.223,98.625,TRIMBLE NETR9
201,NICO00CYP,4359417.88,2874117.01,3650778.27,35.141,33.396,192.145,LEICA GR50
202,NIUM00NIU,-5937159.6673,-1054675.7248,-2071390.5806,-19.077,-169.92700000000002,90.527,TRIMBLE NETR9
203,NKLG00GAB,6287385.7333,1071574.6758,39132.0395,0.354,9.672,31.89,SEPT POLARX5
204,NLIB00USA,-130934.4493,-4762291.7386,4226854.6638,41.772,-91.575,207.467,SEPT POLARX5TR
205,NNOR00AUS,-2414151.326,4907778.436000001,-3270645.333,-31.049,116.193,235.248,SEPT POLARX5TR
206,NOT100ITA,4934528.669,1321262.251,3806479.508,36.876,14.99,126.65700000000001,LEICA GR30
207,NRC100CAN,1112777.33,-4341475.83,4522955.78,45.45399999999999,-75.624,82.90700000000001,JAVAD TRE_G3TH DELTA
208,NRMD00NCL,-5743537.658,1380504.26,-2397897.027,-22.228,166.485,160.792,TRIMBLE NETR9
209,NTUS00SGP,-1508022.0,6195580.0,148800.0,1.3459999999999999,103.68,78.867,LEICA GR50
210,NYA100NOR,1202434.0,252632.0,6237772.0,78.93,11.865,84.13,TRIMBLE NETR9
211,NYA200NOR,1202379.31,252474.65399999998,6237786.542,78.93,11.859000000000002,81.914,SEPT POLARX5
212,NYAL00NOR,1202431.0,252627.0,6237768.0,78.93,11.865,79.443,TRIMBLE NETR9
213,OBE400DEU,4186704.43,834903.583,4723664.857,48.085,11.277999999999999,650.987,SEPT ASTERX4
214,OHI200ATA,1525811.8,-2432479.1,-5676166.0,-63.321000000000005,-57.901,33.594,JAVAD TRE_G3TH DELTA
215,OHI300ATA,1525808.9,-2432478.5,-5676166.0,-63.321000000000005,-57.901,32.674,LEICA GR50
216,ONS100SWE,3370667.1980000003,711818.723,5349787.879,57.395,11.925,44.858000000000004,TRIMBLE ALLOY
217,ONSA00SWE,3370658.832,711876.939,5349786.745,57.395,11.925999999999998,45.974,SEPT POLARX5TR
218,OP7100FRA,4202779.735,171370.766,4778660.65,48.836000000000006,2.335,124.98700000000001,SEPT POLARX4TR
219,ORID00MKD,4498451.81,1708266.83,4173591.78,41.126999999999995,20.794,773.4169999999999,LEICA GR30
220,OUS200NZL,-4387890.8367,733420.3903,-4555176.3706,-45.869,170.511,26.545,SEPT POLARX5
221,OWMG00NZL,-4584394.1059,-290931.9957,-4410048.0233,-44.023999999999994,-176.36900000000003,22.026999999999997,TRIMBLE ALLOY
222,P04300USA,-1128701.5937,-4465270.5852,4399615.9675,43.881,-104.186,1491.360,SEPT POLARX5
223,P05100USA,-1416838.9163,-4223178.9758,4551064.1022,45.807,-108.546,1081.527,SEPT POLARX5
224,P05300USA,-1283559.1005,-4015770.3241,4771131.6324,48.726,-107.725,815.419,SEPT POLARX5
225,P38900USA,-2347407.3618,-3968720.2532,4394008.5091,43.812,-120.603,1398.318,SEPT POLARX5
226,P80200USA,-810033.1477,-4318611.4126,4608498.8926,46.558,-100.623,573.530,SEPT POLARX5
227,PADO00ITA,4388882.41,924567.03,4519588.45,45.411,11.895999999999999,65.126,STONEX SC2200
228,PALM00ATA,1192671.992,-2450887.706,-5747096.183999999,-64.775,-64.051,31.685,JAVAD TRE_G3TH DELTA
229,PARC00CHL,1255992.5,-3622975.2,-5079719.2,-53.137,-70.88,22.725,TRIMBLE ALLOY
230,PARK00AUS,-4554255.2187,2816652.4462,-3454059.7028,-32.999,148.265,397.79,SEPT POLARX5TR
231,PDEL00PRT,4551596.1389999995,-2186893.415,3883410.6789999995,37.748000000000005,-25.663,111.18,TRIMBLE ALLOY
232,PERT00AUS,-2368688.0354,4881316.6934,-3341794.975,-31.802,115.885,13.08,TRIMBLE NETR9
233,PGEN00PHL,-3650007.527,5187339.662,669409.452,6.065,125.132,121.525,LEICA GR50
234,PICL00CAN,-11253.04,-3980586.68,4967210.25,51.48,-90.162,315.531,SEPT POLARX5
235,PIE100USA,-1640916.928,-5014781.187,3575447.077,34.302,-108.119,2348.129,JAVAD TRE_3 DELTA
236,PIMO00PHL,-3186293.8,5286624.28,1601158.31,14.636,121.07799999999999,95.936,JAVAD TRE_G3TH DELTA
237,PNGM00PNG,-5367943.2,3437431.2,-225886.0,-2.043,147.366,116.751,TRIMBLE NETR9
238,POAL00BRA,3467519.4,-4300378.53,-3177517.73,-30.074,-51.12,77.155,TRIMBLE NETR9
239,POHN00FSM,-5879158.7411,2350291.7598,767748.1911,6.96,158.21,91.101,SEPT POLARX5
240,POL200KGZ,1239971.4511,4530790.0876,4302578.795,42.68,74.694,1714.63,JAVAD TRE_3 DELTA
241,POLV00UKR,3411557.338,2348463.835,4834396.643,49.603,34.543,178.551,LEICA GR50
242,POTS00DEU,3800689.6339999996,882077.3859999999,5028791.318,52.379,13.065999999999999,144.85299999999998,JAVAD TRE_3
243,POVE00BRA,2774265.608,-5662060.1407,-959415.8531,-8.709,-63.896,119.975,TRIMBLE NETR9
