#------------------------------------------------------------------------
-------
# LIST OF STATIONS PROPOSED FOR IGS REPRO3, SORTED BY PRIORITY LEVELS
#------------------------------------------------------------------------
-------
#
# - pr : priority level [1-11]
# - code : 4-char station ID
# - net : network ID
#
# Priority levels (number of stations in each level):
# - 1 (66) : A revised/simplified version of the IGS14 core network. The
aim of
# this minimalist selection of well-distributed RF stations
is
# twofold: a) allow the alignment of the AC repro3 solutions
to
# IGS14, and b) ensure an overlap between the different AC
solutions
# necessary for their combination. Note that some priority 1
# stations are meant to be used one after the other (e.g.,
CHAT then
# CHTI).
# - 2 (103): GNSS stations for which a local tie to a DORIS, SLR or VLBI
# station is available. Those are of course fundamental to
the
# construction of ITRF2020. In case several GNSS stations are
tied
# to the same DORIS, SLR or VLBI station, only one of them
was given
# priority 2, while the others were given priority 3.
# - 3 (52) : a) Remaining GNSS stations for which a local tie to a
DORIS, SLR
# or VLBI station is available. Those are important since
they bring
# redundancy at some co-location sites.
# b) GNSS stations co-located, but not tied to a DORIS, SLR
or VLBI
# station. Those are important since they bring at least
inter-
# technique velocity constraints at co-location sites where
no local
# tie is available.
# - 4 (122): Remaining IGS14 stations. Useful to allow better alignments
of the
# AC repro3 solutions to IGS14 than with the priority 1
stations
# only. Also natural good candidates for the next IGS RF.
# - 5 (86) : Other IGS stations that would be good candidates for the
next IGS
# RF, i.e. with long, stable time series, and either located
in
# areas not well covered by IGS14 or deemed useful by APREF,
EUREF,
# SIRGAS or SONEL.
# - 6 (10) : Ten fundamental CORS stations of special interest to NGS.
# - 7 (66) : A handpicked selection of stations proposed by APREF,
EUREF, NGS,
# SIRGAS and SONEL, which nicely complement the geographical
# distribution of the higher priority stations.
# - 8 (28) : Other non-IGS stations with nice time series, located in
areas
# not well covered by higher priority stations.
# - 9 (324): The remaining stations proposed by APREF, BKG, EUREF, NGS,
NRCAN,
# SIRGAS and SONEL.
# - 10 (65) : Even more (low-priority) Australian stations proposed by
APREF.
# - 11 (290): All remaining IGS stations. Those are of little interest
from the
# RF point of view. However, having them included in repro3
would
# allow to fulfill the recommendation made by the
Infrastructure
# Committee at the IGS 2017 Workshop "to provide [...] weekly
# positions for ALL IGS network stations", at least over the
repro3
# period.
#
# Links to site logs of each network:
# - apref : ftp://ftp.ga.gov.au/geodesy-outgoing/gnss/logs
# - epn : ftp://epncb.oma.be/pub/station/log
# - geonet : ftp://ftp.geonet.org.nz/gps/sitelogs/logs
# - gref : ftp://igs.bkg.bund.de/GREF/station
# - igs : ftp://igs.org/pub/station/log
# - igsold : ftp://igs.org/pub/station/oldlog
# - ngs : ftp://www.ngs.noaa.gov/cors/station_log
# - nrcan : ftp://rtopsdata1.geod.nrcan.gc.ca/gps/station_logs
# - oafa : http://ramsac.ign.gob.ar/ver_formulario_igs.php?e=T0FGQQ==
# - sirgas : ftp://ftp.sirgas.org/pub/gps/DGF/station/log
# - sonel : ftp://ftp.sonel.org/meta/gpslog
# - ucsd : ftp://garner.ucsd.edu/pub/docs/station_logs
# - unavco : ftp://data-out.unavco.org/pub/logs
#
# Links to RINEX files of each network:
# - apref : ftp://ftp.ga.gov.au/geodesy-outgoing/gnss/data/daily
# - epn : ftp://ftp.epncb.oma.be/pub/obs
# - geonet : ftp://ftp.geonet.org.nz/gps
# - gref : ftp://igs.bkg.bund.de/GREF/obs
# - igs : ftp://cddis.gsfc.nasa.gov/pub/gps/data/daily
# ftp://igs.ensg.ign.fr/pub/igs/data/
# ftp://gssc.esa.int/gnss/data
# ftp://lox.ucsd.edu/pub/rinex
# ftp://nfs.kasi.re.kr/
# ftp://igs.gnsswhu.cn/
# - igsold : ftp://cddis.gsfc.nasa.gov/pub/gps/data/daily
# ftp://igs.ensg.ign.fr/pub/igs/data/
# ftp://gssc.esa.int/gnss/data
# ftp://lox.ucsd.edu/pub/rinex
# ftp://nfs.kasi.re.kr/
# ftp://igs.gnsswhu.cn/
# - ngs : ftp://www.ngs.noaa.gov/cors/rinex
# - nrcan : ftp://rtopsdata1.geod.nrcan.gc.ca/gps/data/gpsdata
# - oafa : ftp://ftp.unsj.edu.ar/agrimensura/EstacionPermanente OAFA
# - sirgas : ftp://igs.ign.fr/pub/igs/data
# - sonel : ftp://ftp.sonel.org/gps/data
# - ucsd : ftp://garner.ucsd.edu/pub/rinex
# - unavco : ftp://data-out.unavco.org/pub
#
#------------------------------------------------------------------------
  pr  code   net       lat(deg)    lon(deg) 
  4   NNOR   igs       -31.0487    116.1927 
  4   NRC1   igs        45.4542    -75.6238 
  4   NRIL   igs        69.3618     88.3598 
  4   NURK   igs        -1.9446     30.0897 
  4   NYAL   igs        78.9296     11.8651 
  4   OSN1   igsold     37.0776    127.0240 
  4   OUS2   igs       -45.8695    170.5109 
  4   PARC   igs       -53.1370    -70.8799 
  4   PERT   igs       -31.8020    115.8852 
  4   POHN   igs         6.9599    158.2101 
  4   POLV   igs        49.6026     34.5429 
  4   PRDS   igs        50.8714   -114.2935 
  4   QAQ1   igs        60.7153    -46.0478 
  4   QIKI   igs        67.5593    -64.0337 
  4   RABT   igs        33.9981     -6.8543 
  4   RAMO   igs        30.5978     34.7631 
  4   RCMN   igs        -1.2208     36.8935 
  4   RECF   igsold     -8.0510    -34.9515 
  4   RESO   igs        74.6908    -94.8933 
  4   SALU   igs        -2.5935    -44.2125 
  4   SAVO   igs       -12.9392    -38.4323 
  4   SCH2   igs        54.8321    -66.8326 
  4   SUTM   igs       -32.3814     20.8109 
  4   SUWN   igs        37.2755    127.0542 
  4   SYDN   igs       -33.7809    151.1504 
  4   TAH1   igsold    -17.5770   -149.6062 
  4   TASH   igs        41.3280     69.2956 
  4   TEHN   igs        35.6973     51.3341 
  4   TID1   igs       -35.3992    148.9800 
  4   TIXI   igs        71.6345    128.8664 
  4   TNML   igs        24.7980    120.9873 
  4   TRAB   igsold     40.9947     39.7756 
  4   TROM   igsold     69.6628     18.9383 
  4   TUVA   igs        -8.5253    179.1966 
  4   UFPR   igs       -25.4484    -49.2310 
  4   UNBJ   igs        45.9502    -66.6417 
  4   UNSA   igs       -24.7275    -65.4076 
  4   USN3   igsold     38.9206    -77.0663 
  4   USNO   igs        38.9190    -77.0662 
  4   UZHL   igs        48.6320     22.2976 
  4   VACS   igs       -20.2971     57.4970 
  4   VESL   igsold    -71.6738     -2.8418 
  4   WHIT   igs        60.7505   -135.2221 
  4   WILL   igs        52.2369   -122.1678 
  4   WIND   igs       -22.5749     17.0894 
  4   WSRT   igs        52.9146      6.6045 
  4   XMIS   igs       -10.4500    105.6885 
  4   YAKT   igs        62.0310    129.6803 
  4   YIBL   igs        22.1865     56.1123 
  4   ZAMB   igs       -15.4255     28.3110 
  4   ZIM2   igs        46.8771      7.4650 
  5   AMC4   igs        38.8031   -104.5246 
  5   AMCT   igsold     38.8031   -104.5246 
  5   ANMG   igs         2.7846    101.5066 
  5   ANTC   igs       -37.3387    -71.5321 
  5   ASPA   igs       -14.3261   -170.7224 
  5   BAIE   igs        49.1868    -68.2633 
  5   BAKE   igs        64.3178    -96.0023 
  5   BAMF   igs        48.8353   -125.1351 
  5   BELE   igs        -1.4088    -48.4625 
  5   BHR2   igsold     26.2091     50.6081 
  5   BOAV   igs         2.8452    -60.7011 
  5   BRUN   igs         4.9712    114.9524 
  5   BZRG   igs        46.4990     11.3368 
  5   CGGN   igs        10.1231      9.1183 
  5   CKSV   igs        22.9989    120.2200 
  5   CMUM   igs        18.7609     98.9324 
  5   COPO   igsold    -27.3845    -70.3382 
  5   COYQ   igs       -45.5143    -71.8921 
  5   CUSV   igs        13.7359    100.5339 
  5   DAKA   igsold     14.6850    -17.4648 
  5   DAKR   igs        14.7212    -17.4395 
  5   DEAR   igs       -30.6652     23.9926 
  5   DUND   igs       -45.8837    170.5972 
  5   FALE   igs       -13.8322   -171.9995 
  5   GENO   igs        44.4194      8.9211 
  5   HKSL   igs        22.3720    113.9280 
  5   HNPT   igs        38.5888    -76.1304 
  5   HNUS   igs       -34.4246     19.2231 
  5   IQQE   igs       -20.2735    -70.1317 
  5   ISBA   igs        33.3414     44.4384 
  5   JOG2   igs        -7.7638    110.3725 
  5   JOZ2   igs        52.0978     21.0323 
  5   KHAJ   igsold     48.5215    135.0462 
  5   KIR0   igs        67.8776     21.0602 
  5   KMNM   igs        24.4638    118.3886 
  5   KOUC   igs       -20.5587    164.2873 
  5   KRS1   igs        40.5885     43.0934 
  5   KUUJ   nrcan      55.2784    -77.7454 
  5   KZN2   igs        55.7908     49.1192 
  5   LAMA   igs        53.8924     20.6699 
  5   LCK2   igsold     26.9126     80.9560 
  5   LCK4   igs        26.9121     80.9556 
  5   MAG0   igs        59.5758    150.7700 
  5   MAJU   igs         7.1191    171.3645 
  5   MARS   igs        43.2788      5.3538 
  5   MCHL   igs       -26.3589    148.1450 
  5   MELI   igs        35.2812     -2.9516 
  5   MGUE   igs       -35.7774    -69.3979 
  5   MOIU   igs         0.2883     35.2900 
  5   MRO1   igs       -26.6966    116.6375 
  5   NSSP   igsold     40.2265     44.5029 
  5   NTUS   igs         1.3458    103.6799 
  5   NVSK   igs        54.8406     83.2355 
  5   PBRI   igs        11.6378     92.7121 
  5   PENC   igs        47.7896     19.2815 
  5   PETP   igsold     53.0667    158.6071 
  5   PETS   igs        53.0233    158.6501 
  5   PGEN   igs         6.0649    125.1317 
  5   PICL   igs        51.4798    -90.1620 
  5   PIMO   igs        14.6357    121.0777 
  5   PNGM   igs        -2.0432    147.3660 
  5   POAL   igs       -30.0740    -51.1198 
  5   POVE   igs        -8.7093    -63.8963 
  5   PTVL   igs       -17.7494    168.3150 
  5   REDU   igs        50.0015      5.1449 
  5   SAMO   igs       -13.8492   -171.7384 
  5   SASK   igs        52.1963   -106.3984 
  5   SBOK   igs       -29.6693     17.8792 
  5   SCRZ   igs       -17.7968    -63.1597 
  5   SEY2   igs        -4.6737     55.4795 
  5   SOLO   igs        -9.4349    159.9543 
  5   SPT0   igs        57.7150     12.8913 
  5   SULP   igs        49.8356     24.0145 
  5   TDOU   igs       -23.0799     30.3840 
  5   TONG   igs       -21.1447   -175.1792 
  5   TORP   igs        33.7978   -118.3306 
  5   TUBI   igs        40.7867     29.4507 
  5   ULAB   igs        47.8651    107.0523 
  5   ULDI   igs       -28.2931     31.4209 
  5   UMTA   igsold    -31.5488     28.6725 
  5   VIS0   igs        57.6539     18.3673 
  5   VOIM   igs       -21.9063     46.7933 
  5   WARN   igs        54.1698     12.1014 
  5   WGTN   igs       -41.3235    174.8059 
  5   WROC   igs        51.1133     17.0620 
  5   YKRO   igs         6.8706     -5.2401 
  6   AB09   ngs        65.6150   -168.0621 
  6   AB51   ngs        56.7976   -132.9136 
  6   ATQK   ngs        70.4720   -157.4079 
  6   CN11   unavco     17.0212    -77.7841 
  6   FLF1   ngs        25.6153    -80.3861 
  6   P043   ngs        43.8811   -104.1857 
  6   P777   ngs        35.7027    -92.5455 
  6   P804   ngs        32.9633    -84.2258 
  6   SAN0   ngs        12.5805    -81.7153 
  6   TMG2   ngs        40.1300   -105.2331 
  7   AC43   ngs        59.5213   -149.6287 
  7   ACP1   sonel       9.3714    -79.9499 
  7   ADRI   ngs        41.9190    -84.0243 
  7   AHID   ngs        42.7731   -111.0637 
  7   AL92   ngs        30.9164    -87.7757 
  7   ALBY   apref     -34.9502    117.8102 
  7   BABR   sirgas    -12.1500    -44.9949 
  7   BRO1   apref     -18.0040    122.2091 
  7   BSMK   ngs        46.8211   -100.8167 
  7   BUEN   sirgas      7.1189    -73.1193 
  7   BULA   apref     -22.9135    139.9031 
  7   CALL   sirgas    -12.0629    -77.1493 
  7   CAM2   sirgas     19.8444    -90.5402 
  7   CASC   epn        38.6934     -9.4185 
  7   CEFE   sirgas    -20.3108    -40.3195 
  7   CN40   ngs        12.1800    -68.9580 
  7   CUIB   sirgas    -15.5553    -56.0699 
  7   DARE   epn        53.3448     -2.6405 
  7   HER2   sirgas     29.0925   -110.9672 
  7   HERN   apref     -30.3266    152.4869 
  7   HNIS   apref     -10.5904    142.2962 
  7   ICAM   sirgas     19.8534    -90.5275 
  7   IGM1   sirgas    -34.5722    -58.4394 
  7   IMPZ   sirgas     -5.4918    -47.4972 
  7   IPAZ   sirgas     24.1453   -110.3307 
  7   IQUI   sirgas     -3.7673    -73.2687 
  7   ISCO   sirgas      5.5444    -87.0558 
  7   KEPA   sonel     -54.2952    -36.5143 
  7   KINL   sonel      58.4588     -5.0523 
  7   LHCL   sirgas    -38.0027    -65.5952 
  7   LORD   apref     -31.5199    159.0612 
  7   LPAZ   sirgas     24.1388   -110.3193 
  7   MPL2   sirgas    -38.0058    -57.5713 
  7   MPLA   sirgas    -38.0356    -57.5311 
  7   MTCO   sirgas    -10.8039    -55.4563 
  7   MTY2   sirgas     25.7155   -100.3129 
  7   NAUS   sirgas     -3.0229    -60.0550 
  7   NCKN   ngs        34.9418    -77.9805 
  7   NESA   sirgas    -40.1054    -64.4540 
  7   NORF   apref     -29.0434    167.9388 
  7   OSOR   sirgas    -40.5972    -73.1036 
  7   P009   ngs        38.4799   -112.2227 
  7   P049   ngs        47.3500   -110.9062 
  7   PALA   sonel       7.3282    134.4502 
  7   PLBA   sonel     -33.9845     25.6107 
  7   PPTE   sirgas    -22.1199    -51.4085 
  7   REDM   ngs        44.2598   -121.1479 
  7   RIOB   sirgas     -9.9655    -67.8028 
  7   ROCD   sirgas    -13.1223    -60.5439 
  7   SAGA   sirgas     -0.1439    -67.0578 
  7   SALV   sirgas    -13.0087    -38.5124 
  7   STAS   epn        59.0177      5.5986 
  7   SVIC   sirgas    -26.9936    -54.4875 
  7   TAMP   sirgas     22.2783    -97.8640 
  7   TBOB   apref     -29.4502    142.0574 
  7   TRDS   epn        63.3714     10.3192 
  7   TTUW   sonel      10.6395    -61.3991 
  7   TXLI   ngs        30.0559    -94.7710 
  7   TXLU   ngs        33.5354   -101.8428 
  7   UCOM   sonel      19.1241   -104.4015 
  7   VARS   epn        70.3364     31.0312 
  7   VIGO   epn        42.1840     -8.8131 
  7   WALH   apref     -17.7763    135.6433 
  7   WARA   apref     -25.0372    128.2962 
  7   WIS5   ngs        46.7051    -92.0152 
  7   ZKC1   ngs        38.8802    -94.7908 
  8   AB01   sonel      52.2095   -174.2048 
  8   AC58   ngs        57.1561   -170.2178 
  8   AC60   ngs        52.7146    174.0763 
  8   ARUB   apref     -31.8091    125.9243 
  8   BERP   unavco    -74.5459   -111.8846 
  8   BJKA   ngs        11.1247      2.9280 
  8   BRN2   unavco     26.5197     87.2722 
  8   BUMS   unavco    -85.9615    174.4991 
  8   CLRK   unavco    -77.3401   -141.8738 
  8   DHAK   unavco     23.7270     90.4010 
  8   DODM   unavco     -6.1865     35.7482 
  8   HOWN   unavco    -77.5280    -86.7673 
  8   KRTM   sonel       2.0466   -157.4473 
  8   KRTV   unavco     50.7140     78.6191 
  8   KSNB   sonel      66.8632    -35.5763 
  8   LEFN   unavco     80.4567    -26.2935 
  8   MAUA   unavco    -19.9022     23.5284 
  8   MONG   unavco    -15.2541     23.1507 
  8   OUAG   sonel      12.3564     -1.5125 
  8   OXPE   unavco     15.8887    -97.0753 
  8   RAUL   geonet    -29.2447   -177.9290 
  8   RMBO   unavco    -83.8732    -66.3939 
  8   SNGC   unavco    -10.6898     35.6728 
  8   SNLR   sirgas      1.2925    -78.8470 
  8   SPED   unavco     18.4610    -69.3056 
  8   SRMP   sonel      72.9107    -54.3937 
  8   UMAS   apref       1.4683    110.4247 
  8   ZOMB   unavco    -15.3758     35.3251 
  9   00NA   apref     -12.4666    130.8440 
  9   AB02   ngs        52.9706   -168.8547 
  9   AB15   ngs        61.0398   -159.8783 
  9   AB27   ngs        67.0559   -156.9049 
  9   AB45   ngs        68.7605   -148.8711 
  9   AC19   ngs        62.5192   -153.6073 
  9   AC24   ngs        58.6816   -156.6528 
  9   AC40   ngs        56.9304   -158.6185 
  9   AC67   ngs        57.7907   -152.4254 
  9   AC79   ngs        59.9979   -147.4030 
  9   ACOR   epn        43.3644     -8.3989 
  9   AIS5   ngs        55.0691   -131.5995 
  9   ALAC   epn        38.3389     -0.4812 
  9   ALAN   ngs        31.3074    -86.4840 
  9   ALME   epn        36.8525     -2.4594 
  9   AMTE   sirgas     -3.3457    -64.7067 
  9   AND1   sonel      69.3261     16.1348 
  9   ANP5   ngs        39.0103    -76.6092 
  9   ANP6   ngs        39.0105    -76.6091 
  9   AUKT   apref     -36.8438    174.7704 
  9   AUT1   epn        40.5668     23.0037 
  9   AUTF   sirgas    -54.8395    -68.3036 
  9   AV24   unavco     54.5900   -164.7548 
  9   BACA   epn        46.5621     26.9122 
  9   BADH   epn        50.2280      8.6099 
  9   BAIA   epn        47.6518     23.5577 
  9   BELL   epn        41.5996      1.4011 
  9   BET1   ngs        60.7879   -161.8417 
  9   BGGY   ngs        17.0451    -61.8612 
  9   BIAZ   sonel      43.4720     -1.5369 
  9   BLUF   apref     -46.5851    168.2921 
  9   BLW2   ngs        42.7671   -109.5578 
  9   BMHG   sonel      49.6592     -1.8296 
  9   BOGI   igs        52.4750     21.0352 
  9   BOGO   epn        52.4759     21.0353 
  9   BOMJ   sirgas    -13.2556    -43.4217 
  9   BORJ   epn        53.5789      6.6664 
  9   BORR   epn        39.9052     -0.0832 
  9   BUDP   epn        55.7390     12.5000 
  9   BUR2   apref     -41.0501    145.9148 
  9   CACE   epn        39.4789     -6.3418 
  9   CAEN   epn        49.1827     -0.4571 
  9   CAMP   sonel      41.9182      8.7908 
  9   CANT   epn        43.4720     -3.7981 
  9   CART   sirgas     10.3914    -75.5339 
  9   CATA   sirgas    -28.4708    -65.7739 
  9   CBRG   nrcan      43.9565     78.1644 
  9   CCV6   ngs        28.4600    -80.5455 
  9   CDOR   nrcan      64.2293     76.5295 
  9   CEEU   sirgas     -3.8775    -38.4255 
  9   CEU1   epn        35.8920     -5.3064 
  9   CHAC   sirgas    -27.4204    -58.9597 
  9   CHET   sirgas     18.4953    -88.2992 
  9   CHZZ   ngs        45.4865   -123.9781 
  9   CIC1   igsold     31.8707   -116.6658 
  9   CLWD   nrcan      44.5084     80.2201 
  9   CN00   ngs        17.6685    -61.7856 
  9   CN04   unavco     14.0236    -60.9739 
  9   CN35   ngs        13.3755    -81.3629 
  9   COOB   apref     -29.0347    134.7226 
  9   CORM   apref     -36.8654    175.7496 
  9   CORV   ngs        44.5855   -123.3046 
  9   COST   epn        44.1615     28.6575 
  9   COUD   sonel      51.0229      2.3741 
  9   CRAT   sirgas     -7.2380    -39.4156 
  9   CRLV   nrcan      47.5499     70.3266 
  9   CUCU   sirgas      7.8985    -72.4879 
  9   DIEP   epn        52.5880      8.3422 
  9   DILL   epn        49.3715      6.6997 
  9   DIPL   sonel      48.5899     -2.0760 
  9   DNVK   apref     -40.2989    176.1667 
  9   DOBS   ngs        36.4254    -80.7199 
  9   DRBA   sonel     -29.8512     31.0235 
  9   DRNG   nrcan      64.8639    111.5813 
  9   DSMG   apref      22.1590    113.5688 
  9   ECSD   ngs        43.7337    -96.6140 
  9   EDIN   epn        55.9248     -3.2948 
  9   EDSV   apref     -25.3758    151.1198 
  9   EGAN   ngs        39.3452   -114.9389 
  9   EIJS   epn        50.7582      5.6836 
  9   ELDA   sonel     -33.0369     27.8326 
  9   ELEN   sirgas     16.9161    -89.8676 
  9   ENNA   nrcan      60.7671    101.6962 
  9   ENTZ   epn        48.5494      7.6399 
  9   EUR2   nrcan      79.9889     85.9376 
  9   EXMT   apref     -21.9607    114.1134 
  9   EXU0   sirgas     23.5640    -75.8734 
  9   EZEV   sonel      43.7744      7.4973 
  9   FERN   ngs        35.3419   -112.4547 
  9   FLND   apref     -40.2144    148.2416 
  9   FRED   ngs        36.9883   -112.4992 
  9   FTS5   ngs        46.2049   -123.9561 
  9   GABO   apref     -37.5681    149.9152 
  9   GACC   ngs        33.5458    -82.1338 
  9   GARI   epn        44.6769     12.2494 
  9   GCGT   sirgas     19.2929    -81.3794 
  9   GDMA   ngs        47.7486    -90.3413 
  9   GELL   epn        53.4503     14.3212 
  9   GNVL   ngs        29.6865    -82.2769 
  9   GOD2   nrcan      44.7453     81.7280 
  9   GODR   nrcan      44.7453     81.7280 
  9   GOJA   sirgas    -17.8833    -51.7261 
  9   GOR2   epn        53.0497     11.3496 
  9   GRIS   ngs        29.2655    -89.9573 
  9   GSR1   epn        46.0481     14.5437 
  9   GUIP   epn        48.4446     -4.4118 
  9   GUST   ngs        41.4628    -80.7162 
  9   HAAS   apref     -44.0732    168.7856 
  9   HAST   apref     -39.6170    176.7266 
  9   HELG   epn        54.1744      7.8931 
  9   HIKB   apref     -37.5610    178.3034 
  9   HKCL   apref      22.2958    113.9077 
  9   HKKT   apref      22.4449    114.0666 
  9   HKNP   apref      22.2491    113.8939 
  9   HKOH   apref      22.2477    114.2286 
  9   HKSC   apref      22.3222    114.1412 
  9   HKST   apref      22.3953    114.1842 
  9   HOFJ   epn        50.3129     11.8759 
  9   HOKI   apref     -42.7129    170.9843 
  9   HOL2   gref       54.3729     10.1568 
  9   HOLY   sonel      53.3177     -4.6421 
  9   HONS   sonel      70.9771     25.9649 
  9   HRST   nrcan      49.6674     83.5111 
  9   HUEL   epn        37.2000     -6.9203 
  9   ICT1   ngs        37.5877    -97.3089 
  9   IHOE   apref     -32.8641    143.4921 
  9   IJMU   epn        52.4620      4.5561 
  9   IMBT   sirgas    -28.2348    -48.6557 
  9   IRYL   sonel       5.2847    -52.5868 
  9   IZAN   epn        28.3081    -16.4997 
  9   JOEN   epn        62.3912     30.0962 
  9   KA14   ngs        39.4805    -88.1851 
  9   KARL   epn        49.0112      8.4113 
  9   KEN5   ngs        60.6751   -151.3502 
  9   KETG   sonel     -49.3522     70.2179 
  9   KGLK   nrcan      67.8178    115.1347 
  9   KLPK   nrcan      69.4230    135.0158 
  9   KMAN   apref     -16.1177    130.9555 
  9   KNGS   nrcan      44.2187     76.5173 
  9   KNGV   nrcan      42.0269     82.7349 
  9   KONE   sonel      47.8658     -3.9024 
  9   KSU1   ngs        39.1007    -96.6095 
  9   KTIA   apref     -35.0689    173.2731 
  9   KURE   epn        58.2556     22.5101 
  9   KYW1   sirgas     24.5823    -81.6530 
  9   LCDT   ngs        42.2951    -87.9603 
  9   LCUR   nrcan      45.9805     81.9245 
  9   LDB2   epn        52.2091     14.1209 
  9   LEBA   ngs        39.4305    -84.2831 
  9   LEXA   apref     -45.2310    169.3082 
  9   LG1G   nrcan      53.6980     78.5710 
  9   LG4G   nrcan      53.8333     73.5136 
  9   LINH   ngs        47.0003   -120.5385 
  9   LKTA   apref     -42.7834    172.2663 
  9   LPOC   nrcan      47.3414     70.0086 
  9   LPPZ   sonel      48.4463     -4.7604 
  9   MAHO   apref     -38.5130    174.8541 
  9   MAPA   sirgas      0.0467    -51.0973 
  9   MARA   sirgas     10.6740    -71.6244 
  9   MCD5   ngs        27.8498    -82.5323 
  9   MCD6   ngs        27.8498    -82.5326 
  9   MCHN   nrcan      47.9613     84.9009 
  9   MGBH   sirgas    -19.9419    -43.9249 
  9   MGIN   sirgas    -22.3186    -46.3280 
  9   MGMC   sirgas    -16.7164    -43.8583 
  9   MGUB   sirgas    -18.9192    -48.2560 
  9   MIBX   ngs        46.7641    -88.5130 
  9   MIMQ   ngs        46.5455    -87.3787 
  9   MNBE   ngs        43.6629    -94.1221 
  9   MNCA   ngs        43.6330    -91.4963 
  9   MNRT   ngs        46.4905    -96.2913 
  9   MNTF   ngs        48.1192    -96.2074 
  9   MONE   ngs        37.8658    -94.3496 
  9   MOWR   ngs        38.8146    -91.1614 
  9   MSCG   sirgas    -20.4409    -54.5407 
  9   MSOL   ngs        46.9294   -114.1089 
  9   MTFV   ngs        48.2275   -114.3268 
  9   MTJO   apref     -43.9857    170.4649 
  9   MTMA   apref     -28.1153    117.8431 
  9   MTSR   sirgas    -12.5452    -55.7274 
  9   NAS0   sirgas     25.0526    -77.4623 
  9   NCLF   apref     -34.7084    116.1233 
  9   NCSH   ngs        35.2816    -81.4911 
  9   NDMB   ngs        48.4161   -101.3302 
  9   NEAH   ngs        48.2979   -124.6249 
  9   NEIA   sirgas    -25.0202    -47.9250 
  9   NEWL   epn        50.1030     -5.5428 
  9   NHIL   apref     -36.3084    141.6460 
  9   NICA   sonel      43.7033      7.2273 
  9   NMGR   ngs        35.2166   -107.9301 
  9   NOR1   ngs        44.2558    -85.4372 
  9   NPLY   apref     -39.1826    174.1182 
  9   NRMG   sonel     -22.2283    166.4849 
  9   NWEL   nrcan      65.2957    126.7141 
  9   NYBP   ngs        40.7011    -74.0143 
  9   NYLP   ngs        43.1652    -78.7537 
  9   OKCB   ngs        27.2660    -80.8553 
  9   ONRJ   sirgas    -22.8957    -43.2243 
  9   OROS   epn        46.5550     20.6710 
  9   OSLS   epn        59.7366     10.3678 
  9   OTZ1   ngs        66.8873   -162.6114 
  9   P012   ngs        38.0974   -109.3338 
  9   P013   ngs        41.4287   -117.3300 
  9   P028   ngs        36.0317   -107.9084 
  9   P036   ngs        36.4203   -105.2937 
  9   P037   ngs        38.4218   -105.1047 
  9   P044   ngs        40.1718   -103.2225 
  9   P051   ngs        45.8066   -108.5461 
  9   P053   ngs        48.7261   -107.7254 
  9   P054   ngs        45.8463   -104.4414 
  9   P055   ngs        47.1167   -104.6851 
  9   P059   ngs        38.9283   -123.7262 
  9   P094   ngs        37.2008   -117.7042 
  9   P101   sonel      43.2095    140.8583 
  9   P169   ngs        40.7911   -123.9677 
  9   P213   sonel      27.0939    142.1946 
  9   P394   ngs        44.8349   -117.7996 
  9   P401   sonel      47.9372   -124.5570 
  9   P432   ngs        46.6229   -121.6832 
  9   P435   sonel      48.0595   -123.5033 
  9   P706   ngs        45.0435   -112.5241 
  9   P731   ngs        41.3325   -120.4727 
  9   PAIT   sirgas     -4.2877    -56.0364 
  9   PAPE   sonel     -17.5331   -149.5727 
  9   PARY   nrcan      45.3386     80.0359 
  9   PCLA   ngs        30.4690    -87.1894 
  9   PEPE   sirgas     -9.3844    -40.5061 
  9   PLO5   ngs        32.6654   -117.2430 
  9   PLO6   ngs        32.6656   -117.2432 
  9   PMTG   sonel      50.8023     -1.1112 
  9   PMTH   epn        50.4165     -4.1262 
  9   PMTL   nrcan      45.5571     73.5204 
  9   PPER   nrcan      48.5168     68.4694 
  9   PRAT   epn        43.8856     11.0991 
  9   PRIE   sonel      43.2768      5.3727 
  9   PRMI   ngs        17.9704    -67.0454 
  9   PSTA   nrcan      42.6579     81.2138 
  9   PSU1   ngs        40.8069    -77.8498 
  9   PTHL   apref     -20.5397    118.6789 
  9   PTKL   apref     -34.4756    150.9137 
  9   PTLD   apref     -38.3444    141.6135 
  9   PTSV   apref     -35.0947    138.4857 
  9   PUR3   sirgas     18.4630    -67.0670 
  9   PWEL   nrcan      43.2367     79.2197 
  9   PYGR   apref     -46.1662    166.6807 
  9   QUAD   nrcan      50.1325   -125.3308 
  9   RCA2   sonel      34.5000   -119.7200 
  9   RDON   unavco     16.9342    -62.3463 
  9   REPL   nrcan      66.5236     86.2311 
  9   RHPT   apref     -41.0651    145.9618 
  9   RNKN   nrcan      62.8135     92.0898 
  9   RNNA   sirgas     -5.8361    -35.2077 
  9   ROGM   sirgas    -10.7842    -65.3306 
  9   ROSA   sirgas    -22.5233    -52.9521 
  9   ROSS   nrcan      48.8337     87.5196 
  9   RWSN   sirgas    -43.2989    -65.1072 
  9   SAGE   sirgas      9.3731    -83.7043 
  9   SANO   sonel      50.6503     -1.2130 
  9   SARZ   sonel      47.5245     -2.7698 
  9   SCHA   ngs        32.7795    -79.9254 
  9   SCHY   ngs        33.9399    -78.7352 
  9   SCOA   epn        43.3952     -1.6817 
  9   SELD   ngs        59.4457   -151.7067 
  9   SETE   sonel      43.3976      3.6991 
