,,CAS100ATA,CAS100ATA,CAS100ATA,CAS100ATA,CEBR00ESP,CEBR00ESP,CEBR00ESP,CEBR00ESP,CKIS00COK,CKIS00COK,CKIS00COK,CKIS00COK,COCO00AUS,COCO00AUS,COCO00AUS,COCO00AUS,EBRE00ESP,EBRE00ESP,EBRE00ESP,EBRE00ESP,GANP00SVK,GANP00SVK,GANP00SVK,GANP00SVK,HKSL00HKG,HKSL00HKG,HKSL00HKG,HKSL00HKG,HKWS00HKG,HKWS00HKG,HKWS00HKG,HKWS00HKG,HOFN00ISL,HOFN00ISL,HOFN00ISL,HOFN00ISL,KARR00AUS,KARR00AUS,KARR00AUS,KARR00AUS,KIRI00KIR,KIRI00KIR,KIRI00KIR,KIRI00KIR,KIRU00SWE,KIRU00SWE,KIRU00SWE,KIRU00SWE,KOUR00GUF,KOUR00GUF,KOUR00GUF,KOUR00GUF,MAL200KEN,MAL200KEN,MAL200KEN,MAL200KEN,MAS100ESP,MAS100ESP,MAS100ESP,MAS100ESP,MGUE00ARG,MGUE00ARG,MGUE00ARG,MGUE00ARG,MOBS00AUS,MOBS00AUS,MOBS00AUS,MOBS00AUS,MRO100AUS,MRO100AUS,MRO100AUS,MRO100AUS,NICO00CYP,NICO00CYP,NICO00CYP,NICO00CYP,NNOR00AUS,NNOR00AUS,NNOR00AUS,NNOR00AUS,OHI300ATA,OHI300ATA,OHI300ATA,OHI300ATA,PERT00AUS,PERT00AUS,PERT00AUS,PERT00AUS,PNGM00PNG,PNGM00PNG,PNGM00PNG,PNGM00PNG,POHN00FSM,POHN00FSM,POHN00FSM,POHN00FSM,REDU00BEL,REDU00BEL,REDU00BEL,REDU00BEL,REYK00ISL,REYK00ISL,REYK00ISL,REYK00ISL,SAMO00WSM,SAMO00WSM,SAMO00WSM,SAMO00WSM,SOLO00SLB,SOLO00SLB,SOLO00SLB,SOLO00SLB,TONG00TON,TONG00TON,TONG00TON,TONG00TON,TOW200AUS,TOW200AUS,TOW200AUS,TOW200AUS,VILL00ESP,VILL00ESP,VILL00ESP,VILL00ESP,WARK00NZL,WARK00NZL,WARK00NZL,WARK00NZL,WTZR00DEU,WTZR00DEU,WTZR00DEU,WTZR00DEU,XMIS00AUS,XMIS00AUS,XMIS00AUS,XMIS00AUS,YAR200AUS,YAR200AUS,YAR200AUS,YAR200AUS
,,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath
C,2I,,,,,39.8,9173.0,39.0,0.56,,,,,43.8,29259.0,15.0,0.18,39.6,9183.0,20.0,0.62,38.9,14513.0,287.0,0.54,45.5,23038.0,8.0,0.15,45.9,23040.0,7.0,0.13,,,,,,,,,,,,,42.7,14489.0,78.0,0.48,44.8,3489.0,11.0,0.31,40.0,23381.0,55.0,0.43,43.2,7725.0,4.0,0.45,46.7,3289.0,10.0,0.32,,,,,,,,,,,,,43.8,33023.0,30.0,0.28,41.6,5352.0,8.0,0.31,,,,,,,,,,,,,41.2,12197.0,19.0,0.47,41.6,7363.0,14.0,0.27,,,,,,,,,,,,,,,,,40.2,8936.0,23.0,0.51,40.0,18878.0,42.0,0.57,42.5,13674.0,9.0,0.28,,,,,,,,
E,1C,,,,,44.4,7702.0,24.0,0.26,,,,,42.3,2245.0,0.0,0.12,,,,,,,,,48.7,2307.0,13.0,0.36,49.5,2217.0,2.0,0.3,49.1,7376.0,24.0,0.37,,,,,,,,,44.0,9242.0,61.0,0.39,43.3,9387.0,15.0,0.2,40.8,8869.0,47.0,0.26,44.9,8912.0,28.0,0.29,44.9,9782.0,13.0,0.23,43.5,7837.0,19.0,0.11,,,,,49.3,8009.0,9.0,0.25,43.7,7290.0,30.0,0.29,49.9,9658.0,25.0,0.32,,,,,,,,,,,,,44.8,7502.0,23.0,0.25,49.6,8626.0,15.0,0.27,,,,,,,,,,,,,43.4,3600.0,1.0,0.21,44.5,7419.0,39.0,0.26,,,,,49.8,8060.0,14.0,0.32,,,,,40.0,8077.0,22.0,0.09
E,5Q,,,,,45.1,6944.0,18.0,0.23,,,,,41.2,1676.0,4.0,0.08,,,,,,,,,45.9,2291.0,14.0,0.43,48.1,2214.0,3.0,0.28,48.0,6412.0,27.0,0.39,,,,,,,,,44.4,8441.0,32.0,0.34,42.7,8591.0,7.0,0.19,41.7,7925.0,20.0,0.19,43.9,7598.0,20.0,0.22,41.9,8728.0,24.0,0.18,28.6,1003.0,39.0,0.21,,,,,47.6,7265.0,15.0,0.26,43.4,6998.0,29.0,0.24,48.4,9560.0,31.0,0.32,,,,,,,,,,,,,45.5,6693.0,19.0,0.23,48.1,8535.0,17.0,0.21,,,,,,,,,,,,,42.2,3291.0,3.0,0.14,45.5,6542.0,18.0,0.25,,,,,48.3,7431.0,17.0,0.29,,,,,32.6,3418.0,62.0,0.17
E,7Q,,,,,45.0,6946.0,20.0,0.0,,,,,43.1,1484.0,0.0,0.0,,,,,,,,,45.3,2283.0,21.0,0.0,47.8,2213.0,4.0,0.0,49.3,6413.0,29.0,0.0,,,,,,,,,44.4,8433.0,28.0,0.0,42.9,8591.0,12.0,0.0,42.5,7954.0,25.0,0.0,44.3,7605.0,26.0,0.0,42.8,8752.0,17.0,0.0,44.2,7552.0,16.0,0.0,,,,,48.9,7275.0,10.0,0.0,43.8,7021.0,24.0,0.0,49.8,9570.0,27.0,0.0,,,,,,,,,,,,,45.5,6718.0,17.0,0.0,49.3,8533.0,17.0,0.0,,,,,,,,,,,,,41.9,2492.0,6.0,0.0,45.5,6573.0,16.0,0.0,,,,,47.9,7432.0,14.0,0.0,,,,,42.0,7830.0,13.0,0.0
E,8Q,,,,,47.9,6999.0,11.0,0.0,,,,,,,,,,,,,,,,,41.6,2293.0,14.0,0.0,44.4,2215.0,2.0,0.0,45.0,6368.0,50.0,0.0,,,,,,,,,47.3,8273.0,12.0,0.0,45.7,8637.0,9.0,0.0,45.0,8002.0,11.0,0.0,47.0,7653.0,11.0,0.0,45.3,8762.0,14.0,0.0,46.9,1933.0,1.0,0.0,,,,,44.5,7281.0,9.0,0.0,46.5,7056.0,10.0,0.0,45.6,9571.0,25.0,0.0,,,,,,,,,,,,,48.4,6755.0,10.0,0.0,45.2,8520.0,21.0,0.0,,,,,,,,,,,,,46.5,1412.0,0.0,0.0,48.4,6595.0,8.0,0.0,,,,,44.8,7445.0,13.0,0.0,,,,,44.4,4600.0,3.0,0.0
G,1W,,,,,31.6,27687.0,68.0,0.39,,,,,30.9,31599.0,57.0,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.4,33402.0,210.0,0.47,27.7,32552.0,111.0,0.35,27.2,33045.0,92.0,0.33,32.2,30090.0,81.0,0.4,32.1,30067.0,58.0,0.32,31.3,27690.0,71.0,0.32,,,,,,,,,31.3,27377.0,69.0,0.37,,,,,,,,,,,,,,,,,32.1,28243.0,66.0,0.38,,,,,,,,,,,,,,,,,32.3,30980.0,52.0,0.33,32.4,25853.0,83.0,0.38,,,,,,,,,,,,,25.6,29292.0,28.0,0.22
G,2L,,,,,42.1,15487.0,62.0,0.38,,,,,41.7,14581.0,74.0,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.3,19436.0,161.0,0.45,39.5,18811.0,146.0,0.38,40.0,19401.0,96.0,0.33,41.7,16853.0,57.0,0.34,41.1,17073.0,60.0,0.33,41.3,16175.0,47.0,0.35,,,,,,,,,41.5,16060.0,56.0,0.42,,,,,,,,,,,,,,,,,42.2,15825.0,72.0,0.36,,,,,,,,,,,,,,,,,41.2,17276.0,35.0,0.34,42.5,14603.0,75.0,0.41,,,,,,,,,,,,,39.3,16952.0,45.0,0.28
G,5Q,,,,,48.9,9685.0,18.0,0.0,,,,,47.2,8151.0,5.0,0.0,,,,,,,,,48.8,10386.0,48.0,0.0,50.5,9837.0,8.0,0.0,50.4,11724.0,26.0,0.0,,,,,,,,,47.6,12115.0,44.0,0.0,45.3,11366.0,30.0,0.0,45.0,11754.0,28.0,0.0,47.7,10707.0,17.0,0.0,46.3,10233.0,21.0,0.0,31.7,2821.0,43.0,0.0,,,,,49.9,10456.0,42.0,0.0,47.6,9548.0,14.0,0.0,50.5,10518.0,38.0,0.0,,,,,,,,,,,,,49.0,9553.0,12.0,0.0,50.4,11434.0,20.0,0.0,,,,,,,,,,,,,46.7,10660.0,12.0,0.0,48.8,9344.0,30.0,0.0,,,,,50.5,10169.0,17.0,0.0,,,,,34.6,7669.0,37.0,0.0
S,1C,,,,,44.5,11520.0,0.0,0.0,,,,,,,,,,,,,38.3,2880.0,0.0,0.0,44.4,5760.0,0.0,0.0,44.5,5760.0,0.0,0.0,44.8,6222.0,303.0,0.0,,,,,,,,,37.4,10638.0,7.0,0.0,,,,,42.5,23004.0,2.0,0.0,46.4,11522.0,0.0,0.0,42.0,17268.0,2.0,0.0,,,,,,,,,46.8,6233.0,317.0,0.0,40.2,11318.0,5.0,0.0,41.8,8370.0,619.0,0.0,,,,,,,,,,,,,41.2,14372.0,2.0,0.0,43.0,6253.0,336.0,0.0,,,,,,,,,,,,,,,,,43.8,12711.0,1.0,0.0,,,,,47.2,6329.0,353.0,0.0,,,,,,,,
C,6I,,,,,,,,,41.3,10888.0,17.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,44.1,28777.0,77.0,0.0,42.5,19577.0,98.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,43.5,30251.0,150.0,0.0,,,,,,,,,,,,,44.4,27706.0,44.0,0.0,43.9,26162.0,562.0,0.0,44.0,22085.0,55.0,0.0,,,,,,,,,41.5,14396.0,78.0,0.0,,,,,41.7,14286.0,39.0,0.0,,,,,,,,,43.0,18839.0,55.0,0.0,,,,,44.8,25199.0,14.0,0.0,,,,
J,2L,,,,,,,,,,,,,39.9,2880.0,0.0,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.5,805.0,3.0,0.49,,,,,,,,,,,,,,,,,41.5,2518.0,0.0,0.29,,,,,,,,,40.4,2880.0,0.0,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0,2880.0,0.0,0.2,,,,,,,,,,,,,,,,,38.8,2880.0,0.0,0.27
J,5Q,,,,,,,,,,,,,44.7,2880.0,0.0,0.0,,,,,,,,,49.3,2880.0,0.0,0.0,50.6,2880.0,0.0,0.0,,,,,,,,,,,,,41.2,867.0,4.0,0.0,,,,,,,,,,,,,,,,,31.6,1297.0,8.0,0.0,,,,,,,,,45.5,2880.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.3,2880.0,0.0,0.0,,,,,,,,,,,,,,,,,34.7,1830.0,10.0,0.0
R,3Q,,,,,,,,,,,,,46.7,484.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.7,784.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.9,945.0,0.0,0.0,,,,,,,,,,,,,,,,,41.3,879.0,1.0,0.0
G,2S,,,,,,,,,,,,,,,,,,,,,,,,,42.8,17602.0,67.0,0.17,44.3,16748.0,18.0,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.0,17777.0,54.0,0.14,,,,,,,,,,,,,,,,,44.3,19089.0,39.0,0.19,,,,,,,,,,,,,,,,,,,,,,,,,45.5,17141.0,34.0,0.16,,,,,,,,
J,2S,,,,,,,,,,,,,,,,,,,,,,,,,43.7,2880.0,0.0,0.08,44.8,2880.0,0.0,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S,2I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.8,2880.0,0.0,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S,7I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.1,2880.0,0.0,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J,1X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0,2875.0,2.0,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
