,,ABMF00GLP,ABMF00GLP,ABMF00GLP,ABMF00GLP,ALIC00AUS,ALIC00AUS,ALIC00AUS,ALIC00AUS,AREG00PER,AREG00PER,AREG00PER,AREG00PER,BRST00FRA,BRST00FRA,BRST00FRA,BRST00FRA,BRUX00BEL,BRUX00BEL,BRUX00BEL,BRUX00BEL,CAS100ATA,CAS100ATA,CAS100ATA,CAS100ATA,CEBR00ESP,CEBR00ESP,CEBR00ESP,CEBR00ESP,CHPG00BRA,CHPG00BRA,CHPG00BRA,CHPG00BRA,CIBG00IDN,CIBG00IDN,CIBG00IDN,CIBG00IDN,CKIS00COK,CKIS00COK,CKIS00COK,CKIS00COK,COCO00AUS,COCO00AUS,COCO00AUS,COCO00AUS,CUUT00THA,CUUT00THA,CUUT00THA,CUUT00THA,DJIG00DJI,DJIG00DJI,DJIG00DJI,DJIG00DJI,DYNG00GRC,DYNG00GRC,DYNG00GRC,DYNG00GRC,EBRE00ESP,EBRE00ESP,EBRE00ESP,EBRE00ESP,FTNA00WLF,FTNA00WLF,FTNA00WLF,FTNA00WLF,GANP00SVK,GANP00SVK,GANP00SVK,GANP00SVK,GRAC00FRA,GRAC00FRA,GRAC00FRA,GRAC00FRA,HKSL00HKG,HKSL00HKG,HKSL00HKG,HKSL00HKG,HKWS00HKG,HKWS00HKG,HKWS00HKG,HKWS00HKG,HOFN00ISL,HOFN00ISL,HOFN00ISL,HOFN00ISL,JFNG00CHN,JFNG00CHN,JFNG00CHN,JFNG00CHN,KARR00AUS,KARR00AUS,KARR00AUS,KARR00AUS,KIRI00KIR,KIRI00KIR,KIRI00KIR,KIRI00KIR,KIRU00SWE,KIRU00SWE,KIRU00SWE,KIRU00SWE,KOUG00GUF,KOUG00GUF,KOUG00GUF,KOUG00GUF,KOUR00GUF,KOUR00GUF,KOUR00GUF,KOUR00GUF,KRGG00ATF,KRGG00ATF,KRGG00ATF,KRGG00ATF,LAUT00FJI,LAUT00FJI,LAUT00FJI,LAUT00FJI,LMMF00MTQ,LMMF00MTQ,LMMF00MTQ,LMMF00MTQ,MAJU00MHL,MAJU00MHL,MAJU00MHL,MAJU00MHL,MAL200KEN,MAL200KEN,MAL200KEN,MAL200KEN,MARS00FRA,MARS00FRA,MARS00FRA,MARS00FRA,MAS100ESP,MAS100ESP,MAS100ESP,MAS100ESP,MAYG00MYT,MAYG00MYT,MAYG00MYT,MAYG00MYT,MCHL00AUS,MCHL00AUS,MCHL00AUS,MCHL00AUS,MGUE00ARG,MGUE00ARG,MGUE00ARG,MGUE00ARG,MOBS00AUS,MOBS00AUS,MOBS00AUS,MOBS00AUS,MRO100AUS,MRO100AUS,MRO100AUS,MRO100AUS,NICO00CYP,NICO00CYP,NICO00CYP,NICO00CYP,NIUM00NIU,NIUM00NIU,NIUM00NIU,NIUM00NIU,NKLG00GAB,NKLG00GAB,NKLG00GAB,NKLG00GAB,NNOR00AUS,NNOR00AUS,NNOR00AUS,NNOR00AUS,PERT00AUS,PERT00AUS,PERT00AUS,PERT00AUS,PNGM00PNG,PNGM00PNG,PNGM00PNG,PNGM00PNG,POHN00FSM,POHN00FSM,POHN00FSM,POHN00FSM,PTVL00VUT,PTVL00VUT,PTVL00VUT,PTVL00VUT,REDU00BEL,REDU00BEL,REDU00BEL,REDU00BEL,REUN00REU,REUN00REU,REUN00REU,REUN00REU,REYK00ISL,REYK00ISL,REYK00ISL,REYK00ISL,RGDG00ARG,RGDG00ARG,RGDG00ARG,RGDG00ARG,SAMO00WSM,SAMO00WSM,SAMO00WSM,SAMO00WSM,SOLO00SLB,SOLO00SLB,SOLO00SLB,SOLO00SLB,STJ300CAN,STJ300CAN,STJ300CAN,STJ300CAN,THTG00PYF,THTG00PYF,THTG00PYF,THTG00PYF,TLSE00FRA,TLSE00FRA,TLSE00FRA,TLSE00FRA,TLSG00FRA,TLSG00FRA,TLSG00FRA,TLSG00FRA,TONG00TON,TONG00TON,TONG00TON,TONG00TON,TOW200AUS,TOW200AUS,TOW200AUS,TOW200AUS,TUVA00TUV,TUVA00TUV,TUVA00TUV,TUVA00TUV,UNBN00CAN,UNBN00CAN,UNBN00CAN,UNBN00CAN,VILL00ESP,VILL00ESP,VILL00ESP,VILL00ESP,WARK00NZL,WARK00NZL,WARK00NZL,WARK00NZL,WTZR00DEU,WTZR00DEU,WTZR00DEU,WTZR00DEU,XMIS00AUS,XMIS00AUS,XMIS00AUS,XMIS00AUS,YEL200CAN,YEL200CAN,YEL200CAN,YEL200CAN
G,5Q,49.0,11582.0,135.0,0.0,49.6,10372.0,84.0,0.0,,,,,,,,,48.3,11134.0,25.0,0.0,,,,,48.7,9719.0,17.0,0.0,,,,,49.7,11218.0,69.0,0.0,,,,,46.2,6578.0,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,50.2,9978.0,47.0,0.0,48.8,10564.0,41.0,0.0,50.3,10019.0,9.0,0.0,50.4,11992.0,26.0,0.0,,,,,,,,,,,,,46.8,11656.0,27.0,0.0,50.1,11255.0,25.0,0.0,45.1,11297.0,45.0,0.0,50.2,10885.0,85.0,0.0,,,,,,,,,47.1,11938.0,29.0,0.0,45.0,11776.0,34.0,0.0,50.6,9276.0,51.0,0.0,47.8,10714.0,43.0,0.0,,,,,,,,,46.3,10276.0,14.0,0.0,31.7,2820.0,34.0,0.0,,,,,49.9,10455.0,40.0,0.0,,,,,,,,,47.3,9570.0,16.0,0.0,,,,,,,,,,,,,,,,,49.0,9549.0,12.0,0.0,,,,,50.4,11901.0,22.0,0.0,,,,,,,,,,,,,47.2,10324.0,26.0,0.0,49.6,11070.0,49.0,0.0,,,,,48.8,10196.0,13.0,0.0,,,,,47.0,9673.0,14.0,0.0,,,,,50.4,10320.0,12.0,0.0,48.9,9338.0,27.0,0.0,,,,,50.5,10348.0,19.0,0.0,,,,,46.5,12143.0,40.0,0.0
R,1C,42.6,22376.0,223.0,1.28,45.6,21260.0,141.0,1.6,45.1,22028.0,57.0,1.37,45.1,24828.0,94.0,1.34,43.9,26017.0,52.0,1.21,44.0,27155.0,62.0,1.24,44.4,22819.0,125.0,1.51,44.9,22082.0,108.0,1.4,44.3,23413.0,115.0,1.51,45.0,21578.0,37.0,1.91,42.9,20479.0,91.0,1.68,43.1,21553.0,65.0,1.8,43.9,23852.0,64.0,1.56,44.9,23690.0,59.0,1.31,44.8,23961.0,84.0,1.47,41.9,20265.0,134.0,1.83,44.0,25402.0,114.0,1.45,43.2,23854.0,138.0,1.16,45.9,21523.0,65.0,1.3,46.2,20906.0,36.0,1.26,46.4,25922.0,50.0,1.06,45.0,21514.0,106.0,1.53,45.0,22756.0,39.0,2.02,43.4,22183.0,268.0,2.05,44.7,25746.0,124.0,1.0,44.0,24597.0,136.0,1.79,42.3,23189.0,189.0,1.61,46.3,25098.0,129.0,1.17,44.4,21967.0,229.0,1.92,42.4,23347.0,218.0,1.54,42.4,22819.0,182.0,1.94,41.3,23872.0,126.0,1.66,43.4,19975.0,136.0,0.75,45.9,23016.0,94.0,1.24,44.0,22791.0,175.0,1.74,44.8,23790.0,68.0,1.63,46.1,23882.0,46.0,1.07,39.2,19962.0,72.0,1.38,43.4,23140.0,113.0,1.67,45.5,22656.0,81.0,0.97,43.9,22593.0,166.0,1.76,42.8,23085.0,115.0,1.65,44.5,20492.0,73.0,1.43,45.3,20970.0,120.0,1.71,43.4,24000.0,147.0,2.05,43.6,21595.0,234.0,2.24,45.1,21130.0,165.0,2.28,45.1,22969.0,108.0,1.32,40.4,19944.0,147.0,1.45,46.5,26215.0,50.0,1.17,45.1,26713.0,88.0,1.32,44.6,22541.0,157.0,1.75,42.3,21212.0,150.0,2.11,45.6,23862.0,164.0,1.32,45.9,21501.0,60.0,1.09,44.8,25448.0,80.0,1.28,44.0,25459.0,47.0,1.24,42.4,20687.0,294.0,2.3,46.4,22018.0,58.0,1.98,44.0,23235.0,130.0,1.98,44.5,22513.0,38.0,0.89,44.7,21220.0,166.0,1.13,45.2,21776.0,70.0,1.69,46.4,24550.0,44.0,0.88,44.2,21487.0,114.0,1.87,47.0,26965.0,99.0,1.06
R,2P,41.4,21999.0,283.0,1.39,40.7,20753.0,160.0,1.73,40.5,21868.0,101.0,1.16,40.6,24648.0,127.0,1.05,42.2,25222.0,59.0,1.04,40.4,26969.0,110.0,1.12,41.2,21941.0,86.0,1.34,40.1,21862.0,123.0,1.16,38.9,22644.0,160.0,1.44,40.1,21381.0,75.0,1.55,42.4,17028.0,30.0,1.35,39.1,21219.0,104.0,1.61,38.7,23662.0,98.0,1.39,40.7,23535.0,100.0,1.27,40.1,23590.0,123.0,1.34,39.7,20075.0,169.0,1.72,37.8,24711.0,226.0,1.27,41.7,23538.0,225.0,1.09,40.1,21056.0,179.0,1.35,41.4,20702.0,81.0,1.24,40.9,25603.0,180.0,1.14,40.4,21177.0,123.0,1.4,40.0,22576.0,82.0,1.81,39.8,21635.0,262.0,1.77,41.5,24857.0,82.0,0.74,37.4,23096.0,326.0,1.65,39.8,20578.0,195.0,1.47,40.8,24643.0,252.0,0.99,40.0,21491.0,263.0,1.82,39.8,22974.0,325.0,1.48,41.4,21786.0,150.0,1.64,40.3,22213.0,103.0,1.52,42.0,19778.0,149.0,0.91,41.7,21934.0,116.0,0.93,39.6,22455.0,244.0,1.61,40.4,23571.0,103.0,1.52,41.4,23080.0,94.0,0.97,41.4,19787.0,37.0,1.0,39.3,22850.0,147.0,1.53,39.8,22115.0,117.0,0.95,40.1,22349.0,201.0,1.62,39.6,22907.0,162.0,1.45,41.5,19702.0,52.0,1.23,40.8,20596.0,126.0,1.61,38.5,23604.0,177.0,1.74,39.2,20998.0,276.0,2.09,40.4,20749.0,146.0,1.94,42.0,22092.0,101.0,1.14,40.2,19755.0,166.0,1.4,41.0,25959.0,125.0,1.12,40.6,26446.0,137.0,1.19,40.0,22179.0,187.0,1.64,38.4,20899.0,178.0,1.94,41.9,23027.0,123.0,1.08,40.8,21212.0,101.0,1.01,40.3,25053.0,143.0,1.14,41.8,24483.0,54.0,1.13,39.3,19862.0,405.0,1.96,42.0,18994.0,34.0,1.7,39.4,22879.0,132.0,1.64,42.9,22440.0,73.0,0.99,41.9,20003.0,92.0,1.16,40.9,21599.0,88.0,1.6,42.4,24382.0,81.0,0.85,39.3,21149.0,158.0,1.61,42.8,26502.0,116.0,0.97
S,1C,44.0,11324.0,183.0,0.0,,,,,41.8,14154.0,3.0,0.71,41.5,11393.0,465.0,0.0,,,,,,,,,44.5,11520.0,0.0,0.0,41.7,14394.0,6.0,1.53,46.1,10518.0,5.0,0.0,,,,,,,,,43.4,15213.0,35.0,0.44,42.8,12618.0,23.0,0.38,46.0,2880.0,0.0,5.96,,,,,38.6,10937.0,405.0,2.98,37.5,2880.0,0.0,0.0,45.4,6270.0,368.0,0.0,44.1,5760.0,0.0,0.0,44.4,5760.0,0.0,0.0,44.5,6252.0,325.0,0.0,40.5,10517.0,1.0,0.66,,,,,,,,,37.6,8601.0,3.0,0.0,47.1,11360.0,9.0,0.0,,,,,45.8,6931.0,311.0,0.0,,,,,40.9,17280.0,0.0,0.72,,,,,42.9,22053.0,12.0,0.0,46.2,6308.0,358.0,0.0,46.5,11521.0,0.0,0.0,43.7,10508.0,102.0,0.56,,,,,42.0,17278.0,1.0,0.0,,,,,,,,,46.9,6252.0,324.0,0.0,,,,,44.6,11511.0,11.0,1.0,39.7,10469.0,2.0,0.0,,,,,,,,,,,,,,,,,41.2,14399.0,1.0,0.0,43.2,12526.0,951.0,0.0,43.3,6295.0,371.0,0.0,36.7,10067.0,515.0,1.33,,,,,,,,,41.6,14249.0,6.0,1.88,47.5,9883.0,3.0,0.0,40.7,7977.0,215.0,1.9,43.0,13467.0,5.0,2.03,,,,,,,,,,,,,42.8,11520.0,0.0,0.0,44.1,12507.0,1.0,0.0,,,,,47.1,6350.0,361.0,0.0,,,,,43.9,8388.0,15.0,1.13
C,1I,,,,,43.0,22751.0,15.0,0.0,,,,,,,,,,,,,39.3,24147.0,181.0,0.0,,,,,,,,,,,,,39.5,11911.0,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.4,32020.0,7.0,0.0,40.6,20952.0,48.0,0.0,,,,,,,,,,,,,,,,,40.3,20600.0,148.0,0.0,,,,,40.8,21921.0,83.0,0.0,,,,,,,,,,,,,,,,,40.9,26716.0,301.0,0.0,,,,,42.2,23975.0,14.0,0.0,41.0,31284.0,20.0,0.0,,,,,39.0,16073.0,109.0,0.0,,,,,,,,,41.9,28512.0,14.0,0.0,41.4,27804.0,520.0,0.0,41.7,23218.0,31.0,0.0,40.9,22112.0,60.0,0.0,,,,,,,,,,,,,,,,,39.7,16292.0,57.0,0.0,38.6,23777.0,61.0,0.0,,,,,,,,,,,,,,,,,39.2,15580.0,37.0,0.0,44.5,21095.0,13.0,0.0,39.7,20163.0,446.0,0.0,,,,,,,,,,,,,,,,,42.6,32228.0,5.0,0.0,,,,
J,1C,,,,,47.3,2880.0,0.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,47.3,2880.0,0.0,0.31,,,,,40.7,2880.0,0.0,0.16,43.1,2880.0,0.0,0.28,,,,,,,,,,,,,40.0,2880.0,0.0,0.37,37.4,550.0,5.0,0.73,,,,,47.3,2880.0,0.0,0.18,47.4,2880.0,0.0,0.24,,,,,46.5,2101.0,2.0,0.25,,,,,,,,,38.3,798.0,3.0,0.36,,,,,,,,,,,,,,,,,,,,,43.3,2880.0,0.0,0.22,,,,,,,,,,,,,,,,,,,,,,,,,44.3,2458.0,0.0,0.24,,,,,,,,,,,,,,,,,42.8,2880.0,0.0,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.8,2880.0,0.0,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J,2S,,,,,45.6,2880.0,0.0,0.09,,,,,,,,,,,,,,,,,,,,,,,,,45.0,2880.0,0.0,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.8,2880.0,0.0,0.08,44.7,2880.0,0.0,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J,5Q,,,,,50.1,2880.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,49.9,2880.0,0.0,0.0,,,,,44.3,2880.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.3,2880.0,0.0,0.0,50.5,2880.0,0.0,0.0,,,,,,,,,,,,,,,,,40.1,835.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,47.6,2880.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,31.6,1273.0,13.0,0.0,,,,,,,,,,,,,,,,,45.3,2880.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.1,2880.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R,2C,,,,,41.0,20733.0,172.0,1.83,41.1,21989.0,68.0,1.29,41.4,24751.0,105.0,1.27,41.9,25321.0,76.0,1.17,41.1,27108.0,80.0,1.13,40.8,22130.0,102.0,1.43,40.7,22017.0,104.0,1.33,,,,,40.7,21554.0,39.0,1.69,41.7,18824.0,86.0,1.54,39.7,21512.0,72.0,1.68,39.3,23807.0,74.0,1.47,41.3,23658.0,67.0,1.3,40.6,23877.0,96.0,1.47,40.3,20210.0,144.0,1.83,38.3,25159.0,191.0,1.35,42.1,23569.0,233.0,1.12,40.5,20953.0,238.0,1.36,41.8,20692.0,93.0,1.2,41.3,25605.0,188.0,1.15,41.0,21428.0,111.0,1.48,40.6,22721.0,42.0,1.94,40.3,21944.0,270.0,1.98,41.2,24880.0,96.0,1.06,,,,,39.4,20806.0,219.0,1.67,,,,,40.5,21789.0,232.0,1.77,40.4,23143.0,255.0,1.32,40.9,22085.0,170.0,1.87,40.0,22395.0,131.0,1.7,42.4,19746.0,153.0,0.85,41.3,22207.0,134.0,1.25,40.2,22678.0,190.0,1.92,41.0,23738.0,83.0,1.53,41.0,23252.0,86.0,1.13,41.0,19867.0,63.0,1.42,39.8,23064.0,123.0,1.54,40.2,22094.0,132.0,0.95,40.8,22504.0,172.0,1.69,40.3,23030.0,136.0,1.51,41.2,19711.0,75.0,1.33,41.3,20794.0,135.0,1.6,39.1,23866.0,147.0,1.84,39.7,21375.0,252.0,2.12,40.9,20969.0,162.0,2.09,41.6,22289.0,108.0,1.3,40.8,19882.0,155.0,1.54,41.4,25953.0,127.0,1.06,41.2,26640.0,95.0,1.23,40.5,22423.0,168.0,1.72,39.4,21110.0,144.0,1.91,41.6,23217.0,133.0,1.32,,,,,40.8,25357.0,99.0,1.15,41.4,24702.0,94.0,1.19,39.7,20377.0,368.0,2.17,41.4,20406.0,50.0,1.75,39.9,23119.0,120.0,1.9,43.3,22460.0,61.0,0.88,41.4,20326.0,143.0,1.18,41.4,21730.0,68.0,1.6,42.8,24394.0,87.0,0.92,39.9,21340.0,133.0,1.71,42.5,26591.0,123.0,1.12
C,6I,,,,,,,,,46.5,2295.0,5.0,0.0,41.8,8303.0,40.0,0.0,,,,,,,,,,,,,45.8,2109.0,29.0,0.0,,,,,41.7,11902.0,13.0,0.0,,,,,,,,,40.7,21666.0,142.0,0.0,40.5,14190.0,86.0,0.0,,,,,41.1,16155.0,92.0,0.0,,,,,,,,,,,,,,,,,,,,,43.9,29030.0,39.0,0.0,44.2,32001.0,18.0,0.0,42.9,20898.0,70.0,0.0,,,,,,,,,,,,,,,,,42.3,20505.0,200.0,0.0,44.6,2411.0,25.0,0.0,,,,,,,,,,,,,,,,,42.5,25134.0,189.0,0.0,43.7,26571.0,388.0,0.0,,,,,,,,,43.6,31250.0,46.0,0.0,,,,,41.3,15904.0,183.0,0.0,41.9,8895.0,587.0,0.0,,,,,44.7,28487.0,27.0,0.0,43.7,27618.0,590.0,0.0,44.1,23171.0,47.0,0.0,42.7,22056.0,82.0,0.0,,,,,44.6,17227.0,170.0,0.0,,,,,41.2,5182.0,34.0,0.0,41.7,16240.0,65.0,0.0,,,,,,,,,,,,,40.9,9268.0,16.0,0.0,,,,,41.9,15537.0,53.0,0.0,,,,,41.8,19607.0,420.0,0.0,,,,,,,,,43.4,20003.0,54.0,0.0,,,,,44.5,32218.0,10.0,0.0,,,,
E,1X,,,,,,,,,44.3,10171.0,13.0,0.22,45.2,8491.0,15.0,0.23,,,,,44.6,10722.0,12.0,0.24,,,,,44.4,10073.0,25.0,0.23,,,,,45.4,8986.0,6.0,0.28,,,,,44.0,8938.0,3.0,0.19,43.7,10483.0,5.0,0.2,45.5,8395.0,7.0,0.16,45.5,8910.0,13.0,0.37,43.3,8195.0,10.0,0.19,42.6,9171.0,24.0,0.35,,,,,,,,,,,,,,,,,45.6,7259.0,10.0,0.23,44.7,9247.0,10.0,0.28,45.3,9117.0,24.0,0.34,,,,,,,,,,,,,,,,,45.1,8892.0,21.0,0.33,43.0,10252.0,37.0,0.29,,,,,,,,,,,,,,,,,44.2,9773.0,24.0,0.26,44.1,9201.0,20.0,0.25,,,,,,,,,44.1,9011.0,6.0,0.35,,,,,45.1,9159.0,39.0,0.3,42.9,10229.0,8.0,0.24,,,,,45.7,7957.0,9.0,0.35,43.5,8926.0,21.0,0.34,43.9,8651.0,19.0,0.6,45.3,8403.0,17.0,0.42,,,,,45.4,8520.0,7.0,0.24,,,,,44.2,10613.0,15.0,0.2,45.3,9246.0,9.0,0.27,41.9,5702.0,9.0,0.37,,,,,,,,,45.0,8991.0,13.0,0.23,,,,,44.4,8427.0,46.0,0.51,,,,,44.8,9429.0,12.0,0.28,,,,,,,,,45.7,8240.0,12.0,0.3,,,,,44.6,9377.0,15.0,0.28,,,,
E,5X,,,,,,,,,44.4,9070.0,14.0,0.27,44.1,7642.0,16.0,0.4,,,,,43.9,9442.0,15.0,0.24,,,,,45.9,8877.0,25.0,0.32,,,,,46.1,8583.0,7.0,0.25,,,,,44.5,7570.0,1.0,0.24,43.2,8919.0,3.0,0.25,47.7,7190.0,6.0,0.22,45.5,7769.0,14.0,0.35,37.1,7871.0,10.0,0.29,43.4,7954.0,27.0,0.48,,,,,,,,,,,,,,,,,46.6,6471.0,10.0,0.37,45.4,8161.0,10.0,0.26,46.6,8591.0,25.0,0.3,,,,,,,,,,,,,,,,,47.0,8348.0,20.0,0.34,43.9,9188.0,51.0,0.41,,,,,,,,,,,,,,,,,45.4,8389.0,21.0,0.34,45.3,8385.0,21.0,0.29,,,,,,,,,45.2,7983.0,7.0,0.25,,,,,46.7,8691.0,29.0,0.26,45.6,8876.0,11.0,0.29,,,,,46.7,7034.0,9.0,0.33,45.1,8248.0,22.0,0.31,45.6,8033.0,17.0,0.57,46.1,7824.0,19.0,0.37,,,,,39.7,7490.0,9.0,0.36,,,,,45.5,9325.0,14.0,0.23,47.1,8914.0,8.0,0.25,45.5,5119.0,14.0,0.34,,,,,,,,,47.1,7925.0,14.0,0.32,,,,,46.2,8088.0,44.0,0.5,,,,,46.9,8699.0,1.0,0.24,,,,,,,,,46.2,7579.0,10.0,0.3,,,,,44.7,8169.0,17.0,0.23,,,,
E,7X,,,,,,,,,44.9,9068.0,16.0,0.0,44.7,7641.0,16.0,0.0,,,,,44.2,9442.0,15.0,0.0,,,,,45.1,8873.0,24.0,0.0,,,,,45.6,8583.0,7.0,0.0,,,,,43.4,7570.0,1.0,0.0,43.5,8919.0,3.0,0.0,47.4,7190.0,6.0,0.0,45.3,7766.0,14.0,0.0,44.9,7876.0,11.0,0.0,43.7,7955.0,26.0,0.0,,,,,,,,,,,,,,,,,46.5,6473.0,10.0,0.0,45.4,8161.0,10.0,0.0,46.8,8592.0,25.0,0.0,,,,,,,,,,,,,,,,,46.2,8345.0,20.0,0.0,43.6,9184.0,54.0,0.0,,,,,,,,,,,,,,,,,45.6,8390.0,21.0,0.0,45.3,8384.0,21.0,0.0,,,,,,,,,45.0,7983.0,7.0,0.0,,,,,45.8,8688.0,30.0,0.0,45.7,8875.0,10.0,0.0,,,,,46.4,7031.0,9.0,0.0,44.1,8248.0,22.0,0.0,45.2,8036.0,18.0,0.0,45.7,7822.0,20.0,0.0,,,,,46.4,7500.0,8.0,0.0,,,,,43.5,9325.0,14.0,0.0,46.2,8914.0,9.0,0.0,44.1,5119.0,14.0,0.0,,,,,,,,,46.5,7912.0,15.0,0.0,,,,,45.5,8087.0,45.0,0.0,,,,,46.1,8699.0,1.0,0.0,,,,,,,,,45.3,7579.0,10.0,0.0,,,,,46.0,8169.0,17.0,0.0,,,,
E,8X,,,,,,,,,48.9,9065.0,14.0,0.0,49.0,7639.0,16.0,0.0,,,,,48.3,9439.0,14.0,0.0,,,,,49.8,8820.0,23.0,0.0,,,,,51.7,8242.0,6.0,0.0,,,,,49.8,7571.0,1.0,0.0,48.3,8919.0,3.0,0.0,52.3,7189.0,6.0,0.0,51.0,7764.0,15.0,0.0,44.2,7848.0,11.0,0.0,49.2,7956.0,25.0,0.0,,,,,,,,,,,,,,,,,50.9,6454.0,10.0,0.0,49.9,8146.0,10.0,0.0,51.2,8473.0,15.0,0.0,,,,,,,,,,,,,,,,,51.2,8192.0,13.0,0.0,47.8,9160.0,44.0,0.0,,,,,,,,,,,,,,,,,49.9,8390.0,21.0,0.0,51.0,8381.0,21.0,0.0,,,,,,,,,50.8,7983.0,7.0,0.0,,,,,52.1,8649.0,26.0,0.0,50.3,8652.0,6.0,0.0,,,,,51.2,6976.0,7.0,0.0,49.2,8047.0,11.0,0.0,51.2,7764.0,17.0,0.0,50.8,7633.0,15.0,0.0,,,,,48.8,7500.0,8.0,0.0,,,,,49.0,9325.0,14.0,0.0,52.4,8749.0,9.0,0.0,50.3,5119.0,14.0,0.0,,,,,,,,,51.2,7921.0,15.0,0.0,,,,,51.6,7963.0,36.0,0.0,,,,,52.1,8699.0,1.0,0.0,,,,,,,,,51.4,7559.0,10.0,0.0,,,,,49.9,8067.0,16.0,0.0,,,,
G,2X,,,,,,,,,44.2,17702.0,62.0,0.29,43.9,16698.0,83.0,0.38,,,,,43.4,20321.0,65.0,0.37,,,,,43.3,17770.0,164.0,0.34,,,,,43.4,17196.0,51.0,0.45,,,,,41.8,19901.0,85.0,0.31,42.5,20120.0,123.0,0.3,44.3,16988.0,54.0,0.27,43.5,16378.0,61.0,0.47,42.9,16187.0,119.0,0.33,41.2,17582.0,102.0,0.47,,,,,,,,,,,,,,,,,43.9,16426.0,100.0,0.33,43.1,18398.0,110.0,0.41,43.6,17396.0,168.0,0.54,,,,,,,,,,,,,,,,,42.8,17370.0,247.0,0.6,42.5,19843.0,165.0,0.38,,,,,,,,,,,,,,,,,42.9,19455.0,171.0,0.38,43.1,19087.0,146.0,0.42,,,,,,,,,42.6,18433.0,84.0,0.5,,,,,43.1,18261.0,216.0,0.49,43.3,19078.0,152.0,0.34,,,,,44.1,15924.0,121.0,0.49,42.5,19178.0,141.0,0.5,43.3,16864.0,195.0,0.64,43.0,16434.0,149.0,0.66,,,,,43.8,17006.0,126.0,0.35,,,,,43.1,19361.0,100.0,0.32,42.8,19053.0,170.0,0.56,42.7,17238.0,113.0,0.52,,,,,,,,,44.0,17281.0,110.0,0.32,,,,,42.4,16154.0,307.0,0.68,,,,,42.5,18296.0,81.0,0.5,,,,,,,,,,,,,,,,,43.3,18420.0,127.0,0.47,,,,
G,5X,,,,,,,,,49.3,10495.0,43.0,0.0,48.0,9940.0,47.0,0.0,,,,,47.3,12387.0,38.0,0.0,,,,,49.6,10598.0,109.0,0.0,,,,,49.0,10235.0,35.0,0.0,,,,,45.7,12314.0,65.0,0.0,46.4,11914.0,98.0,0.0,50.8,9993.0,45.0,0.0,49.4,9838.0,39.0,0.0,39.2,10044.0,95.0,0.0,46.7,10636.0,50.0,0.0,,,,,,,,,,,,,,,,,48.7,9709.0,51.0,0.0,49.2,10598.0,72.0,0.0,48.9,11163.0,98.0,0.0,,,,,,,,,,,,,,,,,48.4,11252.0,197.0,0.0,47.5,11705.0,105.0,0.0,,,,,,,,,,,,,,,,,47.6,11653.0,116.0,0.0,48.4,11775.0,104.0,0.0,,,,,,,,,48.7,10701.0,60.0,0.0,,,,,48.8,11226.0,177.0,0.0,48.4,11651.0,102.0,0.0,,,,,50.5,9231.0,71.0,0.0,48.5,11890.0,76.0,0.0,48.8,10880.0,127.0,0.0,47.8,10726.0,105.0,0.0,,,,,43.1,10191.0,79.0,0.0,,,,,49.1,11715.0,67.0,0.0,48.7,11804.0,127.0,0.0,47.8,11152.0,82.0,0.0,,,,,,,,,51.1,10201.0,69.0,0.0,,,,,47.7,10042.0,200.0,0.0,,,,,48.6,11739.0,44.0,0.0,,,,,,,,,48.1,10630.0,54.0,0.0,,,,,48.1,10707.0,57.0,0.0,,,,
