,,BRUX00BEL,BRUX00BEL,BRUX00BEL,BRUX00BEL,CAS100ATA,CAS100ATA,CAS100ATA,CAS100ATA,CEBR00ESP,CEBR00ESP,CEBR00ESP,CEBR00ESP,CKIS00COK,CKIS00COK,CKIS00COK,CKIS00COK,COCO00AUS,COCO00AUS,COCO00AUS,COCO00AUS,CUUT00THA,CUUT00THA,CUUT00THA,CUUT00THA,EBRE00ESP,EBRE00ESP,EBRE00ESP,EBRE00ESP,GANP00SVK,GANP00SVK,GANP00SVK,GANP00SVK,HKSL00HKG,HKSL00HKG,HKSL00HKG,HKSL00HKG,HKWS00HKG,HKWS00HKG,HKWS00HKG,HKWS00HKG,HOFN00ISL,HOFN00ISL,HOFN00ISL,HOFN00ISL,KARR00AUS,KARR00AUS,KARR00AUS,KARR00AUS,KIRI00KIR,KIRI00KIR,KIRI00KIR,KIRI00KIR,KIRU00SWE,KIRU00SWE,KIRU00SWE,KIRU00SWE,KOUR00GUF,KOUR00GUF,KOUR00GUF,KOUR00GUF,LAUT00FJI,LAUT00FJI,LAUT00FJI,LAUT00FJI,MAL200KEN,MAL200KEN,MAL200KEN,MAL200KEN,MAS100ESP,MAS100ESP,MAS100ESP,MAS100ESP,MGUE00ARG,MGUE00ARG,MGUE00ARG,MGUE00ARG,MOBS00AUS,MOBS00AUS,MOBS00AUS,MOBS00AUS,MRO100AUS,MRO100AUS,MRO100AUS,MRO100AUS,NAUR00NRU,NAUR00NRU,NAUR00NRU,NAUR00NRU,NICO00CYP,NICO00CYP,NICO00CYP,NICO00CYP,NIUM00NIU,NIUM00NIU,NIUM00NIU,NIUM00NIU,NNOR00AUS,NNOR00AUS,NNOR00AUS,NNOR00AUS,OHI300ATA,OHI300ATA,OHI300ATA,OHI300ATA,PERT00AUS,PERT00AUS,PERT00AUS,PERT00AUS,PNGM00PNG,PNGM00PNG,PNGM00PNG,PNGM00PNG,POHN00FSM,POHN00FSM,POHN00FSM,POHN00FSM,PTVL00VUT,PTVL00VUT,PTVL00VUT,PTVL00VUT,REDU00BEL,REDU00BEL,REDU00BEL,REDU00BEL,REYK00ISL,REYK00ISL,REYK00ISL,REYK00ISL,SAMO00WSM,SAMO00WSM,SAMO00WSM,SAMO00WSM,SOLO00SLB,SOLO00SLB,SOLO00SLB,SOLO00SLB,TONG00TON,TONG00TON,TONG00TON,TONG00TON,TOW200AUS,TOW200AUS,TOW200AUS,TOW200AUS,VILL00ESP,VILL00ESP,VILL00ESP,VILL00ESP,WARK00NZL,WARK00NZL,WARK00NZL,WARK00NZL,WTZR00DEU,WTZR00DEU,WTZR00DEU,WTZR00DEU,XMIS00AUS,XMIS00AUS,XMIS00AUS,XMIS00AUS,YAR200AUS,YAR200AUS,YAR200AUS,YAR200AUS
,,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath
G,2X,,,,,43.4,20316.0,59.0,0.36,,,,,43.5,17184.0,41.0,0.44,,,,,41.8,19793.0,128.0,0.35,43.6,16367.0,59.0,0.48,43.3,17718.0,80.0,0.39,,,,,,,,,,,,,43.3,18393.0,120.0,0.43,43.8,17362.0,175.0,0.53,,,,,,,,,42.8,17371.0,251.0,0.57,,,,,,,,,,,,,,,,,42.8,18434.0,99.0,0.5,,,,,,,,,43.2,18342.0,197.0,0.48,,,,,,,,,44.2,15911.0,116.0,0.51,42.7,19197.0,149.0,0.48,43.4,16907.0,199.0,0.63,43.1,16425.0,149.0,0.66,,,,,,,,,42.9,19026.0,181.0,0.54,42.7,17327.0,103.0,0.53,42.5,16322.0,271.0,0.68,,,,,,,,,,,,,,,,,43.5,18422.0,113.0,0.45,,,,
G,5X,,,,,47.3,12382.0,38.0,0.0,,,,,49.2,10241.0,27.0,0.0,,,,,45.9,12241.0,92.0,0.0,49.5,9821.0,34.0,0.0,48.5,10658.0,49.0,0.0,,,,,,,,,,,,,49.5,10605.0,70.0,0.0,49.2,11144.0,101.0,0.0,,,,,,,,,48.4,11246.0,204.0,0.0,,,,,,,,,,,,,,,,,49.1,10688.0,63.0,0.0,,,,,,,,,48.7,11293.0,161.0,0.0,,,,,,,,,50.8,9256.0,67.0,0.0,48.9,11878.0,88.0,0.0,48.9,10926.0,134.0,0.0,47.9,10690.0,105.0,0.0,,,,,,,,,48.9,11775.0,133.0,0.0,47.6,11222.0,77.0,0.0,47.9,10134.0,172.0,0.0,,,,,,,,,48.1,10596.0,61.0,0.0,,,,,48.6,10746.0,51.0,0.0,,,,
R,1P,,,,,42.6,26452.0,65.0,1.03,,,,,43.8,20732.0,39.0,1.59,,,,,41.9,21478.0,130.0,1.59,43.5,23096.0,83.0,1.24,44.1,24549.0,96.0,1.28,,,,,,,,,,,,,43.7,22285.0,69.0,1.06,41.9,22476.0,306.0,1.79,,,,,,,,,43.0,21593.0,231.0,1.48,,,,,,,,,,,,,,,,,42.4,22654.0,108.0,1.14,,,,,,,,,42.6,21982.0,134.0,1.48,,,,,,,,,44.0,20712.0,128.0,1.35,42.2,23052.0,120.0,1.58,42.5,20555.0,196.0,1.74,43.4,20691.0,212.0,1.74,,,,,,,,,43.4,22063.0,138.0,1.54,41.1,20226.0,171.0,1.65,41.2,20613.0,298.0,1.8,,,,,,,,,43.8,21295.0,72.0,1.42,,,,,42.9,21078.0,105.0,1.59,,,,
S,1C,,,,,,,,,44.7,11520.0,0.0,0.0,,,,,,,,,44.0,16715.0,276.0,0.41,,,,,38.3,2880.0,0.0,0.0,44.5,5760.0,0.0,0.0,44.4,5760.0,0.0,0.0,44.9,6236.0,333.0,0.0,,,,,,,,,37.1,10139.0,12.0,0.0,,,,,,,,,42.5,23033.0,2.0,0.0,46.4,11585.0,4.0,0.0,41.9,17192.0,2.0,0.0,,,,,,,,,,,,,46.8,6245.0,335.0,0.0,,,,,40.2,11463.0,1.0,0.0,41.3,8075.0,582.0,0.0,,,,,,,,,,,,,,,,,41.5,14399.0,1.0,0.0,43.4,6294.0,339.0,0.0,,,,,,,,,,,,,,,,,44.1,12716.0,3.0,0.0,,,,,47.2,6321.0,335.0,0.0,,,,,,,,
C,6I,,,,,,,,,,,,,42.0,12070.0,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.2,31941.0,37.0,0.0,42.9,21006.0,87.0,0.0,,,,,,,,,42.5,20128.0,150.0,0.0,,,,,,,,,,,,,,,,,43.7,31016.0,70.0,0.0,,,,,,,,,41.4,15715.0,169.0,0.0,,,,,,,,,44.7,28304.0,25.0,0.0,43.9,27773.0,483.0,0.0,43.9,23204.0,75.0,0.0,42.9,21812.0,60.0,0.0,,,,,,,,,42.1,15865.0,71.0,0.0,,,,,42.4,15376.0,26.0,0.0,,,,,,,,,43.3,19772.0,64.0,0.0,,,,,44.7,31988.0,15.0,0.0,,,,
J,1C,,,,,,,,,,,,,,,,,40.7,2880.0,0.0,0.16,43.0,2880.0,0.0,0.28,,,,,37.7,530.0,4.0,0.56,47.3,2880.0,0.0,0.19,47.4,2880.0,0.0,0.22,,,,,,,,,,,,,38.2,810.0,1.0,0.36,,,,,,,,,,,,,,,,,,,,,44.6,2406.0,0.0,0.24,,,,,44.5,4940.0,0.0,0.24,,,,,,,,,42.8,2880.0,0.0,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.9,2880.0,0.0,0.19,,,,,,,,,,,,,,,,,40.0,2880.0,0.0,0.21
J,2L,,,,,,,,,,,,,,,,,39.9,2880.0,0.0,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.9,797.0,5.0,0.49,,,,,,,,,,,,,,,,,,,,,41.6,2405.0,0.0,0.27,,,,,38.5,4940.0,0.0,0.28,,,,,,,,,40.5,2880.0,0.0,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0,2880.0,0.0,0.2,,,,,,,,,,,,,,,,,38.8,2880.0,0.0,0.26
J,5Q,,,,,,,,,,,,,,,,,44.4,2880.0,0.0,0.0,,,,,,,,,,,,,49.3,2880.0,0.0,0.0,50.6,2880.0,0.0,0.0,,,,,,,,,,,,,40.6,845.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,31.6,1245.0,8.0,0.0,,,,,44.5,4940.0,0.0,0.0,,,,,,,,,45.5,2880.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.2,2880.0,0.0,0.0,,,,,,,,,,,,,,,,,34.4,1862.0,15.0,0.0
J,1X,,,,,,,,,,,,,,,,,,,,,45.0,2880.0,0.0,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J,1Z,,,,,,,,,,,,,,,,,,,,,42.6,2880.0,0.0,0.37,,,,,37.4,513.0,8.0,0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J,2X,,,,,,,,,,,,,,,,,,,,,42.3,2880.0,0.0,0.26,,,,,33.3,488.0,9.0,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J,5X,,,,,,,,,,,,,,,,,,,,,46.1,2880.0,0.0,0.0,,,,,38.0,513.0,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J,6X,,,,,,,,,,,,,,,,,,,,,39.1,2880.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S,2I,,,,,,,,,,,,,,,,,,,,,40.3,2880.0,0.0,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.6,2880.0,0.0,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S,5I,,,,,,,,,,,,,,,,,,,,,46.9,5758.0,2.0,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S,7I,,,,,,,,,,,,,,,,,,,,,45.1,2880.0,0.0,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.2,2880.0,0.0,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G,2S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.8,17751.0,86.0,0.17,44.3,16908.0,27.0,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.1,18130.0,48.0,0.13,,,,,,,,,,,,,,,,,,,,,44.3,19315.0,35.0,0.17,,,,,,,,,,,,,,,,,,,,,,,,,45.5,17291.0,34.0,0.15,,,,,,,,
J,2S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.8,2880.0,0.0,0.08,44.8,2880.0,0.0,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R,3Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.7,1123.0,2.0,0.0,,,,,47.7,4940.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.3,281.0,1.0,0.0,,,,,,,,,,,,,,,,,40.5,1159.0,3.0,0.0
