,,BRUX00BEL,BRUX00BEL,BRUX00BEL,BRUX00BEL,CAS100ATA,CAS100ATA,CAS100ATA,CAS100ATA,CEBR00ESP,CEBR00ESP,CEBR00ESP,CEBR00ESP,CKIS00COK,CKIS00COK,CKIS00COK,CKIS00COK,COCO00AUS,COCO00AUS,COCO00AUS,COCO00AUS,CUUT00THA,CUUT00THA,CUUT00THA,CUUT00THA,EBRE00ESP,EBRE00ESP,EBRE00ESP,EBRE00ESP,GANP00SVK,GANP00SVK,GANP00SVK,GANP00SVK,HKSL00HKG,HKSL00HKG,HKSL00HKG,HKSL00HKG,HKWS00HKG,HKWS00HKG,HKWS00HKG,HKWS00HKG,HOFN00ISL,HOFN00ISL,HOFN00ISL,HOFN00ISL,KARR00AUS,KARR00AUS,KARR00AUS,KARR00AUS,KIRI00KIR,KIRI00KIR,KIRI00KIR,KIRI00KIR,KIRU00SWE,KIRU00SWE,KIRU00SWE,KIRU00SWE,KOUR00GUF,KOUR00GUF,KOUR00GUF,KOUR00GUF,MAL200KEN,MAL200KEN,MAL200KEN,MAL200KEN,MAS100ESP,MAS100ESP,MAS100ESP,MAS100ESP,MGUE00ARG,MGUE00ARG,MGUE00ARG,MGUE00ARG,MOBS00AUS,MOBS00AUS,MOBS00AUS,MOBS00AUS,MRO100AUS,MRO100AUS,MRO100AUS,MRO100AUS,NICO00CYP,NICO00CYP,NICO00CYP,NICO00CYP,NNOR00AUS,NNOR00AUS,NNOR00AUS,NNOR00AUS,OHI300ATA,OHI300ATA,OHI300ATA,OHI300ATA,PERT00AUS,PERT00AUS,PERT00AUS,PERT00AUS,PNGM00PNG,PNGM00PNG,PNGM00PNG,PNGM00PNG,POHN00FSM,POHN00FSM,POHN00FSM,POHN00FSM,PTVL00VUT,PTVL00VUT,PTVL00VUT,PTVL00VUT,REDU00BEL,REDU00BEL,REDU00BEL,REDU00BEL,REYK00ISL,REYK00ISL,REYK00ISL,REYK00ISL,SAMO00WSM,SAMO00WSM,SAMO00WSM,SAMO00WSM,SOLO00SLB,SOLO00SLB,SOLO00SLB,SOLO00SLB,TONG00TON,TONG00TON,TONG00TON,TONG00TON,TOW200AUS,TOW200AUS,TOW200AUS,TOW200AUS,VILL00ESP,VILL00ESP,VILL00ESP,VILL00ESP,WARK00NZL,WARK00NZL,WARK00NZL,WARK00NZL,WTZR00DEU,WTZR00DEU,WTZR00DEU,WTZR00DEU,XMIS00AUS,XMIS00AUS,XMIS00AUS,XMIS00AUS,YAR200AUS,YAR200AUS,YAR200AUS,YAR200AUS
,,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath
G,2X,,,,,43.4,20320.0,49.0,0.36,,,,,43.4,17171.0,46.0,0.43,,,,,41.8,19824.0,118.0,0.32,43.6,16348.0,64.0,0.46,42.9,17662.0,80.0,0.38,,,,,,,,,,,,,43.4,18366.0,112.0,0.42,43.7,17394.0,165.0,0.53,,,,,,,,,,,,,,,,,,,,,,,,,42.9,18415.0,99.0,0.48,,,,,,,,,,,,,44.1,15950.0,119.0,0.48,42.8,19257.0,152.0,0.49,43.4,16907.0,195.0,0.63,43.0,16419.0,166.0,0.66,,,,,,,,,42.8,19067.0,197.0,0.53,42.7,17320.0,108.0,0.52,42.4,16369.0,277.0,0.67,,,,,,,,,,,,,,,,,43.5,18398.0,133.0,0.46,,,,
G,5X,,,,,47.3,12391.0,31.0,0.0,,,,,48.9,10237.0,32.0,0.0,,,,,45.8,12257.0,82.0,0.0,49.5,9811.0,32.0,0.0,48.2,10640.0,43.0,0.0,,,,,,,,,,,,,49.6,10590.0,67.0,0.0,49.1,11167.0,95.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,49.2,10682.0,63.0,0.0,,,,,,,,,,,,,50.8,9273.0,68.0,0.0,49.0,11932.0,82.0,0.0,49.0,10944.0,121.0,0.0,47.9,10673.0,125.0,0.0,,,,,,,,,48.8,11817.0,146.0,0.0,47.9,11210.0,80.0,0.0,47.8,10172.0,170.0,0.0,,,,,,,,,48.2,10595.0,53.0,0.0,,,,,48.6,10730.0,68.0,0.0,,,,
R,1P,,,,,42.6,26344.0,63.0,1.09,,,,,43.6,20538.0,42.0,1.5,,,,,41.6,21912.0,131.0,1.76,43.7,23276.0,88.0,1.34,43.9,24737.0,98.0,1.06,,,,,,,,,,,,,43.8,22188.0,54.0,1.23,41.6,22031.0,357.0,1.85,,,,,,,,,,,,,,,,,,,,,,,,,42.5,22394.0,130.0,1.28,,,,,,,,,,,,,44.0,20352.0,130.0,1.3,42.4,22447.0,110.0,1.52,42.3,20047.0,252.0,1.7,43.3,20197.0,210.0,1.57,,,,,,,,,43.1,22143.0,171.0,1.55,41.0,19856.0,151.0,1.73,41.1,20389.0,272.0,1.73,,,,,,,,,43.7,21131.0,59.0,1.36,,,,,42.9,21359.0,107.0,2.04,,,,
S,1C,,,,,,,,,44.4,11520.0,0.0,0.0,,,,,,,,,43.9,16767.0,101.0,0.42,,,,,38.2,2880.0,0.0,0.0,44.4,5760.0,0.0,0.0,44.7,5760.0,0.0,0.0,44.9,6239.0,342.0,0.0,,,,,,,,,37.4,9929.0,4.0,0.0,,,,,42.4,3600.0,32.0,0.0,45.7,12063.0,0.0,0.0,42.0,17271.0,2.0,0.0,,,,,,,,,46.8,6276.0,357.0,0.0,40.7,10922.0,8.0,0.0,41.7,8674.0,626.0,0.0,,,,,,,,,,,,,,,,,41.8,14397.0,2.0,0.0,43.4,6251.0,325.0,0.0,,,,,,,,,,,,,,,,,44.2,12287.0,2.0,0.0,,,,,47.3,6335.0,358.0,0.0,,,,,,,,
C,6I,,,,,,,,,,,,,41.3,10900.0,9.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.2,31971.0,27.0,0.0,42.4,19624.0,87.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,43.7,30981.0,58.0,0.0,,,,,,,,,,,,,44.6,28408.0,35.0,0.0,44.1,26251.0,494.0,0.0,44.0,22097.0,64.0,0.0,42.4,20651.0,59.0,0.0,,,,,,,,,41.5,14524.0,68.0,0.0,,,,,41.7,14342.0,49.0,0.0,,,,,,,,,43.1,18718.0,69.0,0.0,,,,,44.7,32399.0,5.0,0.0,,,,
J,1C,,,,,,,,,,,,,,,,,40.7,2880.0,0.0,0.16,43.0,2880.0,0.0,0.28,,,,,37.8,546.0,5.0,0.52,47.3,2880.0,0.0,0.2,47.3,2880.0,0.0,0.22,,,,,,,,,,,,,38.5,828.0,2.0,0.38,,,,,,,,,,,,,,,,,44.2,2519.0,0.0,0.25,,,,,,,,,42.9,2879.0,1.0,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.9,2880.0,0.0,0.19,,,,,,,,,,,,,,,,,40.0,2880.0,0.0,0.2
J,2L,,,,,,,,,,,,,,,,,39.9,2880.0,0.0,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.9,811.0,5.0,0.5,,,,,,,,,,,,,,,,,41.6,2517.0,0.0,0.27,,,,,,,,,40.5,2880.0,0.0,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.9,2880.0,0.0,0.21,,,,,,,,,,,,,,,,,38.7,2880.0,0.0,0.27
J,5Q,,,,,,,,,,,,,,,,,44.4,2880.0,0.0,0.0,,,,,,,,,,,,,49.3,2880.0,0.0,0.0,50.6,2880.0,0.0,0.0,,,,,,,,,,,,,40.9,843.0,2.0,0.0,,,,,,,,,,,,,,,,,31.6,1309.0,10.0,0.0,,,,,,,,,45.6,2880.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.2,2880.0,0.0,0.0,,,,,,,,,,,,,,,,,34.1,1878.0,21.0,0.0
R,3Q,,,,,,,,,,,,,,,,,43.6,388.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.1,772.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.5,568.0,0.0,0.0,,,,,,,,,,,,,,,,,41.0,858.0,0.0,0.0
J,1X,,,,,,,,,,,,,,,,,,,,,45.0,2879.0,1.0,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J,2X,,,,,,,,,,,,,,,,,,,,,42.3,2879.0,1.0,0.26,,,,,32.6,498.0,16.0,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J,5X,,,,,,,,,,,,,,,,,,,,,46.1,2879.0,1.0,0.0,,,,,37.7,513.0,14.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J,6X,,,,,,,,,,,,,,,,,,,,,39.1,2879.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S,2I,,,,,,,,,,,,,,,,,,,,,40.3,2739.0,104.0,0.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.4,450.0,4.0,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S,5I,,,,,,,,,,,,,,,,,,,,,47.0,5758.0,2.0,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S,7I,,,,,,,,,,,,,,,,,,,,,44.2,2703.0,108.0,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.9,450.0,4.0,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G,2S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.8,17755.0,64.0,0.17,44.3,16913.0,21.0,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.1,18162.0,49.0,0.14,,,,,,,,,,,,,,,,,,,,,44.5,19326.0,37.0,0.17,,,,,,,,,,,,,,,,,,,,,,,,,45.5,17218.0,30.0,0.15,,,,,,,,
J,2S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.7,2880.0,0.0,0.08,44.8,2880.0,0.0,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
