,,ABMF00GLP,ABMF00GLP,ABMF00GLP,ABMF00GLP,ALIC00AUS,ALIC00AUS,ALIC00AUS,ALIC00AUS,AREG00PER,AREG00PER,AREG00PER,AREG00PER,ASCG00SHN,ASCG00SHN,ASCG00SHN,ASCG00SHN,BRST00FRA,BRST00FRA,BRST00FRA,BRST00FRA,BRUX00BEL,BRUX00BEL,BRUX00BEL,BRUX00BEL,CAS100ATA,CAS100ATA,CAS100ATA,CAS100ATA,CEBR00ESP,CEBR00ESP,CEBR00ESP,CEBR00ESP,CIBG00IDN,CIBG00IDN,CIBG00IDN,CIBG00IDN,CKIS00COK,CKIS00COK,CKIS00COK,CKIS00COK,COCO00AUS,COCO00AUS,COCO00AUS,COCO00AUS,CUUT00THA,CUUT00THA,CUUT00THA,CUUT00THA,DJIG00DJI,DJIG00DJI,DJIG00DJI,DJIG00DJI,DYNG00GRC,DYNG00GRC,DYNG00GRC,DYNG00GRC,EBRE00ESP,EBRE00ESP,EBRE00ESP,EBRE00ESP,FTNA00WLF,FTNA00WLF,FTNA00WLF,FTNA00WLF,GAMB00PYF,GAMB00PYF,GAMB00PYF,GAMB00PYF,GANP00SVK,GANP00SVK,GANP00SVK,GANP00SVK,GRAC00FRA,GRAC00FRA,GRAC00FRA,GRAC00FRA,HARB00ZAF,HARB00ZAF,HARB00ZAF,HARB00ZAF,HKSL00HKG,HKSL00HKG,HKSL00HKG,HKSL00HKG,HKWS00HKG,HKWS00HKG,HKWS00HKG,HKWS00HKG,HOFN00ISL,HOFN00ISL,HOFN00ISL,HOFN00ISL,JFNG00CHN,JFNG00CHN,JFNG00CHN,JFNG00CHN,KARR00AUS,KARR00AUS,KARR00AUS,KARR00AUS,KIRI00KIR,KIRI00KIR,KIRI00KIR,KIRI00KIR,KIRU00SWE,KIRU00SWE,KIRU00SWE,KIRU00SWE,KOUG00GUF,KOUG00GUF,KOUG00GUF,KOUG00GUF,KOUR00GUF,KOUR00GUF,KOUR00GUF,KOUR00GUF,KRGG00ATF,KRGG00ATF,KRGG00ATF,KRGG00ATF,LAUT00FJI,LAUT00FJI,LAUT00FJI,LAUT00FJI,LMMF00MTQ,LMMF00MTQ,LMMF00MTQ,LMMF00MTQ,MAJU00MHL,MAJU00MHL,MAJU00MHL,MAJU00MHL,MAL200KEN,MAL200KEN,MAL200KEN,MAL200KEN,MARS00FRA,MARS00FRA,MARS00FRA,MARS00FRA,MAS100ESP,MAS100ESP,MAS100ESP,MAS100ESP,MATG00ITA,MATG00ITA,MATG00ITA,MATG00ITA,MAYG00MYT,MAYG00MYT,MAYG00MYT,MAYG00MYT,MCHL00AUS,MCHL00AUS,MCHL00AUS,MCHL00AUS,METG00FIN,METG00FIN,METG00FIN,METG00FIN,MGUE00ARG,MGUE00ARG,MGUE00ARG,MGUE00ARG,MOBS00AUS,MOBS00AUS,MOBS00AUS,MOBS00AUS,MRO100AUS,MRO100AUS,MRO100AUS,MRO100AUS,NICO00CYP,NICO00CYP,NICO00CYP,NICO00CYP,NIUM00NIU,NIUM00NIU,NIUM00NIU,NIUM00NIU,NKLG00GAB,NKLG00GAB,NKLG00GAB,NKLG00GAB,NNOR00AUS,NNOR00AUS,NNOR00AUS,NNOR00AUS,OHI300ATA,OHI300ATA,OHI300ATA,OHI300ATA,PADO00ITA,PADO00ITA,PADO00ITA,PADO00ITA,PERT00AUS,PERT00AUS,PERT00AUS,PERT00AUS,PNGM00PNG,PNGM00PNG,PNGM00PNG,PNGM00PNG,POHN00FSM,POHN00FSM,POHN00FSM,POHN00FSM,PTVL00VUT,PTVL00VUT,PTVL00VUT,PTVL00VUT,REDU00BEL,REDU00BEL,REDU00BEL,REDU00BEL,REUN00REU,REUN00REU,REUN00REU,REUN00REU,REYK00ISL,REYK00ISL,REYK00ISL,REYK00ISL,RGDG00ARG,RGDG00ARG,RGDG00ARG,RGDG00ARG,SAMO00WSM,SAMO00WSM,SAMO00WSM,SAMO00WSM,SEYG00SYC,SEYG00SYC,SEYG00SYC,SEYG00SYC,SOLO00SLB,SOLO00SLB,SOLO00SLB,SOLO00SLB,STJ300CAN,STJ300CAN,STJ300CAN,STJ300CAN,THTG00PYF,THTG00PYF,THTG00PYF,THTG00PYF,TLSG00FRA,TLSG00FRA,TLSG00FRA,TLSG00FRA,TONG00TON,TONG00TON,TONG00TON,TONG00TON,TOW200AUS,TOW200AUS,TOW200AUS,TOW200AUS,TUVA00TUV,TUVA00TUV,TUVA00TUV,TUVA00TUV,UNBN00CAN,UNBN00CAN,UNBN00CAN,UNBN00CAN,USN800USA,USN800USA,USN800USA,USN800USA,USN900USA,USN900USA,USN900USA,USN900USA,VILL00ESP,VILL00ESP,VILL00ESP,VILL00ESP,WARK00NZL,WARK00NZL,WARK00NZL,WARK00NZL,WTZR00DEU,WTZR00DEU,WTZR00DEU,WTZR00DEU,XMIS00AUS,XMIS00AUS,XMIS00AUS,XMIS00AUS,YEL200CAN,YEL200CAN,YEL200CAN,YEL200CAN
G,5Q,49.0,11634.0,109.0,0.0,49.4,11409.0,82.0,0.0,,,,,,,,,,,,,48.0,12262.0,22.0,0.0,,,,,48.6,10668.0,19.0,0.0,49.6,12447.0,14.0,0.0,,,,,45.7,6572.0,17.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.1,10078.0,52.0,0.0,,,,,48.4,10553.0,41.0,0.0,50.4,10028.0,11.0,0.0,50.3,12015.0,32.0,0.0,,,,,,,,,,,,,46.9,12871.0,31.0,0.0,50.0,12655.0,19.0,0.0,45.4,12485.0,51.0,0.0,50.1,11848.0,70.0,0.0,,,,,,,,,47.1,11927.0,18.0,0.0,44.9,12895.0,40.0,0.0,50.6,9258.0,57.0,0.0,47.7,11513.0,27.0,0.0,,,,,,,,,,,,,,,,,45.9,11377.0,30.0,0.0,31.7,2935.0,36.0,0.0,,,,,49.9,10454.0,36.0,0.0,,,,,,,,,47.3,10484.0,15.0,0.0,50.3,11596.0,44.0,0.0,50.9,9811.0,39.0,0.0,,,,,,,,,,,,,,,,,48.8,10649.0,14.0,0.0,,,,,50.3,11979.0,22.0,0.0,,,,,,,,,,,,,,,,,47.4,11392.0,26.0,0.0,49.6,11085.0,40.0,0.0,48.2,11278.0,12.0,0.0,,,,,47.0,11024.0,12.0,0.0,,,,,50.6,10332.0,13.0,0.0,49.9,10966.0,22.0,0.0,51.6,10174.0,16.0,0.0,48.7,10302.0,37.0,0.0,,,,,50.5,10387.0,15.0,0.0,,,,,46.4,13258.0,28.0,0.0
R,1C,42.8,21129.0,219.0,1.11,46.0,19578.0,122.0,1.72,45.3,20880.0,65.0,1.34,43.8,19137.0,213.0,1.63,45.1,22475.0,90.0,1.17,44.2,23515.0,52.0,0.82,44.5,24677.0,57.0,0.84,44.8,20764.0,103.0,1.18,44.3,23193.0,94.0,1.41,45.2,19998.0,38.0,1.53,43.1,18828.0,92.0,1.13,43.1,20310.0,86.0,1.37,44.5,20675.0,81.0,1.28,45.2,21473.0,54.0,1.25,45.1,21739.0,68.0,1.27,41.7,19004.0,131.0,1.35,45.7,19164.0,101.0,1.18,45.1,23061.0,93.0,1.27,43.2,22310.0,114.0,1.13,44.5,20735.0,107.0,1.29,46.2,20479.0,87.0,1.28,46.7,19670.0,26.0,1.16,46.6,23812.0,43.0,1.05,45.6,19779.0,87.0,1.56,45.4,21236.0,103.0,1.4,43.1,20998.0,290.0,1.58,45.1,23720.0,121.0,0.84,44.6,22489.0,107.0,1.58,42.8,21148.0,162.0,1.52,46.5,23323.0,107.0,0.8,44.3,20931.0,214.0,1.72,42.7,21727.0,220.0,1.62,42.3,21318.0,149.0,1.48,42.3,20687.0,137.0,1.5,43.5,18692.0,147.0,0.94,46.2,20586.0,87.0,0.89,45.7,22280.0,131.0,1.68,44.7,19535.0,113.0,1.27,45.1,21583.0,59.0,1.21,46.6,22902.0,139.0,1.04,46.6,20636.0,31.0,0.88,39.7,18596.0,89.0,1.09,43.8,16850.0,89.0,1.4,45.7,20793.0,76.0,1.15,44.0,21225.0,114.0,1.35,42.7,21865.0,126.0,1.55,45.4,18772.0,50.0,1.14,46.6,23479.0,54.0,0.85,46.0,22041.0,85.0,1.01,46.0,19556.0,123.0,1.12,44.1,21022.0,115.0,1.45,44.3,18900.0,197.0,1.78,45.2,19079.0,187.0,1.88,45.2,21026.0,97.0,1.08,40.8,17297.0,104.0,1.32,46.5,24249.0,46.0,0.8,45.6,24112.0,70.0,0.83,44.6,21394.0,132.0,1.56,43.2,18097.0,84.0,1.28,41.6,18147.0,119.0,1.72,46.6,22218.0,163.0,1.17,46.0,20197.0,58.0,1.19,44.3,22943.0,49.0,0.93,42.4,19767.0,262.0,1.54,46.8,19332.0,48.0,1.14,43.8,21678.0,139.0,1.68,44.9,20737.0,35.0,0.97,46.3,20264.0,99.0,0.84,47.6,19409.0,46.0,0.89,45.1,19389.0,175.0,1.22,45.4,20220.0,62.0,1.57,46.8,22710.0,46.0,0.84,44.1,20591.0,82.0,1.35,47.2,23929.0,81.0,0.63
R,2P,41.5,20866.0,285.0,1.07,41.2,19132.0,130.0,1.66,40.5,20723.0,90.0,1.24,39.6,18523.0,295.0,1.44,40.5,22161.0,148.0,1.11,42.3,22812.0,48.0,0.71,40.6,24472.0,83.0,0.75,41.4,20052.0,80.0,0.89,39.0,22492.0,249.0,1.45,40.4,19890.0,60.0,1.37,41.6,13755.0,20.0,0.95,39.0,20063.0,116.0,1.18,39.3,20400.0,111.0,1.33,40.7,21303.0,61.0,1.09,40.3,21381.0,95.0,1.06,39.5,18852.0,166.0,1.17,41.1,18914.0,167.0,1.03,39.0,22577.0,161.0,1.0,41.8,21954.0,179.0,1.17,40.2,20530.0,155.0,1.39,40.4,19940.0,183.0,1.11,41.9,19492.0,69.0,1.32,41.0,23480.0,141.0,1.05,41.0,19545.0,91.0,1.38,40.4,20990.0,144.0,1.18,39.2,20577.0,317.0,1.43,41.8,22739.0,84.0,0.65,37.8,21499.0,258.0,1.51,39.9,19423.0,147.0,1.46,40.9,22892.0,223.0,0.76,39.7,20410.0,243.0,1.48,40.0,21406.0,300.0,1.44,41.1,20475.0,126.0,1.15,40.6,19857.0,93.0,1.48,42.5,18488.0,155.0,0.96,41.5,19818.0,116.0,0.87,40.3,18299.0,691.0,1.84,40.1,19323.0,160.0,1.15,40.2,21323.0,122.0,0.88,41.4,22618.0,174.0,0.99,41.4,19999.0,69.0,0.92,41.6,18640.0,35.0,0.86,39.6,16718.0,102.0,1.22,39.9,20306.0,109.0,1.04,40.1,21022.0,157.0,0.95,39.2,21691.0,153.0,1.49,42.2,18287.0,45.0,1.02,41.8,23229.0,164.0,0.89,41.2,21599.0,119.0,0.84,41.1,19275.0,118.0,1.01,39.1,20764.0,139.0,1.28,39.5,18541.0,210.0,1.45,40.5,18686.0,144.0,1.42,42.1,20119.0,75.0,0.84,40.3,17183.0,114.0,1.01,40.9,23931.0,111.0,0.73,40.9,23889.0,85.0,0.89,39.9,21079.0,159.0,1.59,39.3,17953.0,95.0,1.13,37.6,17877.0,139.0,1.46,42.2,21517.0,107.0,1.12,41.2,19920.0,103.0,1.18,41.8,22225.0,64.0,0.78,39.2,19039.0,370.0,1.35,42.3,17457.0,34.0,0.75,39.1,21279.0,156.0,1.47,43.3,20689.0,47.0,1.07,,,,,44.7,19346.0,59.0,0.91,41.9,18491.0,89.0,0.99,40.9,20089.0,81.0,1.21,42.7,22456.0,68.0,0.85,39.3,20390.0,139.0,1.26,42.6,23492.0,75.0,0.57
S,1C,43.9,11344.0,157.0,0.0,,,,,41.9,14162.0,3.0,0.64,47.8,8404.0,2.0,0.0,41.3,11256.0,677.0,0.0,,,,,,,,,44.2,13685.0,6.0,0.0,46.6,11520.0,0.0,0.0,,,,,,,,,43.7,16954.0,68.0,0.44,42.8,13594.0,33.0,0.41,46.0,2880.0,0.0,0.0,,,,,38.5,11302.0,191.0,3.1,47.9,8640.0,0.0,0.76,37.5,2818.0,3.0,0.0,45.6,6178.0,355.0,0.0,41.2,14107.0,6.0,0.76,44.3,5760.0,0.0,0.0,44.7,5760.0,0.0,0.0,44.6,6217.0,366.0,0.0,41.0,11519.0,1.0,0.62,,,,,,,,,37.8,8064.0,8.0,0.0,47.1,11333.0,12.0,0.0,,,,,45.9,7675.0,347.0,0.0,,,,,40.8,17422.0,42.0,0.74,,,,,43.1,25151.0,9.0,0.0,46.0,6234.0,369.0,0.0,45.8,13775.0,11.0,0.0,48.7,8215.0,8.0,0.0,43.7,10372.0,147.0,0.64,,,,,36.4,11236.0,86.0,1.05,41.8,17217.0,4.0,0.0,,,,,,,,,46.9,6242.0,392.0,0.0,,,,,44.4,11274.0,9.0,1.06,40.4,11520.0,0.0,0.0,41.5,9270.0,536.0,0.0,47.3,6220.0,364.0,0.0,,,,,,,,,,,,,,,,,41.3,16539.0,7.0,0.0,44.0,13707.0,1056.0,0.0,43.4,6204.0,349.0,0.0,36.7,9987.0,509.0,1.56,,,,,49.7,2880.0,0.0,0.3,,,,,42.1,15456.0,5.0,1.59,47.4,9710.0,9.0,0.0,42.8,15686.0,6.0,1.98,,,,,,,,,,,,,43.1,11519.0,0.0,0.0,41.8,14297.0,4.0,0.0,48.0,8640.0,0.0,0.0,44.3,14129.0,6.0,0.0,,,,,47.3,6292.0,395.0,0.0,,,,,43.3,8505.0,9.0,0.91
J,1C,,,,,47.2,2880.0,0.0,0.22,,,,,,,,,,,,,,,,,43.6,1429.0,1.0,0.37,,,,,47.3,2880.0,0.0,0.28,,,,,40.9,2880.0,0.0,0.16,43.0,2880.0,0.0,0.28,,,,,,,,,,,,,,,,,,,,,36.8,565.0,5.0,0.65,,,,,,,,,47.4,2880.0,0.0,0.19,47.4,2880.0,0.0,0.22,,,,,46.6,2002.0,1.0,0.22,,,,,,,,,38.2,833.0,1.0,0.34,,,,,,,,,,,,,,,,,,,,,43.2,2880.0,0.0,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.3,2505.0,2.0,0.24,,,,,,,,,,,,,,,,,43.1,2880.0,0.0,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.8,2880.0,0.0,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J,2S,,,,,45.5,2880.0,0.0,0.09,,,,,,,,,,,,,,,,,,,,,,,,,45.2,2880.0,0.0,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.7,2880.0,0.0,0.08,45.0,2880.0,0.0,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J,5Q,,,,,50.2,2880.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,50.0,2880.0,0.0,0.0,,,,,44.4,2880.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.1,2880.0,0.0,0.0,50.6,2880.0,0.0,0.0,,,,,,,,,,,,,,,,,40.8,863.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,47.7,2880.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.6,1280.0,15.0,0.0,,,,,,,,,,,,,,,,,45.7,2880.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.2,2880.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R,2C,,,,,41.6,19095.0,127.0,1.5,41.2,20839.0,73.0,1.23,40.0,18827.0,254.0,1.49,41.3,22356.0,120.0,1.11,42.0,22898.0,61.0,0.87,41.3,24600.0,73.0,0.79,41.1,20151.0,87.0,1.01,,,,,41.0,19980.0,41.0,1.41,41.2,15778.0,83.0,1.19,39.5,20264.0,96.0,1.31,39.8,20630.0,82.0,1.24,41.4,21360.0,64.0,1.1,40.8,21622.0,90.0,1.19,40.1,18961.0,138.0,1.3,41.7,19054.0,140.0,1.08,39.6,22830.0,126.0,1.29,42.2,21956.0,174.0,1.08,41.0,20679.0,128.0,1.39,40.9,19887.0,192.0,1.15,42.3,19482.0,80.0,1.09,41.4,23463.0,135.0,1.13,41.5,19742.0,84.0,1.56,41.0,21177.0,113.0,1.34,39.7,20849.0,291.0,1.36,41.5,22682.0,100.0,0.8,,,,,39.5,19768.0,178.0,1.56,,,,,40.2,20741.0,230.0,1.53,40.6,21597.0,241.0,1.47,40.6,20857.0,163.0,1.53,40.2,20070.0,105.0,1.48,42.9,18478.0,161.0,0.95,41.2,19982.0,122.0,0.87,,,,,40.7,19463.0,127.0,1.23,40.8,21516.0,69.0,1.04,42.0,22768.0,159.0,1.08,41.1,20015.0,70.0,0.96,41.2,18791.0,54.0,1.01,40.2,16801.0,94.0,1.23,40.3,20247.0,136.0,1.02,40.6,21164.0,126.0,1.01,39.9,21812.0,135.0,1.45,41.8,18358.0,65.0,1.24,,,,,41.7,21562.0,111.0,0.81,41.6,19435.0,127.0,0.98,39.7,20956.0,117.0,1.34,40.1,18743.0,206.0,1.49,41.0,18888.0,175.0,1.54,41.7,20230.0,99.0,1.11,41.0,17235.0,109.0,1.06,41.3,23905.0,99.0,0.72,41.5,24019.0,72.0,0.91,40.4,21307.0,134.0,1.52,39.9,18057.0,90.0,1.23,38.9,18078.0,125.0,1.5,41.9,21534.0,122.0,1.2,,,,,41.4,22408.0,60.0,0.92,39.6,19469.0,339.0,1.45,41.8,18031.0,38.0,1.16,39.6,21559.0,126.0,1.63,43.7,20689.0,50.0,0.97,44.2,20028.0,75.0,0.74,,,,,41.5,18675.0,152.0,1.27,41.5,20180.0,67.0,1.44,43.1,22461.0,70.0,0.8,39.9,20539.0,96.0,1.3,42.2,23552.0,88.0,0.66
C,6I,,,,,,,,,45.9,2118.0,5.0,0.0,39.9,5955.0,50.0,0.0,41.8,8603.0,55.0,0.0,,,,,,,,,,,,,,,,,41.7,11429.0,14.0,0.0,,,,,,,,,40.7,22260.0,196.0,0.0,40.4,14756.0,104.0,0.0,,,,,41.2,15970.0,83.0,0.0,45.1,2579.0,40.0,0.0,,,,,,,,,42.0,15322.0,46.0,0.0,,,,,,,,,,,,,44.3,28873.0,45.0,0.0,44.2,32210.0,23.0,0.0,43.0,20662.0,88.0,0.0,,,,,,,,,,,,,,,,,42.4,20268.0,245.0,0.0,45.2,2700.0,21.0,0.0,,,,,,,,,,,,,,,,,,,,,42.5,25090.0,208.0,0.0,43.4,26047.0,458.0,0.0,41.9,13505.0,69.0,0.0,,,,,,,,,43.6,25395.0,44.0,0.0,,,,,41.2,15201.0,129.0,0.0,42.1,9316.0,589.0,0.0,,,,,,,,,,,,,44.9,28754.0,38.0,0.0,44.0,27172.0,564.0,0.0,44.2,23274.0,62.0,0.0,42.8,21687.0,68.0,0.0,,,,,44.5,17758.0,335.0,0.0,,,,,41.2,5158.0,35.0,0.0,41.9,15319.0,45.0,0.0,42.8,25162.0,69.0,0.0,41.4,22522.0,279.0,0.0,,,,,,,,,,,,,42.1,15185.0,46.0,0.0,,,,,42.0,19263.0,560.0,0.0,,,,,,,,,,,,,,,,,43.4,19701.0,40.0,0.0,,,,,44.6,32470.0,11.0,0.0,,,,
E,1X,,,,,,,,,45.9,9698.0,13.0,0.18,40.0,9717.0,24.0,0.25,44.8,9514.0,18.0,0.27,,,,,45.1,11512.0,17.0,0.25,,,,,,,,,45.6,9875.0,6.0,0.29,,,,,43.3,12041.0,17.0,0.21,44.1,10347.0,16.0,0.2,45.5,8928.0,9.0,0.18,45.3,9282.0,13.0,0.37,41.9,10517.0,17.0,0.23,45.6,9338.0,36.0,0.23,44.1,9818.0,27.0,0.29,,,,,44.8,9632.0,28.0,0.22,,,,,,,,,,,,,45.0,9835.0,10.0,0.22,44.1,10794.0,24.0,0.3,43.9,11615.0,47.0,0.41,,,,,,,,,,,,,,,,,44.0,11441.0,42.0,0.4,44.6,9915.0,16.0,0.28,,,,,,,,,,,,,,,,,50.4,7525.0,12.0,0.49,44.4,9797.0,58.0,0.35,44.7,10928.0,18.0,0.23,44.8,10003.0,40.0,0.27,,,,,,,,,43.5,8804.0,8.0,0.37,,,,,44.5,11046.0,24.0,0.33,43.5,9480.0,0.0,0.23,,,,,,,,,,,,,45.3,9033.0,27.0,0.37,43.9,11701.0,10.0,0.29,43.9,10914.0,23.0,0.53,44.6,10545.0,32.0,0.58,,,,,46.5,9598.0,9.0,0.2,,,,,44.6,10810.0,19.0,0.2,44.2,11601.0,20.0,0.36,44.1,10003.0,12.0,0.2,41.3,10477.0,7.0,0.38,,,,,,,,,,,,,43.6,10006.0,63.0,0.62,,,,,43.6,12111.0,11.0,0.39,,,,,,,,,,,,,,,,,45.3,10204.0,11.0,0.34,,,,,43.8,10958.0,18.0,0.27,,,,
E,5X,,,,,,,,,47.0,8471.0,10.0,0.22,46.4,9186.0,33.0,0.3,44.2,8973.0,22.0,0.46,,,,,44.3,10516.0,15.0,0.24,,,,,,,,,46.4,8630.0,8.0,0.27,,,,,43.0,11053.0,22.0,0.27,42.7,9981.0,17.0,0.24,46.8,8516.0,9.0,0.24,45.5,8442.0,13.0,0.38,36.0,9205.0,17.0,0.31,47.7,7980.0,34.0,0.29,44.0,8977.0,21.0,0.43,,,,,46.3,9351.0,24.0,0.29,,,,,,,,,,,,,45.9,8928.0,12.0,0.33,45.2,9626.0,30.0,0.29,45.1,10013.0,49.0,0.35,,,,,,,,,,,,,,,,,45.6,10067.0,44.0,0.4,45.6,9096.0,22.0,0.37,,,,,,,,,,,,,,,,,48.1,5991.0,51.0,0.56,44.9,9570.0,56.0,0.42,45.3,9738.0,17.0,0.23,45.7,9128.0,39.0,0.33,,,,,,,,,44.4,8144.0,9.0,0.28,,,,,46.1,9720.0,24.0,0.27,46.4,9465.0,1.0,0.28,,,,,,,,,,,,,46.6,8228.0,31.0,0.36,45.7,10345.0,6.0,0.26,45.9,9524.0,10.0,0.48,45.2,9199.0,32.0,0.46,,,,,40.5,9445.0,11.0,0.31,,,,,45.9,9736.0,19.0,0.26,46.2,10192.0,18.0,0.31,44.4,9803.0,16.0,0.25,44.7,9215.0,8.0,0.35,,,,,,,,,,,,,45.1,8713.0,70.0,0.63,,,,,45.1,10662.0,12.0,0.31,,,,,,,,,,,,,,,,,45.5,9047.0,12.0,0.33,,,,,44.0,9796.0,25.0,0.23,,,,
E,7X,,,,,,,,,47.3,8471.0,10.0,0.0,46.3,9181.0,39.0,0.0,44.5,8973.0,22.0,0.0,,,,,44.6,10516.0,15.0,0.0,,,,,,,,,46.1,8630.0,8.0,0.0,,,,,41.9,11054.0,22.0,0.0,43.1,9981.0,17.0,0.0,46.4,8515.0,9.0,0.0,45.3,8443.0,14.0,0.0,43.6,9207.0,17.0,0.0,47.6,7976.0,38.0,0.0,44.4,8978.0,20.0,0.0,,,,,46.4,9352.0,24.0,0.0,,,,,,,,,,,,,45.8,8928.0,12.0,0.0,45.1,9626.0,30.0,0.0,45.3,10014.0,49.0,0.0,,,,,,,,,,,,,,,,,44.9,10066.0,43.0,0.0,45.3,9096.0,23.0,0.0,,,,,,,,,,,,,,,,,50.2,5308.0,63.0,0.0,45.3,9572.0,54.0,0.0,45.2,9738.0,17.0,0.0,45.8,9125.0,39.0,0.0,,,,,,,,,44.2,8143.0,10.0,0.0,,,,,45.3,9720.0,24.0,0.0,46.4,9465.0,1.0,0.0,,,,,,,,,,,,,46.4,8226.0,29.0,0.0,44.7,10345.0,6.0,0.0,45.5,9526.0,10.0,0.0,44.8,9197.0,30.0,0.0,,,,,47.2,9456.0,12.0,0.0,,,,,43.8,9737.0,18.0,0.0,45.4,10192.0,18.0,0.0,43.8,9803.0,16.0,0.0,43.0,9215.0,8.0,0.0,,,,,,,,,,,,,44.6,8704.0,67.0,0.0,,,,,44.4,10661.0,12.0,0.0,,,,,,,,,,,,,,,,,44.7,9045.0,13.0,0.0,,,,,45.2,9799.0,22.0,0.0,,,,
E,8X,,,,,,,,,51.5,8471.0,10.0,0.0,50.9,9185.0,33.0,0.0,48.9,8976.0,21.0,0.0,,,,,48.7,10517.0,14.0,0.0,,,,,,,,,52.2,8518.0,6.0,0.0,,,,,48.3,11009.0,22.0,0.0,47.9,9978.0,17.0,0.0,51.6,8515.0,10.0,0.0,51.0,8425.0,15.0,0.0,43.2,9173.0,23.0,0.0,53.5,7984.0,32.0,0.0,49.9,8980.0,18.0,0.0,,,,,50.8,9319.0,22.0,0.0,,,,,,,,,,,,,50.3,8863.0,12.0,0.0,49.9,9227.0,28.0,0.0,49.7,9913.0,30.0,0.0,,,,,,,,,,,,,,,,,49.8,9878.0,36.0,0.0,49.6,9089.0,20.0,0.0,,,,,,,,,,,,,,,,,,,,,49.7,9514.0,42.0,0.0,51.0,9676.0,17.0,0.0,50.1,9128.0,38.0,0.0,,,,,,,,,50.1,8104.0,8.0,0.0,,,,,51.4,9721.0,25.0,0.0,50.9,9465.0,1.0,0.0,,,,,,,,,,,,,51.2,8138.0,26.0,0.0,49.6,10338.0,4.0,0.0,51.5,9514.0,10.0,0.0,49.6,9135.0,29.0,0.0,,,,,49.7,9452.0,12.0,0.0,,,,,49.5,9736.0,17.0,0.0,51.6,10171.0,18.0,0.0,48.6,9787.0,15.0,0.0,49.3,9213.0,8.0,0.0,,,,,,,,,,,,,50.5,8652.0,52.0,0.0,,,,,50.4,10658.0,12.0,0.0,,,,,,,,,,,,,,,,,50.7,9046.0,12.0,0.0,,,,,49.3,9417.0,20.0,0.0,,,,
G,2X,,,,,,,,,44.3,17810.0,45.0,0.29,43.4,17683.0,218.0,0.33,43.7,16693.0,83.0,0.38,,,,,43.5,21050.0,54.0,0.36,,,,,,,,,43.5,17167.0,61.0,0.45,,,,,41.7,20144.0,127.0,0.32,42.5,20056.0,122.0,0.3,44.3,16972.0,61.0,0.28,43.5,16371.0,60.0,0.48,42.9,16178.0,124.0,0.33,44.1,16222.0,144.0,0.33,42.3,18068.0,90.0,0.44,,,,,43.6,18046.0,157.0,0.35,,,,,,,,,,,,,44.0,16371.0,103.0,0.32,43.3,18367.0,132.0,0.42,43.6,17350.0,169.0,0.54,,,,,,,,,,,,,,,,,42.5,17956.0,267.0,0.54,42.5,19945.0,113.0,0.39,,,,,,,,,,,,,,,,,44.5,15224.0,192.0,0.38,42.8,19455.0,184.0,0.36,42.6,19397.0,147.0,0.44,43.7,18119.0,199.0,0.38,,,,,,,,,42.8,14600.0,100.0,0.51,,,,,43.1,18310.0,195.0,0.47,43.3,19030.0,159.0,0.35,,,,,,,,,,,,,44.3,16006.0,106.0,0.5,42.5,19162.0,184.0,0.52,43.4,16851.0,175.0,0.61,43.1,16347.0,168.0,0.65,,,,,43.7,16991.0,117.0,0.33,,,,,43.1,19299.0,110.0,0.33,42.8,18991.0,163.0,0.55,42.6,17953.0,81.0,0.29,42.2,17053.0,104.0,0.52,,,,,,,,,,,,,42.4,16362.0,341.0,0.65,,,,,42.5,18272.0,84.0,0.49,,,,,,,,,,,,,,,,,,,,,,,,,43.2,18450.0,111.0,0.46,,,,
