,,CAS100ATA,CAS100ATA,CAS100ATA,CAS100ATA,CEBR00ESP,CEBR00ESP,CEBR00ESP,CEBR00ESP,CKIS00COK,CKIS00COK,CKIS00COK,CKIS00COK,COCO00AUS,COCO00AUS,COCO00AUS,COCO00AUS,CUUT00THA,CUUT00THA,CUUT00THA,CUUT00THA,EBRE00ESP,EBRE00ESP,EBRE00ESP,EBRE00ESP,GANP00SVK,GANP00SVK,GANP00SVK,GANP00SVK,HKSL00HKG,HKSL00HKG,HKSL00HKG,HKSL00HKG,HKWS00HKG,HKWS00HKG,HKWS00HKG,HKWS00HKG,HOFN00ISL,HOFN00ISL,HOFN00ISL,HOFN00ISL,KARR00AUS,KARR00AUS,KARR00AUS,KARR00AUS,KIRI00KIR,KIRI00KIR,KIRI00KIR,KIRI00KIR,KIRU00SWE,KIRU00SWE,KIRU00SWE,KIRU00SWE,KOUR00GUF,KOUR00GUF,KOUR00GUF,KOUR00GUF,MAL200KEN,MAL200KEN,MAL200KEN,MAL200KEN,MAS100ESP,MAS100ESP,MAS100ESP,MAS100ESP,MGUE00ARG,MGUE00ARG,MGUE00ARG,MGUE00ARG,MRO100AUS,MRO100AUS,MRO100AUS,MRO100AUS,NICO00CYP,NICO00CYP,NICO00CYP,NICO00CYP,NNOR00AUS,NNOR00AUS,NNOR00AUS,NNOR00AUS,OHI300ATA,OHI300ATA,OHI300ATA,OHI300ATA,PERT00AUS,PERT00AUS,PERT00AUS,PERT00AUS,PNGM00PNG,PNGM00PNG,PNGM00PNG,PNGM00PNG,POHN00FSM,POHN00FSM,POHN00FSM,POHN00FSM,PTVL00VUT,PTVL00VUT,PTVL00VUT,PTVL00VUT,REDU00BEL,REDU00BEL,REDU00BEL,REDU00BEL,REYK00ISL,REYK00ISL,REYK00ISL,REYK00ISL,SAMO00WSM,SAMO00WSM,SAMO00WSM,SAMO00WSM,SOLO00SLB,SOLO00SLB,SOLO00SLB,SOLO00SLB,TONG00TON,TONG00TON,TONG00TON,TONG00TON,TOW200AUS,TOW200AUS,TOW200AUS,TOW200AUS,VILL00ESP,VILL00ESP,VILL00ESP,VILL00ESP,WARK00NZL,WARK00NZL,WARK00NZL,WARK00NZL,WTZR00DEU,WTZR00DEU,WTZR00DEU,WTZR00DEU,XMIS00AUS,XMIS00AUS,XMIS00AUS,XMIS00AUS,YAR200AUS,YAR200AUS,YAR200AUS,YAR200AUS
,,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath
C,2I,,,,,39.7,8743.0,44.0,0.57,,,,,43.8,29058.0,25.0,0.18,41.3,28231.0,10.0,0.28,39.1,8759.0,44.0,0.66,38.8,14346.0,140.0,0.56,45.3,23015.0,25.0,0.13,45.8,23026.0,16.0,0.14,,,,,,,,,,,,,43.9,10871.0,40.0,0.41,44.2,3551.0,10.0,0.33,39.8,22049.0,69.0,0.45,42.8,7544.0,12.0,0.47,45.9,3499.0,6.0,0.35,,,,,,,,,43.7,32889.0,37.0,0.29,41.8,6442.0,17.0,0.34,,,,,,,,,,,,,,,,,41.1,11877.0,16.0,0.48,41.7,7584.0,18.0,0.27,,,,,,,,,,,,,,,,,39.9,8523.0,28.0,0.51,40.5,19616.0,18.0,0.52,42.3,13729.0,8.0,0.27,,,,,,,,
E,1C,,,,,44.4,8358.0,20.0,0.24,,,,,40.0,4469.0,4.0,0.15,,,,,,,,,,,,,48.9,4795.0,51.0,0.37,49.2,4494.0,3.0,0.29,49.2,7500.0,12.0,0.36,,,,,,,,,43.4,9571.0,44.0,0.25,43.0,8420.0,65.0,0.32,41.0,9963.0,9.0,0.23,44.9,9951.0,33.0,0.32,45.7,7930.0,10.0,0.22,,,,,49.5,8702.0,9.0,0.22,44.2,7935.0,23.0,0.24,49.9,8256.0,28.0,0.29,,,,,,,,,,,,,,,,,44.4,8601.0,12.0,0.25,49.9,8793.0,15.0,0.25,,,,,,,,,,,,,43.0,3299.0,4.0,0.24,44.2,8136.0,44.0,0.28,,,,,49.9,8310.0,17.0,0.29,,,,,40.3,7924.0,13.0,0.07
E,5Q,,,,,45.0,8035.0,13.0,0.22,,,,,39.9,2694.0,6.0,0.11,,,,,,,,,,,,,46.0,4766.0,55.0,0.47,47.9,4484.0,9.0,0.28,48.1,6730.0,17.0,0.37,,,,,,,,,44.0,8779.0,18.0,0.23,42.7,8302.0,75.0,0.26,42.1,9056.0,12.0,0.18,43.8,9287.0,23.0,0.24,43.0,7696.0,22.0,0.18,,,,,48.0,7881.0,11.0,0.23,44.6,6999.0,9.0,0.18,48.5,8225.0,29.0,0.31,,,,,,,,,,,,,,,,,45.1,8087.0,14.0,0.22,48.4,8761.0,21.0,0.21,,,,,,,,,,,,,41.6,2293.0,1.0,0.21,45.0,7741.0,22.0,0.27,,,,,48.4,8260.0,17.0,0.25,,,,,32.7,4090.0,37.0,0.16
E,7Q,,,,,44.9,8044.0,16.0,0.0,,,,,41.8,2409.0,2.0,0.0,,,,,,,,,,,,,45.3,4737.0,70.0,0.0,47.7,4484.0,5.0,0.0,49.5,6732.0,17.0,0.0,,,,,,,,,43.9,8779.0,18.0,0.0,42.7,8374.0,96.0,0.0,42.8,9062.0,8.0,0.0,44.1,9308.0,30.0,0.0,43.9,7718.0,16.0,0.0,,,,,49.3,7909.0,11.0,0.0,45.1,7000.0,7.0,0.0,49.8,8237.0,27.0,0.0,,,,,,,,,,,,,,,,,45.2,8092.0,14.0,0.0,49.6,8773.0,15.0,0.0,,,,,,,,,,,,,42.7,1616.0,3.0,0.0,45.2,7761.0,27.0,0.0,,,,,47.9,8260.0,18.0,0.0,,,,,43.6,7191.0,7.0,0.0
E,8Q,,,,,47.9,8074.0,11.0,0.0,,,,,,,,,,,,,,,,,,,,,41.6,4743.0,49.0,0.0,44.2,4494.0,3.0,0.0,45.3,6695.0,30.0,0.0,,,,,,,,,46.8,8849.0,20.0,0.0,45.3,8518.0,50.0,0.0,45.4,9085.0,9.0,0.0,46.9,9336.0,15.0,0.0,46.3,7748.0,15.0,0.0,,,,,45.0,7910.0,9.0,0.0,47.8,7021.0,7.0,0.0,45.7,8241.0,26.0,0.0,,,,,,,,,,,,,,,,,48.0,8121.0,14.0,0.0,45.7,8722.0,24.0,0.0,,,,,,,,,,,,,,,,,47.9,7835.0,18.0,0.0,,,,,44.8,8273.0,16.0,0.0,,,,,45.4,5218.0,3.0,0.0
G,1W,,,,,31.9,27662.0,74.0,0.39,,,,,31.0,31537.0,52.0,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.7,32149.0,119.0,0.4,27.7,32578.0,89.0,0.33,27.1,33108.0,95.0,0.37,32.2,30152.0,66.0,0.4,32.1,30039.0,51.0,0.31,,,,,,,,,31.4,27367.0,80.0,0.4,,,,,,,,,,,,,,,,,,,,,31.9,28295.0,60.0,0.37,,,,,,,,,,,,,,,,,32.5,31134.0,88.0,0.35,32.7,25933.0,79.0,0.41,,,,,,,,,,,,,25.7,29317.0,28.0,0.23
G,2L,,,,,42.3,15480.0,58.0,0.38,,,,,41.5,14910.0,103.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.7,18534.0,128.0,0.39,39.6,18800.0,125.0,0.38,40.0,19411.0,88.0,0.35,41.7,16854.0,65.0,0.33,41.1,17063.0,54.0,0.32,,,,,,,,,41.5,16082.0,62.0,0.42,,,,,,,,,,,,,,,,,,,,,42.1,15835.0,74.0,0.38,,,,,,,,,,,,,,,,,41.1,15968.0,39.0,0.35,42.7,14619.0,81.0,0.4,,,,,,,,,,,,,39.3,16977.0,41.0,0.28
G,5Q,,,,,49.0,9705.0,24.0,0.0,,,,,46.5,7137.0,18.0,0.0,,,,,,,,,,,,,48.7,10569.0,35.0,0.0,50.5,10067.0,10.0,0.0,50.4,11939.0,29.0,0.0,,,,,,,,,46.8,11693.0,28.0,0.0,45.4,11368.0,37.0,0.0,45.2,11761.0,33.0,0.0,47.7,10716.0,26.0,0.0,46.3,10211.0,23.0,0.0,,,,,50.0,10474.0,38.0,0.0,47.6,9562.0,13.0,0.0,50.5,10923.0,33.0,0.0,,,,,,,,,,,,,,,,,49.0,9542.0,14.0,0.0,50.5,11623.0,25.0,0.0,,,,,,,,,,,,,47.0,9046.0,17.0,0.0,49.1,9341.0,27.0,0.0,,,,,50.5,10271.0,18.0,0.0,,,,,34.5,8171.0,41.0,0.0
S,1C,,,,,44.6,8639.0,1.0,0.0,,,,,,,,,43.8,16278.0,582.0,0.44,,,,,39.0,2880.0,0.0,0.0,44.3,5760.0,0.0,0.0,44.6,5760.0,0.0,0.0,45.0,5760.0,0.0,0.0,,,,,,,,,34.2,6303.0,7.0,0.0,,,,,41.9,20152.0,8.0,0.0,44.4,10252.0,2.0,0.0,41.9,17251.0,2.0,0.0,,,,,46.8,5760.0,0.0,0.0,40.2,11516.0,1.0,0.0,41.3,9158.0,512.0,0.0,,,,,,,,,,,,,,,,,40.7,11513.0,2.0,0.0,43.4,5760.0,0.0,0.0,,,,,,,,,,,,,,,,,42.9,10688.0,3.0,0.0,,,,,47.0,5760.0,0.0,0.0,,,,,,,,
C,6I,,,,,,,,,42.2,11661.0,10.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.2,28294.0,54.0,0.0,42.5,20656.0,121.0,0.0,,,,,,,,,,,,,,,,,,,,,43.5,29864.0,129.0,0.0,,,,,,,,,,,,,44.6,27471.0,38.0,0.0,43.8,4132.0,90.0,0.0,43.7,23160.0,73.0,0.0,43.0,21406.0,52.0,0.0,,,,,,,,,42.2,15490.0,93.0,0.0,,,,,42.5,15228.0,61.0,0.0,,,,,,,,,43.7,19605.0,21.0,0.0,,,,,44.5,28285.0,17.0,0.0,,,,
J,2L,,,,,,,,,,,,,40.0,2880.0,0.0,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.6,793.0,3.0,0.48,,,,,,,,,,,,,,,,,,,,,,,,,40.5,2880.0,0.0,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0,2880.0,0.0,0.21,,,,,,,,,,,,,,,,,38.8,2880.0,0.0,0.27
J,5Q,,,,,,,,,,,,,44.7,2880.0,0.0,0.0,,,,,,,,,,,,,49.2,2880.0,0.0,0.0,50.6,2880.0,0.0,0.0,,,,,,,,,,,,,40.1,832.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,45.5,2880.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.4,2880.0,0.0,0.0,,,,,,,,,,,,,,,,,34.3,1969.0,23.0,0.0
J,1X,,,,,,,,,,,,,,,,,45.1,2880.0,0.0,0.22,,,,,,,,,,,,,,,,,,,,,,,,,46.9,2880.0,0.0,0.36,,,,,,,,,,,,,,,,,,,,,46.0,2877.0,3.0,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S,2I,,,,,,,,,,,,,,,,,40.2,2880.0,0.0,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.8,2879.0,1.0,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S,5I,,,,,,,,,,,,,,,,,46.8,5760.0,0.0,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S,7I,,,,,,,,,,,,,,,,,45.0,2880.0,0.0,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.2,2879.0,1.0,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G,2S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.7,17765.0,55.0,0.17,44.2,16986.0,19.0,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.0,18195.0,47.0,0.16,,,,,,,,,,,,,,,,,,,,,44.5,19224.0,38.0,0.16,,,,,,,,,,,,,,,,,,,,,,,,,45.5,17272.0,34.0,0.14,,,,,,,,
J,2S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.6,2880.0,0.0,0.08,44.8,2880.0,0.0,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R,3Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.6,558.0,1.0,0.0,,,,,,,,,,,,,,,,,40.9,1074.0,2.0,0.0
