,,CAS100ATA,CAS100ATA,CAS100ATA,CAS100ATA,CEBR00ESP,CEBR00ESP,CEBR00ESP,CEBR00ESP,CKIS00COK,CKIS00COK,CKIS00COK,CKIS00COK,COCO00AUS,COCO00AUS,COCO00AUS,COCO00AUS,CUUT00THA,CUUT00THA,CUUT00THA,CUUT00THA,EBRE00ESP,EBRE00ESP,EBRE00ESP,EBRE00ESP,GANP00SVK,GANP00SVK,GANP00SVK,GANP00SVK,HKSL00HKG,HKSL00HKG,HKSL00HKG,HKSL00HKG,HKWS00HKG,HKWS00HKG,HKWS00HKG,HKWS00HKG,HOFN00ISL,HOFN00ISL,HOFN00ISL,HOFN00ISL,KARR00AUS,KARR00AUS,KARR00AUS,KARR00AUS,KIRI00KIR,KIRI00KIR,KIRI00KIR,KIRI00KIR,KIRU00SWE,KIRU00SWE,KIRU00SWE,KIRU00SWE,KOUR00GUF,KOUR00GUF,KOUR00GUF,KOUR00GUF,MAS100ESP,MAS100ESP,MAS100ESP,MAS100ESP,MGUE00ARG,MGUE00ARG,MGUE00ARG,MGUE00ARG,MOBS00AUS,MOBS00AUS,MOBS00AUS,MOBS00AUS,MRO100AUS,MRO100AUS,MRO100AUS,MRO100AUS,NICO00CYP,NICO00CYP,NICO00CYP,NICO00CYP,NNOR00AUS,NNOR00AUS,NNOR00AUS,NNOR00AUS,OHI300ATA,OHI300ATA,OHI300ATA,OHI300ATA,PERT00AUS,PERT00AUS,PERT00AUS,PERT00AUS,PNGM00PNG,PNGM00PNG,PNGM00PNG,PNGM00PNG,POHN00FSM,POHN00FSM,POHN00FSM,POHN00FSM,PTVL00VUT,PTVL00VUT,PTVL00VUT,PTVL00VUT,REDU00BEL,REDU00BEL,REDU00BEL,REDU00BEL,REYK00ISL,REYK00ISL,REYK00ISL,REYK00ISL,SAMO00WSM,SAMO00WSM,SAMO00WSM,SAMO00WSM,SOLO00SLB,SOLO00SLB,SOLO00SLB,SOLO00SLB,TONG00TON,TONG00TON,TONG00TON,TONG00TON,TOW200AUS,TOW200AUS,TOW200AUS,TOW200AUS,VILL00ESP,VILL00ESP,VILL00ESP,VILL00ESP,WARK00NZL,WARK00NZL,WARK00NZL,WARK00NZL,WTZR00DEU,WTZR00DEU,WTZR00DEU,WTZR00DEU,XMIS00AUS,XMIS00AUS,XMIS00AUS,XMIS00AUS,YAR200AUS,YAR200AUS,YAR200AUS,YAR200AUS
,,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath
G,1W,,,,,31.8,27838.0,73.0,0.39,,,,,30.9,31623.0,63.0,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.8,33243.0,192.0,0.45,27.6,32535.0,95.0,0.36,32.1,30089.0,69.0,0.4,32.1,30093.0,49.0,0.33,30.8,27998.0,68.0,0.31,,,,,,,,,31.6,27404.0,76.0,0.38,,,,,,,,,,,,,,,,,,,,,32.1,28251.0,67.0,0.37,,,,,,,,,,,,,,,,,32.3,31179.0,61.0,0.33,32.9,25934.0,93.0,0.4,,,,,,,,,,,,,25.8,29256.0,39.0,0.22
G,2L,,,,,42.2,15547.0,55.0,0.38,,,,,41.5,16795.0,112.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.1,19288.0,152.0,0.41,39.4,18862.0,123.0,0.37,41.7,16793.0,64.0,0.36,41.0,17112.0,61.0,0.34,41.0,16541.0,36.0,0.37,,,,,,,,,41.6,16098.0,66.0,0.41,,,,,,,,,,,,,,,,,,,,,42.2,15850.0,76.0,0.36,,,,,,,,,,,,,,,,,41.3,17068.0,39.0,0.34,42.7,14691.0,84.0,0.38,,,,,,,,,,,,,39.4,16972.0,55.0,0.29
G,5Q,,,,,49.1,9705.0,17.0,0.0,,,,,47.3,7813.0,14.0,0.0,,,,,,,,,,,,,48.6,10556.0,40.0,0.0,50.5,10019.0,11.0,0.0,50.4,11935.0,22.0,0.0,,,,,,,,,47.3,12039.0,33.0,0.0,45.4,11352.0,34.0,0.0,47.8,10687.0,19.0,0.0,46.3,10252.0,22.0,0.0,31.7,2523.0,41.0,0.0,,,,,49.9,10461.0,44.0,0.0,47.7,9564.0,14.0,0.0,50.6,10958.0,36.0,0.0,,,,,,,,,,,,,,,,,49.1,9536.0,13.0,0.0,50.5,11617.0,16.0,0.0,,,,,,,,,,,,,47.1,10263.0,13.0,0.0,49.1,9325.0,19.0,0.0,,,,,50.5,10232.0,18.0,0.0,,,,,34.3,8266.0,52.0,0.0
S,1C,,,,,44.6,11519.0,1.0,0.0,,,,,,,,,43.9,16939.0,82.0,0.43,,,,,38.0,2880.0,0.0,0.0,44.3,5760.0,0.0,0.0,44.7,5760.0,0.0,0.0,44.9,6315.0,373.0,0.0,,,,,,,,,37.5,10500.0,3.0,0.0,,,,,45.2,12712.0,1.0,0.0,42.0,17274.0,3.0,0.0,,,,,,,,,46.8,6273.0,329.0,0.0,40.4,11511.0,2.0,0.0,41.7,8602.0,615.0,0.0,,,,,,,,,,,,,,,,,41.3,14394.0,2.0,0.0,43.4,6318.0,361.0,0.0,,,,,,,,,,,,,,,,,43.8,12891.0,2.0,0.0,,,,,47.3,6417.0,401.0,0.0,,,,,,,,
C,6I,,,,,,,,,41.3,10906.0,14.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.3,32067.0,24.0,0.0,42.8,20209.0,67.0,0.0,,,,,,,,,,,,,,,,,,,,,43.7,31336.0,54.0,0.0,,,,,,,,,,,,,44.7,28601.0,34.0,0.0,44.0,27480.0,560.0,0.0,44.2,22812.0,50.0,0.0,42.7,21126.0,61.0,0.0,,,,,,,,,41.7,14735.0,61.0,0.0,,,,,42.0,14603.0,63.0,0.0,,,,,,,,,43.3,19303.0,55.0,0.0,,,,,44.8,32429.0,9.0,0.0,,,,
J,1C,,,,,,,,,,,,,40.7,2880.0,0.0,0.16,42.9,2880.0,0.0,0.28,,,,,37.6,546.0,8.0,0.66,47.3,2880.0,0.0,0.18,47.4,2880.0,0.0,0.22,,,,,,,,,,,,,38.5,833.0,2.0,0.35,,,,,,,,,,,,,44.3,2492.0,0.0,0.24,,,,,,,,,42.9,2880.0,0.0,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.9,2880.0,0.0,0.19,,,,,,,,,,,,,,,,,40.0,2880.0,0.0,0.2
J,2L,,,,,,,,,,,,,39.8,2880.0,0.0,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.1,815.0,5.0,0.52,,,,,,,,,,,,,41.2,2491.0,0.0,0.28,,,,,,,,,40.6,2880.0,0.0,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0,2880.0,0.0,0.21,,,,,,,,,,,,,,,,,38.8,2880.0,0.0,0.26
J,5Q,,,,,,,,,,,,,44.6,2880.0,0.0,0.0,,,,,,,,,,,,,49.1,2880.0,0.0,0.0,50.6,2880.0,0.0,0.0,,,,,,,,,,,,,41.0,847.0,2.0,0.0,,,,,,,,,,,,,31.6,1281.0,10.0,0.0,,,,,,,,,45.6,2880.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.3,2880.0,0.0,0.0,,,,,,,,,,,,,,,,,34.2,1908.0,22.0,0.0
R,3Q,,,,,,,,,,,,,42.2,974.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.9,716.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.9,562.0,0.0,0.0,,,,,,,,,,,,,,,,,41.4,904.0,0.0,0.0
J,1X,,,,,,,,,,,,,,,,,45.0,2880.0,0.0,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J,2X,,,,,,,,,,,,,,,,,42.3,2880.0,0.0,0.26,,,,,32.2,517.0,12.0,1.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J,5X,,,,,,,,,,,,,,,,,46.1,2880.0,0.0,0.0,,,,,37.3,531.0,11.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J,6X,,,,,,,,,,,,,,,,,39.2,2880.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S,2I,,,,,,,,,,,,,,,,,40.3,2878.0,2.0,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S,5I,,,,,,,,,,,,,,,,,46.8,5760.0,0.0,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S,7I,,,,,,,,,,,,,,,,,45.3,2877.0,3.0,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G,2S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.7,17777.0,65.0,0.17,44.3,16927.0,20.0,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.1,18181.0,47.0,0.14,,,,,,,,,,,,,,,,,,,,,44.4,19301.0,37.0,0.19,,,,,,,,,,,,,,,,,,,,,,,,,45.5,17199.0,28.0,0.15,,,,,,,,
J,2S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.6,2880.0,0.0,0.08,44.8,2880.0,0.0,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
