,,CAS100ATA,CAS100ATA,CAS100ATA,CAS100ATA,CEBR00ESP,CEBR00ESP,CEBR00ESP,CEBR00ESP,CKIS00COK,CKIS00COK,CKIS00COK,CKIS00COK,COCO00AUS,COCO00AUS,COCO00AUS,COCO00AUS,CUUT00THA,CUUT00THA,CUUT00THA,CUUT00THA,EBRE00ESP,EBRE00ESP,EBRE00ESP,EBRE00ESP,GANP00SVK,GANP00SVK,GANP00SVK,GANP00SVK,HKSL00HKG,HKSL00HKG,HKSL00HKG,HKSL00HKG,HKWS00HKG,HKWS00HKG,HKWS00HKG,HKWS00HKG,KARR00AUS,KARR00AUS,KARR00AUS,KARR00AUS,KIRI00KIR,KIRI00KIR,KIRI00KIR,KIRI00KIR,KIRU00SWE,KIRU00SWE,KIRU00SWE,KIRU00SWE,KOUR00GUF,KOUR00GUF,KOUR00GUF,KOUR00GUF,MAS100ESP,MAS100ESP,MAS100ESP,MAS100ESP,MGUE00ARG,MGUE00ARG,MGUE00ARG,MGUE00ARG,MOBS00AUS,MOBS00AUS,MOBS00AUS,MOBS00AUS,MRO100AUS,MRO100AUS,MRO100AUS,MRO100AUS,NICO00CYP,NICO00CYP,NICO00CYP,NICO00CYP,NNOR00AUS,NNOR00AUS,NNOR00AUS,NNOR00AUS,OHI300ATA,OHI300ATA,OHI300ATA,OHI300ATA,PERT00AUS,PERT00AUS,PERT00AUS,PERT00AUS,PNGM00PNG,PNGM00PNG,PNGM00PNG,PNGM00PNG,POHN00FSM,POHN00FSM,POHN00FSM,POHN00FSM,PTVL00VUT,PTVL00VUT,PTVL00VUT,PTVL00VUT,REDU00BEL,REDU00BEL,REDU00BEL,REDU00BEL,REYK00ISL,REYK00ISL,REYK00ISL,REYK00ISL,SAMO00WSM,SAMO00WSM,SAMO00WSM,SAMO00WSM,SOLO00SLB,SOLO00SLB,SOLO00SLB,SOLO00SLB,TONG00TON,TONG00TON,TONG00TON,TONG00TON,TOW200AUS,TOW200AUS,TOW200AUS,TOW200AUS,VILL00ESP,VILL00ESP,VILL00ESP,VILL00ESP,WARK00NZL,WARK00NZL,WARK00NZL,WARK00NZL,WTZR00DEU,WTZR00DEU,WTZR00DEU,WTZR00DEU,XMIS00AUS,XMIS00AUS,XMIS00AUS,XMIS00AUS,YAR200AUS,YAR200AUS,YAR200AUS,YAR200AUS
,,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath,snr,obs,gaps,multipath
G,1W,,,,,31.7,27809.0,75.0,0.39,,,,,30.8,31661.0,66.0,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,33048.0,175.0,0.42,27.6,32581.0,109.0,0.35,32.2,30107.0,86.0,0.42,32.1,30076.0,46.0,0.31,31.1,28028.0,67.0,0.31,,,,,,,,,31.7,27361.0,87.0,0.4,,,,,,,,,,,,,,,,,,,,,32.1,28219.0,66.0,0.37,,,,,,,,,,,,,,,,,32.3,26793.0,39.0,0.34,32.8,25889.0,81.0,0.41,,,,,,,,,,,,,25.9,29307.0,31.0,0.22
G,2L,,,,,42.2,15463.0,56.0,0.4,,,,,41.3,13881.0,104.0,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.7,19115.0,150.0,0.41,39.5,18849.0,124.0,0.36,41.8,16637.0,83.0,0.33,41.0,17121.0,52.0,0.33,41.2,16560.0,43.0,0.36,,,,,,,,,41.6,16087.0,83.0,0.42,,,,,,,,,,,,,,,,,,,,,42.2,15800.0,76.0,0.35,,,,,,,,,,,,,,,,,41.0,14282.0,31.0,0.37,42.7,14616.0,76.0,0.43,,,,,,,,,,,,,39.5,16991.0,46.0,0.29
G,5Q,,,,,49.1,9605.0,14.0,0.0,,,,,46.5,6167.0,5.0,0.0,,,,,,,,,,,,,48.6,10552.0,54.0,0.0,50.5,10046.0,10.0,0.0,,,,,,,,,47.0,11947.0,31.0,0.0,45.4,11374.0,34.0,0.0,47.8,10577.0,22.0,0.0,46.3,10246.0,18.0,0.0,31.7,2934.0,34.0,0.0,,,,,49.9,10440.0,45.0,0.0,47.7,9547.0,18.0,0.0,50.6,10930.0,37.0,0.0,,,,,,,,,,,,,,,,,49.1,9521.0,14.0,0.0,50.8,5049.0,2.0,0.0,,,,,,,,,,,,,47.0,9186.0,8.0,0.0,49.0,9348.0,25.0,0.0,,,,,50.5,10226.0,15.0,0.0,,,,,34.4,8547.0,48.0,0.0
S,1C,,,,,44.7,11520.0,0.0,0.0,,,,,,,,,43.8,16952.0,23.0,0.45,,,,,37.6,2880.0,0.0,0.0,44.4,5760.0,0.0,0.0,44.7,5760.0,0.0,0.0,,,,,,,,,37.1,10521.0,8.0,0.0,,,,,45.7,12210.0,3.0,0.0,42.0,17221.0,2.0,0.0,,,,,,,,,46.8,6232.0,342.0,0.0,40.6,11118.0,1.0,0.0,41.6,8738.0,599.0,0.0,,,,,,,,,,,,,,,,,41.3,14318.0,3.0,0.0,43.8,2587.0,139.0,0.0,,,,,,,,,,,,,,,,,43.5,13229.0,2.0,0.0,,,,,47.1,6271.0,341.0,0.0,,,,,,,,
C,6I,,,,,,,,,41.7,11363.0,10.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,44.2,31987.0,27.0,0.0,42.9,20917.0,71.0,0.0,,,,,,,,,,,,,,,,,,,,,43.7,31128.0,94.0,0.0,,,,,,,,,,,,,44.8,28485.0,37.0,0.0,44.1,27694.0,552.0,0.0,44.1,23206.0,61.0,0.0,42.7,22051.0,80.0,0.0,,,,,,,,,41.8,15885.0,86.0,0.0,,,,,42.1,15312.0,47.0,0.0,,,,,,,,,43.6,19892.0,43.0,0.0,,,,,44.8,32230.0,5.0,0.0,,,,
J,1C,,,,,,,,,,,,,40.7,2880.0,0.0,0.16,43.0,2880.0,0.0,0.28,,,,,37.5,560.0,3.0,0.54,47.4,2880.0,0.0,0.19,47.3,2880.0,0.0,0.24,,,,,,,,,38.2,827.0,2.0,0.37,,,,,,,,,,,,,44.4,2491.0,0.0,0.25,,,,,,,,,42.9,2880.0,0.0,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.3,2489.0,0.0,0.19,,,,,,,,,,,,,,,,,40.0,2880.0,0.0,0.2
J,2L,,,,,,,,,,,,,39.8,2880.0,0.0,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.8,804.0,4.0,0.48,,,,,,,,,,,,,41.4,2489.0,0.0,0.28,,,,,,,,,40.6,2880.0,0.0,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.6,2489.0,0.0,0.19,,,,,,,,,,,,,,,,,38.8,2880.0,0.0,0.27
J,5Q,,,,,,,,,,,,,44.6,2880.0,0.0,0.0,,,,,,,,,,,,,49.1,2880.0,0.0,0.0,50.6,2880.0,0.0,0.0,,,,,,,,,40.8,805.0,2.0,0.0,,,,,,,,,,,,,31.6,1284.0,11.0,0.0,,,,,,,,,45.6,2880.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.9,2489.0,0.0,0.0,,,,,,,,,,,,,,,,,34.1,2032.0,49.0,0.0
J,1X,,,,,,,,,,,,,,,,,45.0,2880.0,0.0,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J,2X,,,,,,,,,,,,,,,,,42.3,2880.0,0.0,0.26,,,,,32.1,528.0,17.0,0.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J,5X,,,,,,,,,,,,,,,,,45.9,2880.0,0.0,0.0,,,,,37.2,541.0,16.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J,6X,,,,,,,,,,,,,,,,,39.2,2880.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S,2I,,,,,,,,,,,,,,,,,40.3,2880.0,0.0,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S,5I,,,,,,,,,,,,,,,,,46.5,5692.0,3.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S,7I,,,,,,,,,,,,,,,,,45.1,2880.0,0.0,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G,2S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.7,17742.0,74.0,0.17,44.3,16964.0,16.0,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.1,18150.0,49.0,0.16,,,,,,,,,,,,,,,,,,,,,44.6,7571.0,8.0,0.19,,,,,,,,,,,,,,,,,,,,,,,,,45.5,17177.0,27.0,0.15,,,,,,,,
J,2S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.6,2880.0,0.0,0.08,44.8,2880.0,0.0,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R,3Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.6,836.0,6.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.7,807.0,0.0,0.0
