,,BRUX00BEL,BRUX00BEL,BRUX00BEL,BRUX00BEL,CAS100ATA,CAS100ATA,CAS100ATA,CAS100ATA,CEBR00ESP,CEBR00ESP,CEBR00ESP,CEBR00ESP,CKIS00COK,CKIS00COK,CKIS00COK,CKIS00COK,COCO00AUS,COCO00AUS,COCO00AUS,COCO00AUS,CUUT00THA,CUUT00THA,CUUT00THA,CUUT00THA,EBRE00ESP,EBRE00ESP,EBRE00ESP,EBRE00ESP,GANP00SVK,GANP00SVK,GANP00SVK,GANP00SVK,HKSL00HKG,HKSL00HKG,HKSL00HKG,HKSL00HKG,HKWS00HKG,HKWS00HKG,HKWS00HKG,HKWS00HKG,HOFN00ISL,HOFN00ISL,HOFN00ISL,HOFN00ISL,KARR00AUS,KARR00AUS,KARR00AUS,KARR00AUS,KIRI00KIR,KIRI00KIR,KIRI00KIR,KIRI00KIR,KIRU00SWE,KIRU00SWE,KIRU00SWE,KIRU00SWE,KOUR00GUF,KOUR00GUF,KOUR00GUF,KOUR00GUF,LAUT00FJI,LAUT00FJI,LAUT00FJI,LAUT00FJI,MAL200KEN,MAL200KEN,MAL200KEN,MAL200KEN,MAS100ESP,MAS100ESP,MAS100ESP,MAS100ESP,MCHL00AUS,MCHL00AUS,MCHL00AUS,MCHL00AUS,MGUE00ARG,MGUE00ARG,MGUE00ARG,MGUE00ARG,MOBS00AUS,MOBS00AUS,MOBS00AUS,MOBS00AUS,MRO100AUS,MRO100AUS,MRO100AUS,MRO100AUS,NAUR00NRU,NAUR00NRU,NAUR00NRU,NAUR00NRU,NICO00CYP,NICO00CYP,NICO00CYP,NICO00CYP,NIUM00NIU,NIUM00NIU,NIUM00NIU,NIUM00NIU,NNOR00AUS,NNOR00AUS,NNOR00AUS,NNOR00AUS,OHI300ATA,OHI300ATA,OHI300ATA,OHI300ATA,PERT00AUS,PERT00AUS,PERT00AUS,PERT00AUS,PNGM00PNG,PNGM00PNG,PNGM00PNG,PNGM00PNG,POHN00FSM,POHN00FSM,POHN00FSM,POHN00FSM,PTVL00VUT,PTVL00VUT,PTVL00VUT,PTVL00VUT,REDU00BEL,REDU00BEL,REDU00BEL,REDU00BEL,REYK00ISL,REYK00ISL,REYK00ISL,REYK00ISL,SAMO00WSM,SAMO00WSM,SAMO00WSM,SAMO00WSM,SOLO00SLB,SOLO00SLB,SOLO00SLB,SOLO00SLB,TONG00TON,TONG00TON,TONG00TON,TONG00TON,TOW200AUS,TOW200AUS,TOW200AUS,TOW200AUS,TUVA00TUV,TUVA00TUV,TUVA00TUV,TUVA00TUV,VILL00ESP,VILL00ESP,VILL00ESP,VILL00ESP,WARK00NZL,WARK00NZL,WARK00NZL,WARK00NZL,WTZR00DEU,WTZR00DEU,WTZR00DEU,WTZR00DEU,XMIS00AUS,XMIS00AUS,XMIS00AUS,XMIS00AUS,YAR200AUS,YAR200AUS,YAR200AUS,YAR200AUS
G,2W,30.1,31746.0,64.0,0.21,29.6,34101.0,125.0,0.37,31.8,27828.0,72.0,0.26,30.8,28536.0,64.0,0.35,30.8,31733.0,63.0,0.17,28.9,32344.0,266.0,0.42,31.0,27782.0,96.0,0.42,31.4,29934.0,113.0,0.41,39.1,30222.0,153.0,0.25,40.9,29018.0,60.0,0.22,41.2,34028.0,112.0,0.38,30.5,30819.0,212.0,0.38,30.1,29658.0,154.0,0.41,31.2,33292.0,214.0,0.34,27.7,32493.0,115.0,0.27,30.3,28202.0,219.0,0.45,27.8,33023.0,89.0,0.32,32.2,30055.0,79.0,0.23,30.1,31155.0,286.0,0.42,31.9,30056.0,61.0,0.18,31.1,27944.0,75.0,0.2,29.2,30406.0,184.0,0.42,30.0,978178.0,229.0,0.27,41.2,30454.0,145.0,0.17,30.5,29751.0,194.0,0.39,31.7,27398.0,79.0,0.27,42.0,31539.0,75.0,0.2,32.1,26470.0,102.0,0.4,29.0,31605.0,110.0,0.37,30.2,27010.0,152.0,0.5,30.6,26921.0,119.0,0.49,32.5,28547.0,64.0,0.19,41.4,33070.0,88.0,0.35,29.9,30615.0,238.0,0.4,27.7,27684.0,104.0,0.41,30.1,25341.0,299.0,0.53,32.5,30849.0,85.0,0.17,28.9,30787.0,147.0,0.41,32.9,25788.0,80.0,0.32,30.6,27555.0,109.0,0.43,41.9,30442.0,77.0,0.22,29.7,31392.0,204.0,0.39,25.9,29313.0,31.0,0.12
G,5Q,48.3,11171.0,24.0,0.0,,,,,49.0,9673.0,19.0,0.0,,,,,46.6,6760.0,8.0,0.0,,,,,,,,,,,,,48.6,10519.0,50.0,0.0,50.5,9990.0,17.0,0.0,50.3,11956.0,29.0,0.0,,,,,,,,,47.5,12066.0,32.0,0.0,45.5,11436.0,37.0,0.0,,,,,45.0,11774.0,26.0,0.0,47.8,10687.0,19.0,0.0,,,,,46.2,10238.0,24.0,0.0,31.7,2738.0,33.0,0.0,,,,,45.2,365932.0,194.0,0.0,49.9,10436.0,50.0,0.0,,,,,47.8,9555.0,12.0,0.0,50.5,11064.0,30.0,0.0,,,,,,,,,,,,,,,,,49.3,9600.0,11.0,0.0,50.4,11612.0,20.0,0.0,,,,,,,,,,,,,46.9,10684.0,18.0,0.0,,,,,49.0,9347.0,23.0,0.0,,,,,50.5,10278.0,15.0,0.0,,,,,34.6,8621.0,38.0,0.0
R,1C,44.1,25258.0,48.0,0.97,43.8,26416.0,64.0,1.18,44.8,22011.0,100.0,1.48,45.0,20666.0,25.0,1.9,42.8,21268.0,99.0,1.37,42.8,21691.0,138.0,1.6,45.0,23327.0,84.0,1.56,45.7,24759.0,96.0,1.38,45.8,21439.0,93.0,1.07,46.2,20855.0,36.0,0.99,46.4,26099.0,52.0,1.01,45.1,22082.0,66.0,1.64,43.3,21204.0,273.0,1.79,45.7,25895.0,173.0,0.86,42.2,22605.0,199.0,1.82,44.1,21017.0,219.0,1.68,41.3,23208.0,137.0,1.76,46.1,22270.0,96.0,1.5,44.5,23031.0,77.0,1.45,46.2,22947.0,59.0,1.13,39.1,20234.0,98.0,1.67,43.6,22439.0,121.0,1.46,44.9,676957.0,591.0,1.56,45.7,22638.0,95.0,1.18,43.8,21886.0,129.0,1.82,44.8,19808.0,71.0,1.3,46.3,25786.0,75.0,1.06,45.5,20309.0,123.0,1.39,43.4,22993.0,132.0,1.95,43.8,20016.0,223.0,2.19,44.7,20060.0,204.0,2.13,45.3,22678.0,133.0,1.05,46.3,26509.0,46.0,1.2,44.4,21838.0,140.0,1.54,42.3,19844.0,142.0,1.81,42.3,20045.0,311.0,2.05,46.4,20757.0,41.0,1.38,43.8,22218.0,133.0,1.81,44.9,20757.0,184.0,1.28,45.0,21154.0,74.0,1.43,46.6,24890.0,52.0,1.03,44.0,21131.0,81.0,1.69,39.2,20933.0,46.0,1.29
R,2C,41.9,24975.0,71.0,0.95,41.1,26351.0,90.0,1.13,41.3,21412.0,106.0,1.51,40.8,20644.0,32.0,1.78,42.0,20114.0,83.0,1.34,39.9,21628.0,145.0,1.54,40.9,23238.0,99.0,1.38,41.1,24686.0,109.0,1.25,40.7,21180.0,195.0,1.06,42.2,20788.0,51.0,0.95,41.4,25784.0,251.0,1.0,41.1,22041.0,75.0,1.49,40.4,21056.0,269.0,1.69,42.0,25423.0,165.0,0.99,39.0,21443.0,235.0,1.69,40.5,20865.0,212.0,1.6,39.6,22681.0,151.0,1.72,41.5,21784.0,100.0,1.43,40.9,22994.0,85.0,1.36,40.9,22379.0,117.0,1.21,40.8,20422.0,76.0,1.55,40.2,22361.0,130.0,1.41,40.2,646244.0,728.0,1.47,40.4,22114.0,149.0,1.23,40.7,21837.0,144.0,1.66,41.6,19279.0,94.0,1.3,,,,,41.6,20195.0,120.0,1.32,39.4,22904.0,135.0,1.81,40.2,19827.0,227.0,1.94,40.9,19872.0,193.0,1.81,41.8,22029.0,96.0,1.11,41.4,26237.0,180.0,1.17,40.3,21756.0,152.0,1.38,39.9,19761.0,135.0,1.79,39.6,19800.0,369.0,1.68,41.7,19269.0,52.0,1.33,39.9,22142.0,123.0,1.7,41.7,19951.0,129.0,1.29,41.4,21095.0,73.0,1.35,43.2,24803.0,57.0,0.93,40.4,21057.0,90.0,1.56,39.3,20324.0,54.0,1.26
R,2P,42.3,24910.0,49.0,0.87,40.4,26254.0,114.0,1.06,41.7,21199.0,75.0,1.16,40.2,20578.0,42.0,1.68,43.0,18307.0,56.0,1.16,39.3,21537.0,160.0,1.43,40.4,23104.0,115.0,1.28,40.6,24581.0,136.0,1.19,40.3,21210.0,192.0,1.08,41.8,20794.0,48.0,0.96,41.0,25781.0,249.0,1.01,40.5,21916.0,110.0,1.46,39.9,20867.0,270.0,1.49,42.4,25276.0,130.0,1.04,39.6,20901.0,214.0,1.62,39.9,20657.0,217.0,1.54,40.1,22272.0,125.0,1.52,41.9,21649.0,102.0,1.45,40.3,22859.0,125.0,1.36,41.2,22282.0,164.0,0.93,41.1,20180.0,50.0,1.4,39.7,22173.0,149.0,1.34,40.7,639940.0,508.0,1.43,40.0,22187.0,132.0,1.13,40.1,21737.0,155.0,1.69,42.0,19175.0,67.0,1.26,41.7,25613.0,163.0,1.06,41.1,20032.0,114.0,1.27,38.9,22616.0,176.0,1.89,39.7,19563.0,219.0,2.08,40.4,19629.0,181.0,1.7,42.2,21890.0,84.0,0.94,41.0,26205.0,197.0,1.21,39.7,21640.0,130.0,1.39,38.9,19584.0,167.0,1.68,39.2,19413.0,399.0,1.74,42.2,18396.0,36.0,1.17,39.4,22017.0,143.0,1.49,42.1,19786.0,87.0,1.14,40.8,21004.0,80.0,1.32,42.8,24806.0,58.0,0.98,39.9,20930.0,107.0,1.39,,,,
C,1I,,,,,39.3,23933.0,191.0,0.0,,,,,39.3,10974.0,10.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.6,32199.0,17.0,0.0,40.5,20360.0,58.0,0.0,,,,,,,,,40.3,19683.0,126.0,0.0,,,,,,,,,40.8,25994.0,496.0,0.0,,,,,42.4,24321.0,24.0,0.0,41.3,31442.0,31.0,0.0,43.1,707342.0,184.0,0.0,,,,,38.8,15005.0,93.0,0.0,,,,,,,,,42.1,28708.0,15.0,0.0,41.6,27662.0,549.0,0.0,41.8,22923.0,33.0,0.0,41.0,21231.0,39.0,0.0,,,,,,,,,39.7,14927.0,56.0,0.0,38.8,23065.0,34.0,0.0,39.0,14719.0,47.0,0.0,44.7,22345.0,18.0,0.0,39.9,18535.0,545.0,0.0,,,,,,,,,,,,,42.6,32474.0,2.0,0.0,40.6,29036.0,17.0,0.0
E,1X,,,,,44.7,10960.0,13.0,0.25,,,,,45.3,9268.0,4.0,0.28,,,,,43.9,8706.0,9.0,0.19,45.5,8693.0,13.0,0.36,45.0,8864.0,19.0,0.26,,,,,,,,,,,,,45.2,9096.0,14.0,0.3,45.2,9057.0,25.0,0.37,,,,,,,,,44.7,9240.0,24.0,0.35,,,,,,,,,44.3,9235.0,20.0,0.24,,,,,,,,,44.7,8832.0,5.0,0.35,,,,,,,,,44.8,9594.0,36.0,0.3,,,,,,,,,46.1,7922.0,9.0,0.33,44.0,8620.0,27.0,0.34,44.0,8482.0,23.0,0.63,45.1,8490.0,22.0,0.45,,,,,,,,,44.8,9753.0,10.0,0.29,41.9,5659.0,8.0,0.39,44.2,8655.0,47.0,0.5,,,,,44.6,9673.0,10.0,0.29,,,,,45.8,8532.0,10.0,0.3,,,,,44.9,9200.0,3.0,0.27,,,,
E,5X,,,,,43.9,9665.0,17.0,0.23,,,,,46.1,8702.0,5.0,0.24,,,,,44.6,7520.0,6.0,0.25,45.5,7551.0,12.0,0.35,45.4,7804.0,21.0,0.39,,,,,,,,,,,,,45.9,8187.0,13.0,0.27,46.2,8694.0,26.0,0.31,,,,,,,,,46.3,8684.0,22.0,0.34,,,,,,,,,45.2,8526.0,23.0,0.28,,,,,,,,,45.7,7931.0,6.0,0.26,,,,,,,,,46.5,8952.0,29.0,0.26,,,,,,,,,47.2,7015.0,10.0,0.32,45.5,8080.0,32.0,0.31,45.6,8014.0,24.0,0.59,45.7,7884.0,25.0,0.37,,,,,,,,,46.6,9254.0,10.0,0.26,45.1,5150.0,11.0,0.35,45.7,8341.0,39.0,0.49,,,,,46.3,9018.0,4.0,0.25,,,,,45.9,7914.0,10.0,0.32,,,,,45.4,8175.0,4.0,0.23,,,,
E,7X,,,,,44.2,9667.0,16.0,0.0,,,,,45.6,8702.0,5.0,0.0,,,,,43.8,7521.0,5.0,0.0,45.3,7551.0,12.0,0.0,45.7,7801.0,23.0,0.0,,,,,,,,,,,,,45.8,8187.0,13.0,0.0,46.3,8699.0,25.0,0.0,,,,,,,,,45.5,8679.0,21.0,0.0,,,,,,,,,45.1,8527.0,22.0,0.0,,,,,,,,,45.4,7930.0,7.0,0.0,,,,,,,,,45.5,8952.0,29.0,0.0,,,,,,,,,46.7,7013.0,9.0,0.0,44.4,8081.0,32.0,0.0,45.1,8017.0,25.0,0.0,45.2,7884.0,24.0,0.0,,,,,,,,,45.6,9253.0,9.0,0.0,43.7,5150.0,11.0,0.0,45.0,8322.0,43.0,0.0,,,,,45.5,9017.0,3.0,0.0,,,,,44.9,7913.0,10.0,0.0,,,,,46.3,8175.0,4.0,0.0,,,,
E,8X,,,,,48.4,9657.0,14.0,0.0,,,,,51.7,8654.0,4.0,0.0,,,,,49.8,7521.0,5.0,0.0,51.1,7551.0,12.0,0.0,51.4,7803.0,21.0,0.0,,,,,,,,,,,,,50.4,8178.0,13.0,0.0,50.9,8561.0,15.0,0.0,,,,,,,,,50.6,8548.0,16.0,0.0,,,,,,,,,50.9,8524.0,22.0,0.0,,,,,,,,,51.4,7930.0,6.0,0.0,,,,,,,,,51.9,8928.0,26.0,0.0,,,,,,,,,51.6,6968.0,7.0,0.0,49.6,7897.0,17.0,0.0,51.2,8017.0,26.0,0.0,50.3,7836.0,19.0,0.0,,,,,,,,,52.0,9254.0,10.0,0.0,50.1,5150.0,11.0,0.0,51.2,8309.0,36.0,0.0,,,,,51.7,8911.0,3.0,0.0,,,,,51.2,7898.0,10.0,0.0,,,,,50.5,8147.0,3.0,0.0,,,,
