,,BRUX00BEL,BRUX00BEL,BRUX00BEL,BRUX00BEL,CAS100ATA,CAS100ATA,CAS100ATA,CAS100ATA,CEBR00ESP,CEBR00ESP,CEBR00ESP,CEBR00ESP,CKIS00COK,CKIS00COK,CKIS00COK,CKIS00COK,COCO00AUS,COCO00AUS,COCO00AUS,COCO00AUS,CUUT00THA,CUUT00THA,CUUT00THA,CUUT00THA,EBRE00ESP,EBRE00ESP,EBRE00ESP,EBRE00ESP,GANP00SVK,GANP00SVK,GANP00SVK,GANP00SVK,HKSL00HKG,HKSL00HKG,HKSL00HKG,HKSL00HKG,HKWS00HKG,HKWS00HKG,HKWS00HKG,HKWS00HKG,HOFN00ISL,HOFN00ISL,HOFN00ISL,HOFN00ISL,KARR00AUS,KARR00AUS,KARR00AUS,KARR00AUS,KIRI00KIR,KIRI00KIR,KIRI00KIR,KIRI00KIR,KIRU00SWE,KIRU00SWE,KIRU00SWE,KIRU00SWE,KOUR00GUF,KOUR00GUF,KOUR00GUF,KOUR00GUF,LAUT00FJI,LAUT00FJI,LAUT00FJI,LAUT00FJI,MAJU00MHL,MAJU00MHL,MAJU00MHL,MAJU00MHL,MAL200KEN,MAL200KEN,MAL200KEN,MAL200KEN,MAS100ESP,MAS100ESP,MAS100ESP,MAS100ESP,MCHL00AUS,MCHL00AUS,MCHL00AUS,MCHL00AUS,MGUE00ARG,MGUE00ARG,MGUE00ARG,MGUE00ARG,MOBS00AUS,MOBS00AUS,MOBS00AUS,MOBS00AUS,MRO100AUS,MRO100AUS,MRO100AUS,MRO100AUS,NICO00CYP,NICO00CYP,NICO00CYP,NICO00CYP,NIUM00NIU,NIUM00NIU,NIUM00NIU,NIUM00NIU,NNOR00AUS,NNOR00AUS,NNOR00AUS,NNOR00AUS,OHI300ATA,OHI300ATA,OHI300ATA,OHI300ATA,PERT00AUS,PERT00AUS,PERT00AUS,PERT00AUS,PNGM00PNG,PNGM00PNG,PNGM00PNG,PNGM00PNG,POHN00FSM,POHN00FSM,POHN00FSM,POHN00FSM,PTVL00VUT,PTVL00VUT,PTVL00VUT,PTVL00VUT,REDU00BEL,REDU00BEL,REDU00BEL,REDU00BEL,REYK00ISL,REYK00ISL,REYK00ISL,REYK00ISL,SAMO00WSM,SAMO00WSM,SAMO00WSM,SAMO00WSM,SOLO00SLB,SOLO00SLB,SOLO00SLB,SOLO00SLB,TONG00TON,TONG00TON,TONG00TON,TONG00TON,TOW200AUS,TOW200AUS,TOW200AUS,TOW200AUS,TUVA00TUV,TUVA00TUV,TUVA00TUV,TUVA00TUV,VILL00ESP,VILL00ESP,VILL00ESP,VILL00ESP,WARK00NZL,WARK00NZL,WARK00NZL,WARK00NZL,WTZR00DEU,WTZR00DEU,WTZR00DEU,WTZR00DEU,XMIS00AUS,XMIS00AUS,XMIS00AUS,XMIS00AUS,YAR200AUS,YAR200AUS,YAR200AUS,YAR200AUS
G,2W,29.7,31465.0,69.0,0.23,29.7,34091.0,126.0,0.34,31.5,27879.0,83.0,0.26,30.9,28040.0,69.0,0.35,30.7,31583.0,72.0,0.16,29.1,32355.0,162.0,0.36,31.0,27639.0,78.0,0.42,30.9,29894.0,117.0,0.4,39.1,30045.0,136.0,0.26,41.1,28520.0,64.0,0.23,41.1,33653.0,85.0,0.24,30.3,30585.0,183.0,0.39,30.1,29241.0,125.0,0.41,30.2,32408.0,168.0,0.34,27.7,32082.0,117.0,0.29,30.3,27728.0,222.0,0.43,28.8,31777.0,118.0,0.27,28.2,33045.0,97.0,0.32,32.2,30098.0,81.0,0.22,29.8,4032.0,31.0,0.4,32.3,29743.0,52.0,0.17,31.2,27740.0,73.0,0.18,29.2,29470.0,211.0,0.41,41.3,30541.0,133.0,0.17,30.5,29140.0,241.0,0.42,31.7,27161.0,77.0,0.27,42.1,31221.0,82.0,0.19,32.0,26345.0,98.0,0.41,29.0,31255.0,114.0,0.38,30.0,26653.0,142.0,0.48,30.5,26581.0,132.0,0.48,32.0,28249.0,58.0,0.24,41.4,32889.0,84.0,0.2,29.8,3318.0,33.0,0.38,27.0,2866.0,8.0,0.4,30.1,24984.0,269.0,0.55,32.3,30944.0,79.0,0.17,29.1,3747.0,10.0,0.38,32.7,25800.0,80.0,0.31,30.6,27377.0,85.0,0.4,41.8,30187.0,76.0,0.21,29.7,31230.0,180.0,0.37,25.9,29076.0,52.0,0.16
G,5Q,48.1,11156.0,26.0,0.0,,,,,48.9,9731.0,17.0,0.0,,,,,46.7,8267.0,11.0,0.0,,,,,,,,,,,,,48.7,10572.0,49.0,0.0,50.5,9983.0,14.0,0.0,50.3,11968.0,26.0,0.0,,,,,,,,,47.0,11898.0,34.0,0.0,45.6,11298.0,33.0,0.0,,,,,47.2,11933.0,26.0,0.0,45.1,11787.0,32.0,0.0,47.8,10695.0,25.0,0.0,,,,,46.3,10230.0,23.0,0.0,31.8,2535.0,34.0,0.0,,,,,50.0,10453.0,40.0,0.0,,,,,47.6,9564.0,16.0,0.0,50.5,11047.0,34.0,0.0,,,,,,,,,,,,,,,,,49.0,9541.0,13.0,0.0,50.3,11735.0,23.0,0.0,,,,,,,,,,,,,46.7,9657.0,14.0,0.0,,,,,49.1,9294.0,27.0,0.0,,,,,50.5,10263.0,15.0,0.0,,,,,34.4,8308.0,65.0,0.0
R,1C,43.8,24990.0,66.0,1.17,43.9,26459.0,54.0,1.26,44.5,21925.0,92.0,1.21,45.1,20716.0,47.0,1.72,43.4,20279.0,101.0,1.3,43.4,21655.0,82.0,1.57,44.9,23115.0,94.0,1.45,45.4,24576.0,84.0,1.2,46.2,21615.0,68.0,1.28,46.6,20930.0,37.0,1.45,46.2,25935.0,53.0,0.89,45.0,22320.0,61.0,1.62,43.1,22504.0,284.0,1.82,44.9,25341.0,178.0,1.02,42.5,21815.0,200.0,1.4,44.4,21545.0,203.0,1.7,42.5,23690.0,132.0,1.84,41.5,22706.0,174.0,1.41,46.1,22040.0,81.0,1.03,45.5,2875.0,8.0,0.63,46.3,22959.0,56.0,1.16,39.2,20751.0,89.0,1.19,43.8,22703.0,130.0,1.28,45.8,22407.0,85.0,1.07,43.9,21992.0,169.0,1.58,44.8,19861.0,81.0,1.08,46.3,25658.0,79.0,0.97,45.3,20725.0,121.0,1.39,43.5,23122.0,132.0,1.64,43.7,20567.0,222.0,1.96,44.8,20694.0,213.0,1.91,45.0,22041.0,135.0,1.25,46.3,26263.0,49.0,0.94,43.9,3005.0,9.0,1.43,43.5,2034.0,18.0,0.85,42.3,20507.0,288.0,1.8,46.4,20941.0,52.0,1.15,44.5,3262.0,10.0,0.88,44.7,20409.0,156.0,1.54,45.2,21298.0,72.0,1.37,46.4,24567.0,51.0,0.9,44.3,21106.0,74.0,1.71,39.1,21090.0,73.0,1.15
R,2C,41.7,24647.0,64.0,1.17,41.2,26417.0,71.0,1.19,41.1,21297.0,102.0,1.25,40.9,20704.0,49.0,1.63,42.6,18226.0,93.0,1.34,40.3,21623.0,86.0,1.46,40.8,23039.0,96.0,1.36,40.6,24497.0,99.0,1.22,41.0,21343.0,153.0,1.09,42.4,20796.0,61.0,1.35,41.4,25736.0,141.0,0.9,41.0,22296.0,63.0,1.51,39.8,22310.0,303.0,1.89,41.4,24789.0,140.0,0.99,39.2,20604.0,284.0,1.44,40.3,21402.0,212.0,1.66,40.8,23028.0,140.0,1.77,39.7,22286.0,132.0,1.41,41.4,21497.0,110.0,1.06,41.0,2867.0,10.0,0.71,41.2,22403.0,119.0,1.13,40.9,20893.0,61.0,1.36,40.4,22646.0,132.0,1.2,40.5,21978.0,110.0,1.11,40.8,21925.0,180.0,1.52,41.4,19475.0,93.0,1.17,,,,,41.4,20617.0,129.0,1.34,39.2,23042.0,118.0,1.63,39.6,20346.0,254.0,1.72,40.5,20480.0,200.0,1.46,41.6,21460.0,136.0,1.26,41.4,26089.0,99.0,0.81,39.2,2994.0,9.0,1.08,38.9,2029.0,19.0,0.75,39.5,20227.0,354.0,1.71,41.1,19771.0,60.0,1.15,39.2,3249.0,13.0,0.84,41.6,19690.0,126.0,1.44,41.5,21240.0,69.0,1.35,43.0,24453.0,65.0,1.01,40.6,21050.0,82.0,1.6,39.3,20696.0,68.0,1.11
R,2P,42.0,24530.0,57.0,0.99,40.5,26303.0,103.0,1.11,41.5,21125.0,77.0,1.12,40.3,20630.0,51.0,1.52,43.4,16376.0,39.0,1.09,39.6,21562.0,101.0,1.45,40.2,22931.0,106.0,1.26,40.0,24358.0,142.0,1.2,40.6,21391.0,145.0,1.17,42.0,20798.0,73.0,1.33,41.0,25715.0,148.0,0.84,40.4,22200.0,88.0,1.57,39.4,21991.0,327.0,1.61,41.8,24551.0,99.0,0.9,39.7,20069.0,258.0,1.39,39.8,21193.0,238.0,1.61,41.2,22756.0,125.0,1.63,40.1,21997.0,123.0,1.31,41.8,21293.0,121.0,0.95,40.4,2832.0,18.0,0.65,41.6,22246.0,109.0,1.02,41.2,20738.0,58.0,1.12,39.8,22532.0,160.0,1.17,40.2,22012.0,97.0,1.22,40.3,21805.0,195.0,1.46,41.8,19341.0,81.0,1.04,41.8,25452.0,162.0,0.96,40.9,20429.0,142.0,1.28,38.6,22838.0,153.0,1.57,39.2,19941.0,268.0,2.02,39.9,20310.0,179.0,1.6,42.0,21244.0,96.0,1.02,41.1,26069.0,105.0,0.82,38.7,2974.0,10.0,1.03,38.0,2005.0,21.0,0.69,39.0,19867.0,392.0,1.57,41.7,18722.0,45.0,1.29,38.8,3200.0,14.0,0.82,42.0,19512.0,90.0,1.57,40.9,21129.0,86.0,1.3,42.6,24467.0,58.0,0.99,40.0,20927.0,101.0,1.6,39.6,20600.0,40.0,1.05
C,1I,,,,,39.3,23951.0,228.0,0.0,,,,,39.7,11936.0,5.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.6,31924.0,11.0,0.0,40.6,20936.0,58.0,0.0,,,,,,,,,40.4,20353.0,155.0,0.0,40.8,22205.0,75.0,0.0,,,,,,,,,40.7,2916.0,87.0,0.0,,,,,42.1,23901.0,15.0,0.0,41.5,31011.0,34.0,0.0,,,,,39.0,16140.0,143.0,0.0,,,,,,,,,42.1,28372.0,14.0,0.0,41.7,27527.0,594.0,0.0,41.6,23291.0,51.0,0.0,41.1,21800.0,51.0,0.0,,,,,,,,,39.2,1483.0,13.0,0.0,38.8,2006.0,1.0,0.0,39.3,15512.0,28.0,0.0,44.6,19824.0,8.0,0.0,40.3,1926.0,69.0,0.0,,,,,,,,,,,,,42.6,31989.0,4.0,0.0,40.7,28027.0,28.0,0.0
E,1X,,,,,45.0,10043.0,15.0,0.24,,,,,45.4,8728.0,4.0,0.27,,,,,43.0,11659.0,15.0,0.22,45.3,9032.0,11.0,0.34,44.7,9754.0,18.0,0.26,,,,,,,,,,,,,43.5,10423.0,27.0,0.36,43.7,10307.0,37.0,0.43,,,,,,,,,44.0,9946.0,31.0,0.38,,,,,,,,,,,,,46.0,1037.0,1.0,0.3,,,,,,,,,43.1,9982.0,18.0,0.38,,,,,44.3,9820.0,28.0,0.36,,,,,,,,,44.6,8572.0,18.0,0.37,43.7,10485.0,6.0,0.29,43.7,9463.0,19.0,0.5,44.6,9281.0,14.0,0.53,,,,,,,,,51.3,686.0,0.0,0.12,42.5,309.0,0.0,0.46,43.4,8903.0,39.0,0.56,,,,,50.0,796.0,0.0,0.17,,,,,45.3,9028.0,10.0,0.35,,,,,43.5,10347.0,11.0,0.31,,,,
E,5X,,,,,44.3,9181.0,12.0,0.22,,,,,46.3,7471.0,4.0,0.25,,,,,42.8,10442.0,14.0,0.27,45.5,8131.0,10.0,0.36,45.2,8718.0,14.0,0.35,,,,,,,,,,,,,44.7,9053.0,25.0,0.31,44.9,8720.0,40.0,0.36,,,,,,,,,45.4,8610.0,31.0,0.4,,,,,,,,,,,,,47.1,960.0,1.0,0.27,,,,,,,,,44.6,8760.0,15.0,0.28,,,,,46.0,8479.0,32.0,0.28,,,,,,,,,46.3,7556.0,16.0,0.33,45.7,9080.0,6.0,0.27,45.8,8096.0,10.0,0.46,45.1,7974.0,17.0,0.46,,,,,,,,,51.9,686.0,0.0,0.15,44.8,309.0,0.0,0.44,44.9,7653.0,43.0,0.58,,,,,50.2,796.0,0.0,0.2,,,,,45.3,8030.0,11.0,0.35,,,,,44.0,8961.0,12.0,0.25,,,,
E,7X,,,,,44.6,9182.0,11.0,0.0,,,,,46.0,7471.0,4.0,0.0,,,,,41.7,10442.0,14.0,0.0,45.2,8130.0,9.0,0.0,45.5,8718.0,14.0,0.0,,,,,,,,,,,,,44.5,9053.0,25.0,0.0,45.2,8714.0,40.0,0.0,,,,,,,,,44.7,8613.0,32.0,0.0,,,,,,,,,,,,,47.1,960.0,1.0,0.0,,,,,,,,,44.2,8760.0,15.0,0.0,,,,,45.2,8480.0,32.0,0.0,,,,,,,,,45.8,7556.0,16.0,0.0,44.7,9081.0,6.0,0.0,45.4,8096.0,10.0,0.0,44.6,7972.0,16.0,0.0,,,,,,,,,51.4,686.0,0.0,0.0,43.6,309.0,0.0,0.0,44.3,7648.0,43.0,0.0,,,,,49.8,796.0,0.0,0.0,,,,,44.5,8026.0,11.0,0.0,,,,,44.7,8962.0,11.0,0.0,,,,
E,8X,,,,,48.8,9180.0,11.0,0.0,,,,,52.2,7375.0,4.0,0.0,,,,,48.1,10434.0,14.0,0.0,51.2,8131.0,10.0,0.0,51.2,8719.0,13.0,0.0,,,,,,,,,,,,,49.3,8820.0,25.0,0.0,49.6,8653.0,35.0,0.0,,,,,,,,,49.6,8578.0,30.0,0.0,,,,,,,,,,,,,52.8,960.0,1.0,0.0,,,,,,,,,50.3,8733.0,13.0,0.0,,,,,51.5,8476.0,31.0,0.0,,,,,,,,,50.7,7500.0,15.0,0.0,49.7,9081.0,6.0,0.0,51.5,8094.0,10.0,0.0,49.6,7957.0,16.0,0.0,,,,,,,,,57.6,686.0,0.0,0.0,49.7,309.0,0.0,0.0,50.3,7651.0,42.0,0.0,,,,,55.7,796.0,0.0,0.0,,,,,50.6,8030.0,11.0,0.0,,,,,49.1,8591.0,11.0,0.0,,,,
